disease_id,test_id,variable,cycle,exposure_rows,exposure_nonmissing,outcome_rows,merge_rows,complete_case_rows,complete_case_cases
NHANES_ARTHRITIS,NHANES_LBXPFDE,LBXPFDE,2003-2004,2368,2094,5041,1611,1353,373
NHANES_ARTHRITIS,NHANES_LBXPFDE,LBXPFDE,2005-2006,2323,2120,4979,1593,1391,331
NHANES_ARTHRITIS,NHANES_LBXPFDE,LBXPFDE,2007-2008,2294,2100,5935,1887,1557,433
NHANES_ARTHRITIS,NHANES_LBXPFDE,LBXPFDE,2009-2010,2432,2233,6218,2019,1662,452
NHANES_ARTHRITIS,NHANES_LBXPFDE,LBXPFDE,2011-2012,2177,1904,5560,1775,1383,356
NHANES_ARTHRITIS,NHANES_LBXPFDE,LBXPFDE,2013-2014,2339,2168,5769,1863,1588,413
NHANES_ARTHRITIS,NHANES_LBXPFDE,LBXPFDE,2015-2016,2170,1993,5719,1751,1458,376
NHANES_ARTHRITIS,NHANES_LBXPFDE,LBXPFDE,2017-2018,2133,1929,5569,1765,1382,414
NHANES_ARTHRITIS,NHANES_LBXPFHS,LBXPFHS,2003-2004,2368,2094,5041,1611,1353,373
NHANES_ARTHRITIS,NHANES_LBXPFHS,LBXPFHS,2005-2006,2323,2120,4979,1593,1391,331
NHANES_ARTHRITIS,NHANES_LBXPFHS,LBXPFHS,2007-2008,2294,2100,5935,1887,1557,433
NHANES_ARTHRITIS,NHANES_LBXPFHS,LBXPFHS,2009-2010,2432,2233,6218,2019,1662,452
NHANES_ARTHRITIS,NHANES_LBXPFHS,LBXPFHS,2011-2012,2177,1904,5560,1775,1383,356
NHANES_ARTHRITIS,NHANES_LBXPFHS,LBXPFHS,2013-2014,2339,2168,5769,1863,1588,413
NHANES_ARTHRITIS,NHANES_LBXPFHS,LBXPFHS,2015-2016,2170,1993,5719,1751,1458,376
NHANES_ARTHRITIS,NHANES_LBXPFHS,LBXPFHS,2017-2018,2133,1929,5569,1765,1382,414
NHANES_ARTHRITIS,NHANES_LBXPFNA,LBXPFNA,2003-2004,2368,2094,5041,1611,1353,373
NHANES_ARTHRITIS,NHANES_LBXPFNA,LBXPFNA,2005-2006,2323,2120,4979,1593,1391,331
NHANES_ARTHRITIS,NHANES_LBXPFNA,LBXPFNA,2007-2008,2294,2100,5935,1887,1557,433
NHANES_ARTHRITIS,NHANES_LBXPFNA,LBXPFNA,2009-2010,2432,2233,6218,2019,1662,452
NHANES_ARTHRITIS,NHANES_LBXPFNA,LBXPFNA,2011-2012,2177,1904,5560,1775,1383,356
NHANES_ARTHRITIS,NHANES_LBXPFNA,LBXPFNA,2013-2014,2339,2168,5769,1863,1588,413
NHANES_ARTHRITIS,NHANES_LBXPFNA,LBXPFNA,2015-2016,2170,1993,5719,1751,1458,376
NHANES_ARTHRITIS,NHANES_LBXPFNA,LBXPFNA,2017-2018,2133,1929,5569,1765,1382,414
NHANES_ARTHRITIS,NHANES_URXBPH,URXBPH,2003-2004,2612,2517,5041,1546,1381,391
NHANES_ARTHRITIS,NHANES_URXBPH,URXBPH,2005-2006,2638,2548,4979,1543,1389,342
NHANES_ARTHRITIS,NHANES_URXBPH,URXBPH,2007-2008,2718,2604,5935,1900,1634,474
NHANES_ARTHRITIS,NHANES_URXBPH,URXBPH,2009-2010,2819,2749,6218,1967,1713,453
NHANES_ARTHRITIS,NHANES_URXBPH,URXBPH,2011-2012,2594,2489,5560,1775,1519,385
NHANES_ARTHRITIS,NHANES_URXCOP,URXCOP,2005-2006,2638,2548,4979,1543,1389,342
NHANES_ARTHRITIS,NHANES_URXCOP,URXCOP,2007-2008,2718,2604,5935,1900,1634,474
NHANES_ARTHRITIS,NHANES_URXCOP,URXCOP,2009-2010,2819,2749,6218,1967,1713,453
NHANES_ARTHRITIS,NHANES_URXCOP,URXCOP,2011-2012,2594,2489,5560,1775,1519,385
NHANES_ARTHRITIS,NHANES_URXCOP,URXCOP,2013-2014,2777,2685,5769,1863,1635,423
NHANES_ARTHRITIS,NHANES_URXCOP,URXCOP,2015-2016,3205,2975,5719,1751,1505,378
NHANES_ARTHRITIS,NHANES_URXCOP,URXCOP,2017-2018,2986,2762,5569,1765,1453,424
NHANES_ARTHRITIS,NHANES_URXECP,URXECP,2003-2004,2697,2605,5041,1585,1405,372
NHANES_ARTHRITIS,NHANES_URXECP,URXECP,2005-2006,2638,2548,4979,1543,1389,342
NHANES_ARTHRITIS,NHANES_URXECP,URXECP,2007-2008,2718,2604,5935,1900,1634,474
NHANES_ARTHRITIS,NHANES_URXECP,URXECP,2009-2010,2819,2749,6218,1967,1713,453
NHANES_ARTHRITIS,NHANES_URXECP,URXECP,2011-2012,2594,2489,5560,1775,1519,385
NHANES_ARTHRITIS,NHANES_URXECP,URXECP,2013-2014,2777,2685,5769,1863,1635,423
NHANES_ARTHRITIS,NHANES_URXECP,URXECP,2015-2016,3205,2975,5719,1751,1505,378
NHANES_ARTHRITIS,NHANES_URXECP,URXECP,2017-2018,2986,2762,5569,1765,1453,424
NHANES_ARTHRITIS,NHANES_URXMBP,URXMBP,1999-2000,2648,2541,4880,1521,1258,288
NHANES_ARTHRITIS,NHANES_URXMBP,URXMBP,2001-2002,2901,2782,5411,1713,1480,330
NHANES_ARTHRITIS,NHANES_URXMBP,URXMBP,2003-2004,2697,2605,5041,1585,1405,372
NHANES_ARTHRITIS,NHANES_URXMBP,URXMBP,2005-2006,2638,2548,4979,1543,1389,342
NHANES_ARTHRITIS,NHANES_URXMBP,URXMBP,2007-2008,2718,2604,5935,1900,1634,474
NHANES_ARTHRITIS,NHANES_URXMBP,URXMBP,2009-2010,2819,2749,6218,1967,1713,453
NHANES_ARTHRITIS,NHANES_URXMBP,URXMBP,2011-2012,2594,2489,5560,1775,1519,385
NHANES_ARTHRITIS,NHANES_URXMBP,URXMBP,2013-2014,2777,2685,5769,1863,1635,423
NHANES_ARTHRITIS,NHANES_URXMBP,URXMBP,2015-2016,3205,2975,5719,1751,1505,378
NHANES_ARTHRITIS,NHANES_URXMBP,URXMBP,2017-2018,2986,2762,5569,1765,1453,424
NHANES_ARTHRITIS,NHANES_URXMEP,URXMEP,1999-2000,2648,2536,4880,1521,1254,288
NHANES_ARTHRITIS,NHANES_URXMEP,URXMEP,2001-2002,2901,2782,5411,1713,1480,330
NHANES_ARTHRITIS,NHANES_URXMEP,URXMEP,2003-2004,2697,2605,5041,1585,1405,372
NHANES_ARTHRITIS,NHANES_URXMEP,URXMEP,2005-2006,2638,2548,4979,1543,1389,342
NHANES_ARTHRITIS,NHANES_URXMEP,URXMEP,2007-2008,2718,2604,5935,1900,1634,474
NHANES_ARTHRITIS,NHANES_URXMEP,URXMEP,2009-2010,2819,2749,6218,1967,1713,453
NHANES_ARTHRITIS,NHANES_URXMEP,URXMEP,2011-2012,2594,2489,5560,1775,1519,385
NHANES_ARTHRITIS,NHANES_URXMEP,URXMEP,2013-2014,2777,2685,5769,1863,1635,423
NHANES_ARTHRITIS,NHANES_URXMEP,URXMEP,2015-2016,3205,2975,5719,1751,1505,378
NHANES_ARTHRITIS,NHANES_URXMEP,URXMEP,2017-2018,2986,2762,5569,1765,1453,424
NHANES_ARTHRITIS,NHANES_URXMHH,URXMHH,2001-2002,2901,2782,5411,1713,1480,330
NHANES_ARTHRITIS,NHANES_URXMHH,URXMHH,2003-2004,2697,2605,5041,1585,1405,372
NHANES_ARTHRITIS,NHANES_URXMHH,URXMHH,2005-2006,2638,2548,4979,1543,1389,342
NHANES_ARTHRITIS,NHANES_URXMHH,URXMHH,2007-2008,2718,2604,5935,1900,1634,474
NHANES_ARTHRITIS,NHANES_URXMHH,URXMHH,2009-2010,2819,2749,6218,1967,1713,453
NHANES_ARTHRITIS,NHANES_URXMHH,URXMHH,2011-2012,2594,2489,5560,1775,1519,385
NHANES_ARTHRITIS,NHANES_URXMHH,URXMHH,2013-2014,2777,2685,5769,1863,1635,423
NHANES_ARTHRITIS,NHANES_URXMHH,URXMHH,2015-2016,3205,2975,5719,1751,1505,378
NHANES_ARTHRITIS,NHANES_URXMHH,URXMHH,2017-2018,2986,2762,5569,1765,1453,424
NHANES_ARTHRITIS,NHANES_URXMHP,URXMHP,1999-2000,2648,2541,4880,1521,1258,288
NHANES_ARTHRITIS,NHANES_URXMHP,URXMHP,2001-2002,2901,2782,5411,1713,1480,330
NHANES_ARTHRITIS,NHANES_URXMHP,URXMHP,2003-2004,2697,2605,5041,1585,1405,372
NHANES_ARTHRITIS,NHANES_URXMHP,URXMHP,2005-2006,2638,2548,4979,1543,1389,342
NHANES_ARTHRITIS,NHANES_URXMHP,URXMHP,2007-2008,2718,2604,5935,1900,1634,474
NHANES_ARTHRITIS,NHANES_URXMHP,URXMHP,2009-2010,2819,2749,6218,1967,1713,453
NHANES_ARTHRITIS,NHANES_URXMHP,URXMHP,2011-2012,2594,2489,5560,1775,1519,385
NHANES_ARTHRITIS,NHANES_URXMHP,URXMHP,2013-2014,2777,2685,5769,1863,1635,423
NHANES_ARTHRITIS,NHANES_URXMHP,URXMHP,2015-2016,3205,2975,5719,1751,1505,378
NHANES_ARTHRITIS,NHANES_URXMHP,URXMHP,2017-2018,2986,2762,5569,1765,1453,424
NHANES_ARTHRITIS,NHANES_URXMIB,URXMIB,2001-2002,2901,2782,5411,1713,1480,330
NHANES_ARTHRITIS,NHANES_URXMIB,URXMIB,2003-2004,2697,2605,5041,1585,1405,372
NHANES_ARTHRITIS,NHANES_URXMIB,URXMIB,2005-2006,2638,2548,4979,1543,1389,342
NHANES_ARTHRITIS,NHANES_URXMIB,URXMIB,2007-2008,2718,2604,5935,1900,1634,474
NHANES_ARTHRITIS,NHANES_URXMIB,URXMIB,2009-2010,2819,2749,6218,1967,1713,453
NHANES_ARTHRITIS,NHANES_URXMIB,URXMIB,2011-2012,2594,2489,5560,1775,1519,385
NHANES_ARTHRITIS,NHANES_URXMIB,URXMIB,2013-2014,2777,2685,5769,1863,1635,423
NHANES_ARTHRITIS,NHANES_URXMIB,URXMIB,2015-2016,3205,2975,5719,1751,1505,378
NHANES_ARTHRITIS,NHANES_URXMIB,URXMIB,2017-2018,2986,2762,5569,1765,1453,424
NHANES_ARTHRITIS,NHANES_URXMOH,URXMOH,2001-2002,2901,2782,5411,1713,1480,330
NHANES_ARTHRITIS,NHANES_URXMOH,URXMOH,2003-2004,2697,2605,5041,1585,1405,372
NHANES_ARTHRITIS,NHANES_URXMOH,URXMOH,2005-2006,2638,2548,4979,1543,1389,342
NHANES_ARTHRITIS,NHANES_URXMOH,URXMOH,2007-2008,2718,2604,5935,1900,1634,474
NHANES_ARTHRITIS,NHANES_URXMOH,URXMOH,2009-2010,2819,2749,6218,1967,1713,453
NHANES_ARTHRITIS,NHANES_URXMOH,URXMOH,2011-2012,2594,2489,5560,1775,1519,385
NHANES_ARTHRITIS,NHANES_URXMOH,URXMOH,2013-2014,2777,2685,5769,1863,1635,423
NHANES_ARTHRITIS,NHANES_URXMOH,URXMOH,2015-2016,3205,2975,5719,1751,1505,378
NHANES_ARTHRITIS,NHANES_URXMOH,URXMOH,2017-2018,2986,2762,5569,1765,1453,424
NHANES_ARTHRITIS,NHANES_URXMZP,URXMZP,1999-2000,2648,2541,4880,1521,1258,288
NHANES_ARTHRITIS,NHANES_URXMZP,URXMZP,2001-2002,2901,2782,5411,1713,1480,330
NHANES_ARTHRITIS,NHANES_URXMZP,URXMZP,2003-2004,2697,2605,5041,1585,1405,372
NHANES_ARTHRITIS,NHANES_URXMZP,URXMZP,2005-2006,2638,2548,4979,1543,1389,342
NHANES_ARTHRITIS,NHANES_URXMZP,URXMZP,2007-2008,2718,2604,5935,1900,1634,474
NHANES_ARTHRITIS,NHANES_URXMZP,URXMZP,2009-2010,2819,2749,6218,1967,1713,453
NHANES_ARTHRITIS,NHANES_URXMZP,URXMZP,2011-2012,2594,2489,5560,1775,1519,385
NHANES_ARTHRITIS,NHANES_URXMZP,URXMZP,2013-2014,2777,2685,5769,1863,1635,423
NHANES_ARTHRITIS,NHANES_URXMZP,URXMZP,2015-2016,3205,2975,5719,1751,1505,378
NHANES_ARTHRITIS,NHANES_URXMZP,URXMZP,2017-2018,2986,2762,5569,1765,1453,424
NHANES_ARTHRITIS,NHANES_URXP02,URXP02,2001-2002,2901,2748,5411,1713,1463,326
NHANES_ARTHRITIS,NHANES_URXP02,URXP02,2003-2004,2697,2575,5041,1585,1390,365
NHANES_ARTHRITIS,NHANES_URXP02,URXP02,2005-2006,2638,2446,4979,1543,1333,329
NHANES_ARTHRITIS,NHANES_URXP02,URXP02,2007-2008,2718,2531,5935,1900,1594,458
NHANES_ARTHRITIS,NHANES_URXP02,URXP02,2009-2010,2819,2747,6218,1967,1709,451
NHANES_ARTHRITIS,NHANES_URXP02,URXP02,2011-2012,2594,2492,5560,1775,1520,386
NHANES_ARTHRITIS,NHANES_URXP02,URXP02,2013-2014,2755,2641,5769,1858,1645,405
NHANES_ARTHRITIS,NHANES_URXP02,URXP02,2015-2016,3279,2986,5719,1861,1543,369
NHANES_ARTHRITIS,NHANES_URXP04,URXP04,2001-2002,2901,2745,5411,1713,1462,325
NHANES_ARTHRITIS,NHANES_URXP04,URXP04,2003-2004,2697,2521,5041,1585,1354,349
NHANES_ARTHRITIS,NHANES_URXP04,URXP04,2005-2006,2638,2431,4979,1543,1328,330
NHANES_ARTHRITIS,NHANES_URXP04,URXP04,2007-2008,2718,2582,5935,1900,1627,472
NHANES_ARTHRITIS,NHANES_URXP04,URXP04,2009-2010,2819,2747,6218,1967,1709,451
NHANES_ARTHRITIS,NHANES_URXP04,URXP04,2011-2012,2594,2492,5560,1775,1520,386
NHANES_ARTHRITIS,NHANES_URXP04,URXP04,2013-2014,2755,2650,5769,1858,1654,411
NHANES_ARTHRITIS,NHANES_URXP04,URXP04,2015-2016,3279,3037,5719,1861,1585,396
NHANES_ARTHRITIS,NHANES_URXP04,URXP04,2017-2018,2979,2774,5569,1757,1444,434
NHANES_ARTHRITIS,NHANES_URXP10,URXP10,2001-2002,2901,2747,5411,1713,1461,325
NHANES_ARTHRITIS,NHANES_URXP10,URXP10,2003-2004,2697,2515,5041,1585,1354,354
NHANES_ARTHRITIS,NHANES_URXP10,URXP10,2005-2006,2638,2415,4979,1543,1316,329
NHANES_ARTHRITIS,NHANES_URXP10,URXP10,2007-2008,2718,2581,5935,1900,1617,469
NHANES_ARTHRITIS,NHANES_URXP10,URXP10,2009-2010,2819,2746,6218,1967,1709,451
NHANES_ARTHRITIS,NHANES_URXP10,URXP10,2011-2012,2594,2487,5560,1775,1517,385
NHANES_ARTHRITIS,NHANES_URXP10,URXP10,2013-2014,2755,2650,5769,1858,1654,411
NHANES_ARTHRITIS,NHANES_URXP10,URXP10,2015-2016,3279,3036,5719,1861,1584,396
NHANES_ARTHRITIS,NHANES_URXP10,URXP10,2017-2018,2979,2775,5569,1757,1445,435
NHANES_ARTHRITIS,NHANES_URXP25,URXP25,2013-2014,2755,2650,5769,1858,1654,411
NHANES_ARTHRITIS,NHANES_URXP25,URXP25,2015-2016,3279,3035,5719,1861,1586,397
NHANES_ARTHRITIS,NHANES_URXP25,URXP25,2017-2018,2979,2774,5569,1757,1445,436
NHANES_ARTHRITIS,NHANES_URXUBA,URXUBA,1999-2000,2547,2180,4880,1448,1061,270
NHANES_ARTHRITIS,NHANES_URXUBA,URXUBA,2001-2002,2804,2690,5411,1621,1382,336
NHANES_ARTHRITIS,NHANES_URXUBA,URXUBA,2003-2004,2673,2558,5041,1611,1440,394
NHANES_ARTHRITIS,NHANES_URXUBA,URXUBA,2005-2006,2692,2576,4979,1593,1430,339
NHANES_ARTHRITIS,NHANES_URXUBA,URXUBA,2007-2008,2720,2627,5935,1920,1668,507
NHANES_ARTHRITIS,NHANES_URXUBA,URXUBA,2009-2010,2941,2848,6218,2073,1810,481
NHANES_ARTHRITIS,NHANES_URXUBA,URXUBA,2011-2012,2594,2504,5560,1775,1526,388
NHANES_ARTHRITIS,NHANES_URXUBA,URXUBA,2013-2014,2755,2664,5769,1858,1663,413
NHANES_ARTHRITIS,NHANES_URXUBA,URXUBA,2015-2016,3279,3061,5719,1861,1588,397
NHANES_ARTHRITIS,NHANES_URXUBA,URXUBA,2017-2018,2979,2808,5569,1757,1451,439
NHANES_ARTHRITIS,NHANES_URXUCD,URXUCD,2003-2004,2673,2543,5041,1611,1429,391
NHANES_ARTHRITIS,NHANES_URXUCD,URXUCD,2005-2006,2692,2576,4979,1593,1430,339
NHANES_ARTHRITIS,NHANES_URXUCD,URXUCD,2007-2008,2720,2627,5935,1920,1668,507
NHANES_ARTHRITIS,NHANES_URXUCD,URXUCD,2009-2010,2941,2848,6218,2073,1810,481
NHANES_ARTHRITIS,NHANES_URXUCD,URXUCD,2011-2012,2594,2504,5560,1775,1526,388
NHANES_ARTHRITIS,NHANES_URXUCD,URXUCD,2013-2014,2755,2664,5769,1858,1663,413
NHANES_ARTHRITIS,NHANES_URXUCD,URXUCD,2015-2016,3279,3061,5719,1861,1588,397
NHANES_ARTHRITIS,NHANES_URXUCD,URXUCD,2017-2018,2979,2808,5569,1757,1451,439
NHANES_ARTHRITIS,NHANES_URXUCO,URXUCO,1999-2000,2547,2465,4880,1448,1183,300
NHANES_ARTHRITIS,NHANES_URXUCO,URXUCO,2001-2002,2804,2690,5411,1621,1382,336
NHANES_ARTHRITIS,NHANES_URXUCO,URXUCO,2003-2004,2673,2558,5041,1611,1440,394
NHANES_ARTHRITIS,NHANES_URXUCO,URXUCO,2005-2006,2692,2576,4979,1593,1430,339
