disease_id,disease_name,randomization_order,test_id,biomarker,variable,matrix,exposure_axis,frozen_cycle_list,frozen_weight,source_registry_status,source_registry_n,source_cycles_read,status,N,beta,SE,OR,CI_low,CI_high,P,design_df,PSU_N,strata_N,message,case_N,control_N,model_specification,weight_rule,merge_N,analytic_n,analytic_cases,analytic_controls,BH_FDR,FDR_supported,fdr_denominator
NHANES_HIGH_CHOLESTEROL,Ever told of high blood cholesterol,6,NHANES_LBXPFDE,LBXPFDE,LBXPFDE,serum_or_blood,PFAS exposure axis,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR;WTSC2YR,ok,18236,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,9994,0.07622008856498337,0.026810515322263116,1.0792000676157394,1.0234247167213315,1.1380151044944382,0.005229369713005239,124,244,120,Newton-IRLS converged,3893,6101,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR,analyte-specific laboratory/subsample weight / 8 included cycles,14264,9994,3893,6101,0.037912930419287984,True,29
NHANES_HIGH_CHOLESTEROL,Ever told of high blood cholesterol,6,NHANES_LBXPFHS,LBXPFHS,LBXPFHS,serum_or_blood,PFAS exposure axis,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR;WTSC2YR,ok,18236,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,9994,0.047521238849079654,0.023079204953641914,1.0486684733962066,1.0018427231086595,1.0976828415570146,0.04158317195529042,124,244,120,Newton-IRLS converged,3893,6101,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR,analyte-specific laboratory/subsample weight / 8 included cycles,14264,9994,3893,6101,0.13567164520440436,False,29
NHANES_HIGH_CHOLESTEROL,Ever told of high blood cholesterol,6,NHANES_LBXPFNA,LBXPFNA,LBXPFNA,serum_or_blood,PFAS exposure axis,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR;WTSC2YR,ok,18236,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,9994,0.11387499830710505,0.02831153477704296,1.1206120377269753,1.0595439084186387,1.1851999045257438,9.951387027831973e-05,124,244,120,Newton-IRLS converged,3893,6101,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR,analyte-specific laboratory/subsample weight / 8 included cycles,14264,9994,3893,6101,0.001442951119035636,True,29
NHANES_HIGH_CHOLESTEROL,Ever told of high blood cholesterol,6,NHANES_URXBPH,URXBPH,URXBPH,urine,bisphenol exposure axis,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,WTSA2YR;WTSB2YR;WTSC2YR,ok,13381,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,ok,5788,0.008139795775712206,0.02944541223975093,1.0081730139819827,0.9507826122032642,1.069027570630646,0.7829345216693563,79,154,75,Newton-IRLS converged,2394,3394,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR + log2(creatinine),analyte-specific laboratory/subsample weight / 5 included cycles,8731,5788,2394,3394,0.9460458803504722,False,29
NHANES_HIGH_CHOLESTEROL,Ever told of high blood cholesterol,6,NHANES_URXCOP,URXCOP,URXCOP,urine,DINP-related exposure axis,2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR,ok,19737,2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,9400,0.011692116234815966,0.017897690613569113,1.0117607362026078,0.9765000038696386,1.0482947089244459,0.5149545720796195,109,214,105,Newton-IRLS converged,3544,5856,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR + log2(creatinine),analyte-specific laboratory/subsample weight / 7 included cycles,12564,9400,3544,5856,0.7859832942267877,False,29
NHANES_HIGH_CHOLESTEROL,Ever told of high blood cholesterol,6,NHANES_URXECP,URXECP,URXECP,urine,DEHP-related exposure axis;phthalate exposure axis,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR,ok,22434,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,10321,0.049816511571446315,0.020846351107685,1.051078217990583,1.0085924482968989,1.095353650723598,0.018368228098037818,124,244,120,Newton-IRLS converged,3951,6370,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR + log2(creatinine),analyte-specific laboratory/subsample weight / 8 included cycles,14149,10321,3951,6370,0.08877976914051612,False,29
NHANES_HIGH_CHOLESTEROL,Ever told of high blood cholesterol,6,NHANES_URXMBP,URXMBP,URXMBP,urine,phthalate exposure axis,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR;WTSPH2YR;WTSPH4YR,ok,27983,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,12093,0.029387292371639215,0.021292112517125483,1.029823359982184,0.987402818294598,1.0740663618893753,0.16953956705715725,153,301,148,Newton-IRLS converged,4605,7488,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR + log2(creatinine),analyte-specific laboratory/subsample weight / 10 included cycles,17383,12093,4605,7488,0.35118910318982577,False,29
NHANES_HIGH_CHOLESTEROL,Ever told of high blood cholesterol,6,NHANES_URXMEP,URXMEP,URXMEP,urine,phthalate exposure axis,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR;WTSPH2YR;WTSPH4YR,ok,27983,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,12089,0.025811823241808928,0.01462718985105916,1.026147833131439,0.9969192439344017,1.0562333728103204,0.07961851604324206,153,301,148,Newton-IRLS converged,4604,7485,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR + log2(creatinine),analyte-specific laboratory/subsample weight / 10 included cycles,17383,12089,4604,7485,0.20990336047763816,False,29
NHANES_HIGH_CHOLESTEROL,Ever told of high blood cholesterol,6,NHANES_URXMHH,URXMHH,URXMHH,urine,DEHP-related exposure axis,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR;WTSPH2YR,ok,25335,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,11288,0.04628118882885854,0.01820266964891019,1.0473688779827608,1.010344413179448,1.0857501187290988,0.012100155399320568,139,274,135,Newton-IRLS converged,4298,6990,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR + log2(creatinine),analyte-specific laboratory/subsample weight / 9 included cycles,15862,11288,4298,6990,0.0701809013160593,False,29
NHANES_HIGH_CHOLESTEROL,Ever told of high blood cholesterol,6,NHANES_URXMHP,URXMHP,URXMHP,urine,DEHP-related exposure axis,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR;WTSPH2YR;WTSPH4YR,ok,27983,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,12093,0.0004836458223934329,0.020114427990892213,1.0004837627978918,0.961506240775439,1.041041354879781,0.9808482673966152,153,301,148,Newton-IRLS converged,4605,7488,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR + log2(creatinine),analyte-specific laboratory/subsample weight / 10 included cycles,17383,12093,4605,7488,0.9808482673966152,False,29
