disease_id,disease_name,randomization_order,test_id,biomarker,variable,matrix,exposure_axis,frozen_cycle_list,frozen_weight,source_registry_status,source_registry_n,source_cycles_read,status,N,beta,SE,OR,CI_low,CI_high,P,design_df,PSU_N,strata_N,message,case_N,control_N,model_specification,weight_rule,merge_N,analytic_n,analytic_cases,analytic_controls,BH_FDR,FDR_supported,fdr_denominator
NHANES_HIGH_BLOOD_PRESSURE,Ever told of hypertension/high blood pressure,13,NHANES_LBXPFDE,LBXPFDE,LBXPFDE,serum_or_blood,PFAS exposure axis,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR;WTSC2YR,ok,18236,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,11774,-0.03656882864786569,0.028117365397416827,0.9640917344821329,0.911903623106479,1.0192665638616911,0.19581483639554562,124,244,120,Newton-IRLS converged,4170,7604,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR,analyte-specific laboratory/subsample weight / 8 included cycles,14264,11774,4170,7604,0.37857535036472156,False,29
NHANES_HIGH_BLOOD_PRESSURE,Ever told of hypertension/high blood pressure,13,NHANES_LBXPFHS,LBXPFHS,LBXPFHS,serum_or_blood,PFAS exposure axis,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR;WTSC2YR,ok,18236,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,11774,-0.002529203199202933,0.023862618590303013,0.9974739925404158,0.9514577377261865,1.0457157752190656,0.9157614184821219,124,244,120,Newton-IRLS converged,4170,7604,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR,analyte-specific laboratory/subsample weight / 8 included cycles,14264,11774,4170,7604,0.9249225855959367,False,29
NHANES_HIGH_BLOOD_PRESSURE,Ever told of hypertension/high blood pressure,13,NHANES_LBXPFNA,LBXPFNA,LBXPFNA,serum_or_blood,PFAS exposure axis,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR;WTSC2YR,ok,18236,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,11774,0.006705256173213697,0.029801071964092755,1.0067277867329618,0.949063649052724,1.0678955385045457,0.8223492548881068,124,244,120,Newton-IRLS converged,4170,7604,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR,analyte-specific laboratory/subsample weight / 8 included cycles,14264,11774,4170,7604,0.9249225855959367,False,29
NHANES_HIGH_BLOOD_PRESSURE,Ever told of hypertension/high blood pressure,13,NHANES_URXBPH,URXBPH,URXBPH,urine,bisphenol exposure axis,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,WTSA2YR;WTSB2YR;WTSC2YR,ok,13381,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,ok,7636,0.010675439031162921,0.02497964796226639,1.0107326248438075,0.9617071365683864,1.0622573131451531,0.6702757669347704,79,154,75,Newton-IRLS converged,2651,4985,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR + log2(creatinine),analyte-specific laboratory/subsample weight / 5 included cycles,8731,7636,2651,4985,0.9097452378264215,False,29
NHANES_HIGH_BLOOD_PRESSURE,Ever told of hypertension/high blood pressure,13,NHANES_URXCOP,URXCOP,URXCOP,urine,DINP-related exposure axis,2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR,ok,19737,2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,10861,0.016309400868744054,0.016972962672192657,1.016443125145571,0.9828188492853062,1.0512177573791894,0.3387268059116421,109,214,105,Newton-IRLS converged,3866,6995,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR + log2(creatinine),analyte-specific laboratory/subsample weight / 7 included cycles,12564,10861,3866,6995,0.613736216683509,False,29
NHANES_HIGH_BLOOD_PRESSURE,Ever told of hypertension/high blood pressure,13,NHANES_URXECP,URXECP,URXECP,urine,DEHP-related exposure axis;phthalate exposure axis,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR,ok,22434,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,12256,0.035303106155119855,0.021225766181493518,1.0359336590854522,0.993313821819191,1.0803821737431907,0.09879403367102878,124,244,120,Newton-IRLS converged,4313,7943,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR + log2(creatinine),analyte-specific laboratory/subsample weight / 8 included cycles,14149,12256,4313,7943,0.28650269764598346,False,29
NHANES_HIGH_BLOOD_PRESSURE,Ever told of hypertension/high blood pressure,13,NHANES_URXMBP,URXMBP,URXMBP,urine,phthalate exposure axis,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR;WTSPH2YR;WTSPH4YR,ok,27983,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,14973,0.003983418972125724,0.02047224303749996,1.0039913633305462,0.9641953630879431,1.0454298954665173,0.8459825659907008,153,301,148,Newton-IRLS converged,5083,9890,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR + log2(creatinine),analyte-specific laboratory/subsample weight / 10 included cycles,17383,14973,5083,9890,0.9249225855959367,False,29
NHANES_HIGH_BLOOD_PRESSURE,Ever told of hypertension/high blood pressure,13,NHANES_URXMEP,URXMEP,URXMEP,urine,phthalate exposure axis,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR;WTSPH2YR;WTSPH4YR,ok,27983,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,14969,0.0068501515074785215,0.01326952593046604,1.0068736674605974,0.9808213016328678,1.033618030662458,0.6064377903962868,153,301,148,Newton-IRLS converged,5082,9887,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR + log2(creatinine),analyte-specific laboratory/subsample weight / 10 included cycles,17383,14969,5082,9887,0.8793347960746157,False,29
NHANES_HIGH_BLOOD_PRESSURE,Ever told of hypertension/high blood pressure,13,NHANES_URXMHH,URXMHH,URXMHH,urine,DEHP-related exposure axis,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR;WTSPH2YR,ok,25335,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,13721,0.012571794076745581,0.018637396195695644,1.0126511512853695,0.9760146811464929,1.0506628373612237,0.5010841739431986,139,274,135,Newton-IRLS converged,4704,9017,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR + log2(creatinine),analyte-specific laboratory/subsample weight / 9 included cycles,15862,13721,4704,9017,0.785499440913056,False,29
NHANES_HIGH_BLOOD_PRESSURE,Ever told of hypertension/high blood pressure,13,NHANES_URXMHP,URXMHP,URXMHP,urine,DEHP-related exposure axis,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR;WTSPH2YR;WTSPH4YR,ok,27983,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,14973,-0.028606812965745704,0.015898334821252018,0.9717984879237077,0.9417500217983718,1.0028057119949805,0.07393260950387102,153,301,148,Newton-IRLS converged,5083,9890,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR + log2(creatinine),analyte-specific laboratory/subsample weight / 10 included cycles,17383,14973,5083,9890,0.26800570945153246,False,29
