disease_id,test_id,variable,cycle,data_file,weight_variable,weight_multiplier,local_xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMOH,URXMOH,2015-2016,PHTHTE_I.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2015-2016_PHTHTE_I.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMOH,URXMOH,2017-2018,PHTHTE_J.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2017-2018_PHTHTE_J.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMZP,URXMZP,1999-2000,PHPYPA.xpt,WTSPH4YR,2.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\1999-2000_PHPYPA.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMZP,URXMZP,2001-2002,PHPYPA_B.xpt,WTSPH2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_PHPYPA_B.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMZP,URXMZP,2003-2004,L24PH_C.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2003-2004_L24PH_C.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMZP,URXMZP,2005-2006,PHTHTE_D.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2005-2006_PHTHTE_D.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMZP,URXMZP,2007-2008,PHTHTE_E.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2007-2008_PHTHTE_E.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMZP,URXMZP,2009-2010,PHTHTE_F.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2009-2010_PHTHTE_F.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMZP,URXMZP,2011-2012,PHTHTE_G.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2011-2012_PHTHTE_G.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMZP,URXMZP,2013-2014,PHTHTE_H.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2013-2014_PHTHTE_H.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMZP,URXMZP,2015-2016,PHTHTE_I.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2015-2016_PHTHTE_I.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMZP,URXMZP,2017-2018,PHTHTE_J.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2017-2018_PHTHTE_J.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXP02,URXP02,2001-2002,PHPYPA_B.xpt,WTSPH2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_PHPYPA_B.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXP02,URXP02,2003-2004,L31PAH_C.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2003-2004_L31PAH_C.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXP02,URXP02,2005-2006,PAH_D.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2005-2006_PAH_D.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXP02,URXP02,2007-2008,PAH_E.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2007-2008_PAH_E.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXP02,URXP02,2009-2010,PAH_F.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2009-2010_PAH_F.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXP02,URXP02,2011-2012,PAH_G.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2011-2012_PAH_G.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXP02,URXP02,2013-2014,PAH_H.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2013-2014_PAH_H.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXP02,URXP02,2015-2016,PAH_I.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2015-2016_PAH_I.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXP04,URXP04,2001-2002,PHPYPA_B.xpt,WTSPH2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_PHPYPA_B.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXP04,URXP04,2003-2004,L31PAH_C.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2003-2004_L31PAH_C.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXP04,URXP04,2005-2006,PAH_D.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2005-2006_PAH_D.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXP04,URXP04,2007-2008,PAH_E.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2007-2008_PAH_E.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXP04,URXP04,2009-2010,PAH_F.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2009-2010_PAH_F.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXP04,URXP04,2011-2012,PAH_G.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2011-2012_PAH_G.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXP04,URXP04,2013-2014,PAH_H.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2013-2014_PAH_H.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXP04,URXP04,2015-2016,PAH_I.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2015-2016_PAH_I.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXP04,URXP04,2017-2018,PAH_J.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2017-2018_PAH_J.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXP10,URXP10,2001-2002,PHPYPA_B.xpt,WTSPH2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_PHPYPA_B.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXP10,URXP10,2003-2004,L31PAH_C.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2003-2004_L31PAH_C.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXP10,URXP10,2005-2006,PAH_D.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2005-2006_PAH_D.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXP10,URXP10,2007-2008,PAH_E.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2007-2008_PAH_E.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXP10,URXP10,2009-2010,PAH_F.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2009-2010_PAH_F.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXP10,URXP10,2011-2012,PAH_G.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2011-2012_PAH_G.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXP10,URXP10,2013-2014,PAH_H.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2013-2014_PAH_H.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXP10,URXP10,2015-2016,PAH_I.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2015-2016_PAH_I.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXP10,URXP10,2017-2018,PAH_J.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2017-2018_PAH_J.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXP25,URXP25,2013-2014,PAH_H.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2013-2014_PAH_H.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXP25,URXP25,2015-2016,PAH_I.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2015-2016_PAH_I.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXP25,URXP25,2017-2018,PAH_J.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2017-2018_PAH_J.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUBA,URXUBA,1999-2000,LAB06HM.xpt,WTSHM2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\1999-2000_LAB06HM.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUBA,URXUBA,2001-2002,L06HM_B.xpt,WTSHM2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L06HM_B.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUBA,URXUBA,2003-2004,L06HM_C.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2003-2004_L06HM_C.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUBA,URXUBA,2005-2006,UHM_D.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2005-2006_UHM_D.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUBA,URXUBA,2007-2008,UHM_E.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2007-2008_UHM_E.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUBA,URXUBA,2009-2010,UHM_F.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2009-2010_UHM_F.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUBA,URXUBA,2011-2012,UHM_G.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2011-2012_UHM_G.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUBA,URXUBA,2013-2014,UM_H.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2013-2014_UM_H.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUBA,URXUBA,2015-2016,UM_I.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2015-2016_UM_I.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUBA,URXUBA,2017-2018,UM_J.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2017-2018_UM_J.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUCD,URXUCD,2003-2004,L06HM_C.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2003-2004_L06HM_C.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUCD,URXUCD,2005-2006,UHM_D.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2005-2006_UHM_D.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUCD,URXUCD,2007-2008,UHM_E.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2007-2008_UHM_E.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUCD,URXUCD,2009-2010,UHM_F.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2009-2010_UHM_F.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUCD,URXUCD,2011-2012,UHM_G.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2011-2012_UHM_G.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUCD,URXUCD,2013-2014,UM_H.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2013-2014_UM_H.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUCD,URXUCD,2015-2016,UM_I.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2015-2016_UM_I.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUCD,URXUCD,2017-2018,UM_J.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2017-2018_UM_J.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUCO,URXUCO,1999-2000,LAB06HM.xpt,WTSHM2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\1999-2000_LAB06HM.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUCO,URXUCO,2001-2002,L06HM_B.xpt,WTSHM2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L06HM_B.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUCO,URXUCO,2003-2004,L06HM_C.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2003-2004_L06HM_C.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUCO,URXUCO,2005-2006,UHM_D.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2005-2006_UHM_D.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUCO,URXUCO,2007-2008,UHM_E.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2007-2008_UHM_E.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUCO,URXUCO,2009-2010,UHM_F.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2009-2010_UHM_F.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUCO,URXUCO,2011-2012,UHM_G.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2011-2012_UHM_G.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUCO,URXUCO,2013-2014,UM_H.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2013-2014_UM_H.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUCO,URXUCO,2015-2016,UM_I.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2015-2016_UM_I.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUCO,URXUCO,2017-2018,UM_J.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2017-2018_UM_J.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUCS,URXUCS,1999-2000,LAB06HM.xpt,WTSHM2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\1999-2000_LAB06HM.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUCS,URXUCS,2001-2002,L06HM_B.xpt,WTSHM2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L06HM_B.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUCS,URXUCS,2003-2004,L06HM_C.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2003-2004_L06HM_C.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUCS,URXUCS,2005-2006,UHM_D.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2005-2006_UHM_D.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUCS,URXUCS,2007-2008,UHM_E.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2007-2008_UHM_E.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUCS,URXUCS,2009-2010,UHM_F.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2009-2010_UHM_F.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUCS,URXUCS,2011-2012,UHM_G.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2011-2012_UHM_G.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUCS,URXUCS,2013-2014,UM_H.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2013-2014_UM_H.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUCS,URXUCS,2015-2016,UM_I.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2015-2016_UM_I.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUCS,URXUCS,2017-2018,UM_J.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2017-2018_UM_J.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUMO,URXUMO,1999-2000,LAB06HM.xpt,WTSHM2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\1999-2000_LAB06HM.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUMO,URXUMO,2001-2002,L06HM_B.xpt,WTSHM2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L06HM_B.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUMO,URXUMO,2003-2004,L06HM_C.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2003-2004_L06HM_C.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUMO,URXUMO,2005-2006,UHM_D.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2005-2006_UHM_D.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUMO,URXUMO,2007-2008,UHM_E.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2007-2008_UHM_E.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUMO,URXUMO,2009-2010,UHM_F.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2009-2010_UHM_F.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUMO,URXUMO,2011-2012,UHM_G.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2011-2012_UHM_G.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUMO,URXUMO,2013-2014,UM_H.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2013-2014_UM_H.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUMO,URXUMO,2015-2016,UM_I.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2015-2016_UM_I.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUMO,URXUMO,2017-2018,UM_J.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2017-2018_UM_J.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUPB,URXUPB,1999-2000,LAB06HM.xpt,WTSHM2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\1999-2000_LAB06HM.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUPB,URXUPB,2001-2002,L06HM_B.xpt,WTSHM2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L06HM_B.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUPB,URXUPB,2003-2004,L06HM_C.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2003-2004_L06HM_C.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUPB,URXUPB,2005-2006,UHM_D.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2005-2006_UHM_D.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUPB,URXUPB,2007-2008,UHM_E.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2007-2008_UHM_E.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUPB,URXUPB,2009-2010,UHM_F.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2009-2010_UHM_F.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUPB,URXUPB,2011-2012,UHM_G.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2011-2012_UHM_G.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUPB,URXUPB,2013-2014,UM_H.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2013-2014_UM_H.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUPB,URXUPB,2015-2016,UM_I.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2015-2016_UM_I.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUPB,URXUPB,2017-2018,UM_J.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2017-2018_UM_J.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUSB,URXUSB,1999-2000,LAB06HM.xpt,WTSHM2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\1999-2000_LAB06HM.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUSB,URXUSB,2001-2002,L06HM_B.xpt,WTSHM2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L06HM_B.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUSB,URXUSB,2003-2004,L06HM_C.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2003-2004_L06HM_C.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUSB,URXUSB,2005-2006,UHM_D.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2005-2006_UHM_D.xpt
