dataset_version_id,role,cell_type_original,cell_class,gene_symbol,available_in_dataset,expression_transform,n_cells,n_male_cells,n_female_cells,n_male_donors,n_female_donors,male_mean_expression,female_mean_expression,female_minus_male_beta,se,raw_p,test_status,male_detection_fraction,female_detection_fraction,FDR,fdr_family,fdr_denominator,logFC_or_effect,direction,analysis_method
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,B cell,immune,JUN,True,X as supplied (treated as already normalized/log-scaled),899,0,899,0,2,nan,0.6464297484898194,nan,nan,1.0,insufficient_donors,nan,0.15795328142380421,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,CFB,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,CFTR,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,CGAS,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.015016646220766264,nan,nan,1.0,insufficient_donors,nan,0.009708737864077669,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,CHI3L1,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.03527555771714426,nan,nan,1.0,insufficient_donors,nan,0.006472491909385114,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,CHRM1,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,CKB,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.1143933845491245,nan,nan,1.0,insufficient_donors,nan,0.032362459546925564,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,CKS1B,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.13981929635522009,nan,nan,1.0,insufficient_donors,nan,0.038834951456310676,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,CLCA1,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,CLCNKB,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,CLDN1,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.11485059847662732,nan,nan,1.0,insufficient_donors,nan,0.016181229773462782,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,CLDN2,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,CLDN3,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.0629190486281311,nan,nan,1.0,insufficient_donors,nan,0.012944983818770227,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,CLDN4,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.12700086001349592,nan,nan,1.0,insufficient_donors,nan,0.03559870550161812,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,CLU,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.29744048993249506,nan,nan,1.0,insufficient_donors,nan,0.0970873786407767,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,COL18A1,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.009015098842167764,nan,nan,1.0,insufficient_donors,nan,0.006472491909385114,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,COL1A1,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.03243525768719414,nan,nan,1.0,insufficient_donors,nan,0.006472491909385114,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,COL1A2,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.003593141548478284,nan,nan,1.0,insufficient_donors,nan,0.003236245954692557,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,COL5A1,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,COL5A2,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,COMT,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.07491561203795374,nan,nan,1.0,insufficient_donors,nan,0.042071197411003236,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,CPN1,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,CREB1,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.0651362102721386,nan,nan,1.0,insufficient_donors,nan,0.02912621359223301,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,CRHR2,False,,,,,0,0,,,,,,gene_unavailable,,,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,CXCL1,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.009652473460668805,nan,nan,1.0,insufficient_donors,nan,0.006472491909385114,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,CXCL10,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.12903338876263848,nan,nan,1.0,insufficient_donors,nan,0.06472491909385113,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,CXCL14,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.00554709050847196,nan,nan,1.0,insufficient_donors,nan,0.003236245954692557,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,CXCL2,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.5990909070090544,nan,nan,1.0,insufficient_donors,nan,0.20064724919093851,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,CXCL8,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,2.4077483593446996,nan,nan,1.0,insufficient_donors,nan,0.517799352750809,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,CXCR6,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.02652795861164729,nan,nan,1.0,insufficient_donors,nan,0.003236245954692557,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,CYCS,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,1.3806075696829865,nan,nan,1.0,insufficient_donors,nan,0.48220064724919093,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,CYP1A1,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,CYP1A2,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,CYP1B1,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.02808995128134658,nan,nan,1.0,insufficient_donors,nan,0.019417475728155338,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,CYP2A6,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,CYP2B6,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,CYP2C19,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,CYP2C8,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,CYP2C9,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,CYP2D6,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,CYP2E1,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,CYP3A4,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,CYP3A5,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,CYP3A7,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,DDIT4,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.5039306769568573,nan,nan,1.0,insufficient_donors,nan,0.19093851132686085,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,DES,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,DIO3,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,DNMT1,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.09168929815063988,nan,nan,1.0,insufficient_donors,nan,0.032362459546925564,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,DRD1,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,DRD2,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,DRD3,False,,,,,0,0,,,,,,gene_unavailable,,,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,DUSP1,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,1.009559960329327,nan,nan,1.0,insufficient_donors,nan,0.35275080906148865,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,EDN1,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,EDN2,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,EGFR,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,EIF4E,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.6091559197025738,nan,nan,1.0,insufficient_donors,nan,0.14563106796116504,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,ELN,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.004538891872683704,nan,nan,1.0,insufficient_donors,nan,0.003236245954692557,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,ENC1,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.028583786468167872,nan,nan,1.0,insufficient_donors,nan,0.006472491909385114,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,ENO1,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.8142050476566356,nan,nan,1.0,insufficient_donors,nan,0.343042071197411,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,EPAS1,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.0511066867930679,nan,nan,1.0,insufficient_donors,nan,0.032362459546925564,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,EPHX1,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.026012363533178966,nan,nan,1.0,insufficient_donors,nan,0.003236245954692557,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,EPHX2,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.004856013703620297,nan,nan,1.0,insufficient_donors,nan,0.003236245954692557,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,ERAP1,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.06839751355150193,nan,nan,1.0,insufficient_donors,nan,0.019417475728155338,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,ERG,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.029783216615517933,nan,nan,1.0,insufficient_donors,nan,0.003236245954692557,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,ERRFI1,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.09635130801305916,nan,nan,1.0,insufficient_donors,nan,0.032362459546925564,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,ESRRA,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.037841997127194965,nan,nan,1.0,insufficient_donors,nan,0.006472491909385114,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,EZR,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.8847897430717717,nan,nan,1.0,insufficient_donors,nan,0.3300970873786408,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,F3,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.062226396353765465,nan,nan,1.0,insufficient_donors,nan,0.009708737864077669,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,FASN,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.0027174102392233195,nan,nan,1.0,insufficient_donors,nan,0.003236245954692557,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,FBP1,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.014659479203352069,nan,nan,1.0,insufficient_donors,nan,0.009708737864077669,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,FEN1,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.006824390641574202,nan,nan,1.0,insufficient_donors,nan,0.006472491909385114,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,FETUB,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,FGF22,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,FGF7,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,FGL1,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,FKBP5,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.06194245515541098,nan,nan,1.0,insufficient_donors,nan,0.025889967637540454,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test
