dataset_version_id,role,cell_type_original,cell_class,branch_class,module_id,module_size,module_genes_total,module_genes_found,module_gene_coverage,module_genes_found_list,n_male_donors,n_female_donors,male_mean_activity,female_mean_activity,female_minus_male_activity,se,raw_p,test_status,activity_definition,FDR,fdr_family,fdr_denominator,direction
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,hypertension-branch,HYP_M038,1,1,1,1.0,LGALS1,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,hypertension-branch,HYP_M039,1,1,1,1.0,MFSD2A,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,hypertension-branch,HYP_M040,1,1,1,1.0,MLPH,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,hypertension-branch,HYP_M041,1,1,1,1.0,MSRA,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,hypertension-branch,HYP_M042,1,1,1,1.0,NDUFAF4,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,hypertension-branch,HYP_M043,1,1,1,1.0,NFIC,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,hypertension-branch,HYP_M044,1,1,1,1.0,NKD1,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,hypertension-branch,HYP_M045,1,1,1,1.0,OLFML3,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,hypertension-branch,HYP_M046,1,1,1,1.0,PPP5C,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,hypertension-branch,HYP_M047,1,1,1,1.0,PRRX2,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,hypertension-branch,HYP_M048,1,1,1,1.0,SEC14L3,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,hypertension-branch,HYP_M049,1,1,1,1.0,SEMA7A,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,hypertension-branch,HYP_M050,1,1,1,1.0,SFRP1,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,hypertension-branch,HYP_M051,1,1,1,1.0,SLC22A2,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,hypertension-branch,HYP_M052,1,1,1,1.0,SLC4A7,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,hypertension-branch,HYP_M053,1,1,1,1.0,SLPI,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,hypertension-branch,HYP_M054,1,1,1,1.0,STK33,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,hypertension-branch,HYP_M055,1,1,1,1.0,SYNPO2L,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,hypertension-branch,HYP_M057,1,1,1,1.0,TFF2,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,hypertension-branch,HYP_M058,1,1,1,1.0,TNC,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,hypertension-branch,HYP_M059,1,1,1,1.0,TOR2A,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,hypertension-branch,HYP_M060,1,1,1,1.0,TRIM54,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,hypertension-branch,HYP_M061,1,1,1,1.0,VAT1,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,shared-core,SHA_M001,60,60,60,1.0,ABL1;AKT1;AR;ATM;AURKA;BAX;BCL2;BCL2L1;BCL2L11;BIRC5;BRCA1;CASP3;CASP7;CASP9;CCNA2;CCNB2;CCND1;CDKN1A;CDKN1B;CKS1B;CREB1;CYCS;CYP19A1;EPAS1;ESR1;ESR2;ESRRA;FKBP5;FOS;GDF15;GFER;HDAC3;HIF1A;JUN;KMT2A;LMNA;LRG1;MAPK1;MCL1;MDM2;MDM4;MEN1;MITF;MYC;NCOA3;NR1H4;NR3C1;PGR;PIN1;PKM;PPARG;RAF1;SMAD2;SOX2;SPHK1;THRB;TNFRSF10B;TP53;VDR;WRN,0,2,nan,-5.204170427930421e-17,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,shared-core,SHA_M002,42,42,41,0.9761904761904762,ACTA1;ADAM17;ALB;ALPL;CASP1;CCL2;CGAS;CHI3L1;COL1A1;CXCL10;CXCL8;CXCR6;EDN1;ELN;FGF7;HMGB1;IFNG;IGF1;IGFBP3;IL1B;IL4;MMP14;MMP9;NFKB1;NGF;NLRP3;NOD2;PAPPA;PF4;PGF;PLAT;PPARA;PRTN3;RORC;S100A6;S100A8;SERPINE1;TIMP1;TIMP3;TNF;TNNI3,0,2,nan,2.42861286636753e-17,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,shared-core,SHA_M003,27,27,27,1.0,ACHE;AHSG;APOD;APP;CFB;CKB;CLU;EGFR;ENO1;HDAC6;HDAC9;HSPA5;HSPD1;IDH1;KRT19;MAPT;MMEL1;MUC1;NRG1;PDIA3;PON1;SERPINA1;SNCA;SYP;TSG101;TTR;VCP,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,shared-core,SHA_M004,23,23,23,1.0,ABCB1;AHR;ALDH1A1;ARG2;CYP1A1;CYP2B6;CYP2C19;CYP2D6;GGT1;GPX3;GPX4;GSR;GSTM1;GSTP1;HMOX1;KEAP1;LYPLA1;NFE2L2;NOS3;NQO1;POR;PRDX6;SLC7A11,0,2,nan,-6.938893903907228e-18,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,shared-core,SHA_M005,8,8,7,0.875,GLP1R;GNAS;GNRHR;GRK2;OPRM1;RGS4;TSHR,0,2,nan,-2.7755575615628914e-17,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,shared-core,SHA_M006,3,3,3,1.0,ASCL1;FOXA2;SOX17,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,shared-core,SHA_M007,3,3,3,1.0,CBX1;DNMT1;MBD2,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,shared-core,SHA_M008,2,2,2,1.0,CLDN1;CLDN4,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,shared-core,SHA_M009,1,1,1,1.0,ABCB6,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,shared-core,SHA_M010,1,1,1,1.0,ADA,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,shared-core,SHA_M011,1,1,1,1.0,ADRA2C,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,shared-core,SHA_M012,1,1,1,1.0,ATXN2,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,shared-core,SHA_M013,1,1,1,1.0,BAZ2B,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,shared-core,SHA_M014,1,1,1,1.0,CAT,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,shared-core,SHA_M015,1,1,1,1.0,FETUB,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,shared-core,SHA_M016,1,1,1,1.0,GABRP,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,shared-core,SHA_M017,1,1,1,1.0,GPR183,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,shared-core,SHA_M018,1,1,1,1.0,HBB,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,shared-core,SHA_M019,1,1,1,1.0,KCNJ16,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,shared-core,SHA_M020,1,1,1,1.0,KCNQ1,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,shared-core,SHA_M021,1,1,1,1.0,KLK7,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,shared-core,SHA_M022,1,1,1,1.0,LGALS1,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,shared-core,SHA_M023,1,1,1,1.0,NKD1,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,shared-core,SHA_M024,1,1,1,1.0,PTX3,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,shared-core,SHA_M025,1,1,1,1.0,RAPGEF3,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,shared-core,SHA_M026,1,1,1,1.0,SLPI,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,shared-core,SHA_M028,1,1,1,1.0,TGM2,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,neutrophil,immune,shared-core,SHA_M029,1,1,1,1.0,TNC,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,thyroid follicular cell,thyrocyte,thyroid-branch,THY_M001,47,47,46,0.9787234042553191,ACTA1;ADAM17;ALB;ALPL;CASP1;CCL2;CGAS;CHI3L1;COL1A1;CXCL10;CXCL8;CXCR6;EDN1;EGFR;ELN;FGF7;HMGB1;IFNG;IGF1;IGFBP3;IL1B;IL4;ITGA4;MMP14;MMP9;NFKB1;NGF;NLRP3;NOD2;NRG1;NTSR1;PAPPA;PF4;PGF;PLAT;PPARG;PRTN3;PTS;RORC;SERPINE1;STAT5B;TIMP1;TIMP3;TNF;TNNI3;TSG101,0,2,nan,-9.992007221626409e-16,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,thyroid follicular cell,thyrocyte,thyroid-branch,THY_M002,41,41,41,1.0,ABL1;AKT1;ATM;AURKA;BAX;BCL2;BCL2L1;BCL2L11;BIRC5;BRCA1;CASP3;CASP7;CASP9;CBX1;CCNA2;CCNB2;CCND1;CDCA8;CDKN1A;CDKN1B;CKS1B;CYCS;DNMT1;EIF4E;GDF15;GFER;LMNA;LRG1;MAPK1;MBD2;MCL1;MDM2;MDM4;MYC;PIN1;RAF1;RBBP8;SPHK1;TNFRSF10B;TP53;WRN,0,2,nan,3.608224830031759e-16,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,thyroid follicular cell,thyrocyte,thyroid-branch,THY_M003,36,36,36,1.0,AHR;ALDH1A1;AR;ASCL1;CREB1;CYP19A1;CYP1A1;CYP2D6;EPAS1;ESR1;ESR2;ESRRA;FKBP5;FOS;FOXA1;FOXA2;HDAC3;HDAC9;HIF1A;JUN;KAT2A;KRT19;MITF;MUC1;NCOA3;NR1H4;NR3C1;NR5A2;PGR;PPARA;SMAD2;SOX17;SOX2;TCF7;THRB;VDR,0,2,nan,3.0531133177191805e-16,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,thyroid follicular cell,thyrocyte,thyroid-branch,THY_M004,24,24,24,1.0,ABCB1;ARG2;CKB;CYP2B6;CYP2C19;ENO1;GGT1;GPX3;GPX4;GSR;GSTM1;GSTP1;HMOX1;IDH1;KEAP1;LYPLA1;NFE2L2;NOS3;NQO1;PKM;POR;PRDX1;PRDX6;SLC7A11,0,2,nan,4.163336342344337e-17,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,thyroid follicular cell,thyrocyte,thyroid-branch,THY_M005,20,20,20,1.0,ACHE;AHSG;APOD;APP;ATP5F1B;CFB;CLU;HDAC6;HSPA5;HSPD1;MAPT;MMEL1;PDIA3;PON1;SDHA;SERPINA1;SNCA;SYP;TTR;VCP,0,2,nan,5.551115123125783e-17,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,thyroid follicular cell,thyrocyte,thyroid-branch,THY_M006,14,14,12,0.8571428571428571,CALCB;GLP1R;GNAS;GNRHR;GRK2;KMT2A;MEN1;OPRM1;PRKAR1A;PSIP1;RGS4;TSHR,0,2,nan,-2.7755575615628914e-16,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,thyroid follicular cell,thyrocyte,thyroid-branch,THY_M007,4,4,4,1.0,LGALS1;S100A4;S100A6;S100A8,0,2,nan,2.7755575615628914e-17,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,thyroid follicular cell,thyrocyte,thyroid-branch,THY_M008,2,2,2,1.0,CLDN1;CLDN4,0,2,nan,-5.551115123125783e-17,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,thyroid follicular cell,thyrocyte,thyroid-branch,THY_M009,1,1,1,1.0,ABCB6,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,thyroid follicular cell,thyrocyte,thyroid-branch,THY_M010,1,1,1,1.0,ACTR1B,0,2,nan,-2.7755575615628914e-16,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,thyroid follicular cell,thyrocyte,thyroid-branch,THY_M011,1,1,1,1.0,ADA,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,thyroid follicular cell,thyrocyte,thyroid-branch,THY_M012,1,1,1,1.0,ADRA2C,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,thyroid follicular cell,thyrocyte,thyroid-branch,THY_M013,1,1,1,1.0,ATG4B,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,thyroid follicular cell,thyrocyte,thyroid-branch,THY_M014,1,1,1,1.0,ATXN2,0,2,nan,1.0547118733938987e-15,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,thyroid follicular cell,thyrocyte,thyroid-branch,THY_M015,1,1,1,1.0,BAZ2B,0,2,nan,-6.661338147750939e-16,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,thyroid follicular cell,thyrocyte,thyroid-branch,THY_M016,1,1,1,1.0,CAT,0,2,nan,2.942091015256665e-15,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,thyroid follicular cell,thyrocyte,thyroid-branch,THY_M017,1,1,1,1.0,FETUB,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,thyroid follicular cell,thyrocyte,thyroid-branch,THY_M018,1,1,1,1.0,GABRP,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,thyroid follicular cell,thyrocyte,thyroid-branch,THY_M019,1,1,1,1.0,GPR183,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,thyroid follicular cell,thyrocyte,thyroid-branch,THY_M020,1,1,1,1.0,HBB,0,2,nan,-5.551115123125783e-17,nan,nan,1.0,insufficient_donors,mean of within-cell-type donor-level z-scored expression across available M3 module genes,1.0,all M3 module x target curated cell type x dataset activity tests,4212,undetermined
