compound	abbrev	CAS	PubChem_CID	canonical_SMILES	target_sources	status
diisononyl phthalate	DINP	28553-12-0	590836	CC(C)CCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCC(C)C	SwissTargetPrediction;ChEMBL	pending_target_export
