chemical_id,canonical_name,synonym,CAS,PubChemCID,DTXSID,InChIKey,chemical_class,source,parent_metabolite_status,eligible_as_environmental_exposure,exclusion_reason,classification_rule_prefixes,drug_like_exclusion,drugcentral_match
C096305,fluorinated ethylene propylene,FEP fluorinated ethylene propylene|poly(tetrafluoroethylene-co-hexafluoropropylene),,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.526.510.435,False,False
C088788,"fluoro-1,3-dimethyloadamantane","1,2,2,3,4,4,6,6,8,8,9,9,10,10-Tetradecafluoro-5,7-bis(trifluoromethyl)adamantane|F-1,3-DMA|perfluoro-1,3-dimethyladamantane",36481-20-6,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.526.510.435,False,False
C072954,fluorocarbon 72,FC 72|FC-72,,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.526.510.435,False,False
C429307,fluorocarbon 77,FC 75|FC-77|Fluorinert|fluorocarbon 75,,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.526.510.435,False,False
C037444,fluorocarbon FC 70,Fluorinert FC 70|fluorocarbon FC-70,72433-08-0,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.526.510.435,False,False
D005465,Fluorocarbon Polymers,"Fluorinated Polymer|Fluorinated Polymers|Fluorocarbon Polymer|Fluorocarbon Resin|Fluorocarbon Resins|Fluoropolymer|Fluoropolymers|Polymer, Fluorinated|Polymer, Fluorocarbon|Polymers, Fluorinated|Polymers, Fluorocarbon|Resin, Fluorocarbon|Resins, Fluorocarbon",,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.526.510.435,False,False
D005466,Fluorocarbons,"Acids, Perfluoropolyether Carboxylic|Alcohols, Fluorinated Telomer|Alcohols, Fluoro-Telomer|Alcohols, Polyfluorinated Telomer|Carboxylates, Perfluoroalkyl|Carboxylates, Perfluoroalkyl Ether|Carboxylates, Perfluoroalkyl Polyether|Carboxylic Acids, Perfluoropolyether|Chemicals, PFC Perfluorinated|Emulsion, Fluorocarbon|Emulsions, Fluorocarbon|Esters, Fluorotelomer Phosphate|Ether Carboxylates, Perfluoroalkyl|Fluorinated Telomer Alcohols|Fluorocarbon|Fluorocarbon Emulsion|Fluorocarbon Emulsions|Fluorocarbons, Telomer|Fluoro Telomer Alcohols|Fluoro-Telomer Alcohols|Fluorotelomer Phosphate Esters|N Alkyl Perfluoroalkyl Sulfonamido Carboxylates|N-Alkyl Perfluoroalkyl Sulfonamido Carboxylates|Per and Polyfluoroalkyl Substances|Per- and Polyfluoroalkyl Substances|Perfluorinated Chemicals, PFC|Perfluoroalkane Sulfonamides|Perfluoroalkyl Carboxylates|Perfluoroalkyl Ether Carboxylates|Perfluoroalkyl Polyether Carboxylates|Perfluorocarbon|Perfluorocarbons|Perfluoropolyether Carboxylic Acids|PFAS Per and Polyfluoroalkyl Substances|PFAS Per- and Polyfluoroalkyl Substances|PFC Perfluorinated Chemicals|PFECAs Perfluoropolyether Carboxylic Acids|Phosphate Esters, Fluorotelomer|Polyether Carboxylates, Perfluoroalkyl|Polyfluorinated Telomer Alcohols|Polyfluorocarbons|Sulfonamides, Perfluoroalkane|Telomer Alcohols, Fluorinated|Telomer Alcohols, Polyfluorinated|Telomer Fluorocarbons",,CID:6393,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.526.510.435,False,False
C086661,Fluoroshield,,115628-44-9,,,,bisphenols,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.426.559.389.657.110,False,False
C540553,fluorotelomer acrylate polymers,"10-2 fluorotelomer acrylate|10:2 fluorotelomer acrylate|10:2 FTAC|3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl prop-2-enoate|3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl prop-2-enoate|3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-henicosafluorododecyl prop-2-enoate|6-2 fluorotelomer acrylate|6:2 fluorotelomer acrylate|6:2 FTAC|8-2 fluorotelomer acrylate|8:2 fluorotelomer acrylate|8:2 FTAC|fluorotelomer acrylate",,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.526.510.435,False,False
C033729,fluorotelomer alcohols,"10-1 fluorotelomer alcohol|10:1 fluorotelomer alcohol|10-1 FTOH|10:1 FTOH|10-2 fluorotelomer alcohol|10:2 fluorotelomer alcohol|10-2 FTOH|10:2 FTOH|11-1 fluorotelomer alcohol|11:1 fluorotelomer alcohol|11-1 FTOH|11:1 FTOH|1122-FTOH cpd|1,1,2,2-tetrahydroperfluoro-1-dodecanol|1,1,2,2-tetrahydroperfluorodecanol|1,1,2,2-tetrahydroperfluoro dodecanol|1-dodecanol, 2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-tricosafluoro|1-dodecanol, 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-heneicosafluoro-|1h,1h,2h,2h-perfluoro-1-decanol|1H,1H,2H,2H-perfluoro-1-dodecanol|1H,1H,2H,2H-perfluorodecanol|1H,1H,2H,2H-perfluorododecan-1-ol|1H,1H,2H,2H-perfluorooctan-1-ol|1H,1H-nonadecafluoro-1-decanol|1H,1H-perfluoro-1-dodecanol|1H,1H-perfluoro-1-nonanol|1H,1H-perfluoro-1-undecanol|1H,1H-perfluoroheptan-1-ol|1H,1H-perfluorohexan-1-ol|1H,1H-perfluoroundecan-1-ol|1H,1H-undecafluoro-1-hexanol|1-octanol, 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluoro-|2,2,3,3,4,4,5,5,6,6,6-undecafluorohexan-1-ol|2,2,3,3,4,4,5,5,6,6,7,7,7-tridecafluoroheptan-1-ol|2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-nonadecafluoro-1-decanol|2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-nonadecafluorodecan-1-ol|2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-heneicosafluoro-1-undecanol|2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-henicosafluoroundecan-1-ol|2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-henicosakis(fluoranyl)undecan-1-ol|2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-tricosafluoro-1-dodecanol|2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-tricosafluorododecan-1-ol|2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-heptadecafluoro-1-nonanol|2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-heptadecafluorononan-1-ol|2-perfluorohexylethanol|2-(perfluorohexyl)ethanol|2-(perfluorohexyl)ethyl alcohol|2-perfluorooctylethanol|3,3,4,4,5,5,6,6,6-nonafluorohexan-1-ol|3,3,4,4,5,5,6,6,6-nonafluorohexanol|3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluoro-1-octanol|3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctan-1-ol|3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctanol|3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Henicosafluorododecan-1-ol|3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-henicosafluorododecanol|3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10-heptadecafluorodecanol|3-ethyl-4,5-dihydroisoxazole-5-carboxylic acid|4-2 fluorotelomer alcohol|4:2 fluorotelomer alcohol|4-2 FTOH|4:2 FTOH|4-4 fluorotelomer alcohol|4:4 fluorotelomer alcohol|4-4 FTOH|4:4 FTOH|4-(nonafluorobutyl)-1-butanol|5-1 fluorotelomer alcohol|5:1 fluorotelomer alcohol|5:1 FTOH|5,5,6,6,7,7,8,8,8-nonafluorooctan-1-ol|6-1 fluorotelomer alcohol|6:1 fluorotelomer alcohol|6-1 FTOH|6:1 FTOH|6-2 fluorotelomer alcohol|6:2 fluorotelomer alcohol|6:2 FTOH|8-1 fluorotelomer alcohol|8:1 fluorotelomer alcohol|8-1 FTOH|8:1 FTOH|8-2 fluorotelomer alcohol|8:2 fluorotelomer alcohol|8-2 FTOH|8:2 FTOH|9-1 fluorotelomer alcohol|9:1 fluorotelomer alcohol|9-1 FTOH|9:1 FTOH|butyryltrihexylcitrate|fluorotelomer alcohol|FtOH 6:2 fluorotelomer alcohol 6:2|FTOH fluorotelomer alcohol|henicosafluorodecylmethanol|heptadecafluorooctylmethanol|(nonadecafluorononyl)methanol;(2043-47-2) 3,3,4,4,5,5,6,6,6-Nonafluoro-1-hexanol|2043-47-2 (4:2 FTOH)|2,2,3,4,4,4-Hexafluoro-1-butanol|2,2,3,4,4,4-Hexafluoro-1-butanol (382-31-0)|2-perfluorodecyl ethanol (10:2) (10:2 FTOH)|3:1 FTOH|3,3,4,4,5,5,6,6,6-Nonafluoro-1-hexanol|382-31-0 (3:1 FTOH)|(647-42-7) 3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluoro-1-octanol|647-42-7 (6:2 FTOH)|678-39-7 (8:2 Fluorotelomer alcohol)|678-39-7 (8:2 FTOH)",,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.526.510.435,False,False
C000720153,fluorotelomer betaines,"2-(dimethyl(4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-pentadecafluorodecyl)azaniumyl)acetate|2-(dimethyl(4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-nonadecafluorododecyl)azaniumyl)acetate|((3,4,4,5,5,6,6,7,7,8,8,8-Dodecafluorooctyl)(dimethyl)azaniumyl)acetate|((3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-hexadecafluorodecyl)(dimethyl)azaniumyl)acetate|((3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Icosafluorododecyl)(dimethyl)azaniumyl)acetate|5:1:2 fluorotelomer betaine|5:3 fluorotelomer betaine|7:1:2 fluorotelomer betaine|7:3 fluorotelomer betaine|9:1:2 fluorotelomer betaine|9:3 fluorotelomer betaine|(Dimethyl(4,4,5,5,6,6,7,7,8,8,8-undecafluorooctyl)azaniumyl)acetate",,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.526.510.435,False,False
C000720155,fluorotelomer methacrylate polymers,"10-2 fluorotelomer methacrylate|10:2 fluorotelomer methacrylate|10:2 FTMAC|3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl 2-methylprop-2-enoate|3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecyl 2-methylprop-2-enoate|3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Henicosafluorododecyl 2-methylprop-2-enoate|6-2 fluorotelomer methacrylate|6:2 fluorotelomer methacrylate|6:2 FTMAC|8-2 fluorotelomer methacrylate|8:2 fluorotelomer methacrylate|8:2 FTMAC|fluorotelomer methacrylate|FTMAC fluorotelomer methacrylate polymers;8:2 FTMAcr (1H,1H,2H,2H-heptadecafluorodecyl methacrylate)",,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.526.510.435,False,False
C000720073,fluorotelomer phosphate diesters,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl hydrogen phosphate|6-2 8-2 diPAP|6:2 8:2 diPAP|6-2 8-2 fluorotelomer phosphate diester|6:2 8:2 fluorotelomer phosphate diester|6-2 diPAP|6:2 diPAP|6-2 fluorotelomer phosphate diester|6:2 fluorotelomer phosphate diester|8-2 diPAP|8:2 diPAP|8-2 fluorotelomer phosphate diester|8:2 fluorotelomer phosphate diester|bis(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluoro-1-octanol) hydrogen phosphate|bis(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl) hydrogen phosphate|bis(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl) hydrogen phosphate|bisperfluorodecyl phosphate|bisperfluorooctyl phosphate|fluorotelomer phosphate diester",,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.526.510.435,False,False
C000720152,fluorotelomer sulfonamidoalkyl betaines,"10-2 fluorotelomer sulfonamide betaine|10:2 fluorotelomer sulfonamide betaine|10:2 fluorotelomer sulfonamidoalkyl betaine|10:2 FTAB|10:2 FTAB 10:2 fluorotelomer sulfonamidoalkyl betaine|((3-((3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecane-1-sulfonyl)amino)propyl)(dimethyl)azaniumyl)acetate|((3-((3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-henicosafluorododecane-1-sulfonyl)amino)propyl)(dimethyl)azaniumyl)acetate|6-2 fluorotelomer sulfonamide betaine|6:2 fluorotelomer sulfonamide betaine|6:2 fluorotelomer sulfonamidoalkyl betaine|6:2 FTAB|6:2 FTAB 6:2 fluorotelomer sulfonamidoalkyl betaine|8-2 fluorotelomer sulfonamide betaine|8:2 fluorotelomer sulfonamide betaine|8:2 fluorotelomer sulfonamidoalkyl betaine|8:2 FTAB|8:2 FTAB 8:2 fluorotelomer sulfonamidoalkyl betaine|(Dimethyl(3-((3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctane-1-sulfonyl)amino)propyl)azaniumyl)acetate|fluorotelomer sulfonamide betaines|fluorotelomer sulfonamidoalkyl betaine",,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.526.510.435,False,False
C000720117,fluorotelomer sulfonic acids,"1H,1H,2H,2H-perfluorodecanesulphonic acid|1H,1H,2H,2H-perfluorohexanesulfonic acid|3,3,4,4,5,5,6,6,6-nonafluorohexane-1-sulfonate|3,3,4,4,5,5,6,6,6-nonafluorohexane-1-sulfonic acid|3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctane-1-sulfonatato|3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctane-1-sulfonic acid|3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecane-1-sulfonate|3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecane-1-sulfonic acid|4-2 fluorotelomer sulfonate|4:2 fluorotelomer sulfonate|4-2 fluorotelomer sulfonic acid|4:2 fluorotelomer sulfonic acid|4-2 FTS|4:2 FTS|6-2 fluorotelomer sulfonate|6:2 fluorotelomer sulfonate|6-2 fluorotelomer sulfonic acid|6:2 fluorotelomer sulfonic acid|6-2 FTS|6:2 FTS|8-2 fluorotelomer sulfonate|8:2 fluorotelomer sulfonate|8-2 fluorotelomer sulfonic acid|8:2 fluorotelomer sulfonic acid|8-2 FTS|8:2 FTS|FtS 4:2 fluorotelomer sulfonic acid 4:2|FtS 6:2 fluorotelomer sulfonic acid 6:2|FtS 8:2 fluorotelomer sulfonic acid 8:2|FtSA 4:2 fluorotelomer sulfonic acid 4:2|FtSA 6:2 fluorotelomer sulfonic acid 6:2|FtSA 8:2 fluorotelomer sulfonic acid 8:2;10:2 fluorotelomer sulfonic acid|10:2 FTS|120226-60-0 (10:2 FTS)|1H, 1H, 2H, 2H-perfluorodecanesulfonic acid|1H,1H, 2H, 2H-perfluorodecane sulfonic acid|1H, 1H, 2H, 2H-perfluorooctanesulfonic acid|1H,1H, 2H, 2H-perfluorooctane sulfonic acid|1H,1H,2H,2H-Perfluorooctanesulfonic acid|27619-97-2|27619-97-2 (6:2 FTS)|27619-97-2 (6:2 FTSA)|39108-34-4 (8:2 FTS)|39108-34-4 (8:2 FTSA)|6_2FTS|6:2FTS (27619-97-2)|6:2 FTSA|757124-72-4 (4:2 FTS)|8:2FTS (39108-34-4)|8:2 FTSA",,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.526.510.435,False,False
C000720136,fluorotelomer thioether amido sulfonate,"2-(3-(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecylsulfanyl)propanoylamino)-2-methylpropane-1-sulfonate|2-methyl-2-(3-(3,3,4,4,5,5,6,6,6-nonafluorohexylsulfanyl)propanoylamino)propane-1-sulfonate|2-methyl-2-(3-(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctylsulfanyl)propanoylamino)propane-1-sulfonate|4-2 Fluorotelomer thioether amido sulfonate|4:2 Fluorotelomer thioether amido sulfonate|4-2 FtTAoS|4:2 FtTAoS|6-2 Fluorotelomer thioether amido sulfonate|6:2 Fluorotelomer thioether amido sulfonate|6-2 FtTAoS|6:2 FtTAoS|8-2 Fluorotelomer thioether amido sulfonate|8:2 Fluorotelomer thioether amido sulfonate|8-2 FtTAoS|8:2 FtTAoS|FtTAoS|FtTAoS fluorotelomer thioether amido sulfonate|Lodyne|Lodyne fluorosufacant",,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.526.510.435,False,False
C050455,fluosol,,83271-20-9,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.526.510.435,False,False
C070364,fluphenacur,"CGA 184699|CGA-184699|fluphenacur, monosodium salt|lufenuron|N-(2,5-dichloro-4-(1,1,2,3,3,3-hexafluoropropoxy)phenylaminocarbonyl)-2,6-difluorobenzamide",103055-07-8,CID:71777,DTXSID5034357,PWPJGUXAGUPAHP-UHFFFAOYSA-N,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.526.510.435,False,False
C043878,flurofocon A,Flurofocon A,94555-90-5,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.526.510.435,False,False
C041049,FOB blood substitute,perfluorooctyl bromide blood substitute,,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.526.510.435,False,False
C029556,Folin's phenol reagent,Folin-Ciocalteau reagent,,,,,heavy_metals,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D01.268.556;D01.552.544,False,False
C005020,folpet,N-(trichloromethylthio)phthalimide|Phaltan;FOL,133-07-3,CID:8607,DTXSID0021385,HKIOYBQGHSTUDB-UHFFFAOYSA-N,phthalates,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.241.223.805,False,False
C019223,fomblin Y 04,"fomblin Y-04|hexafluoropropylene oxide homopolymer|HFPO homopolymer|oxirane, trifluoro(trifluoromethyl)-, homopolymer|poly(hexafluoropropylene oxide)|poly-hexafluoropropylene oxide|poly(HFPO)|poly-HFPO|poly-HFPO poly-hexafluoropropylene oxide|poly(perfluoropropylene oxide)",25038-02-2,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.526.510.435,False,False
C036525,fomecin A,"Benzaldehyde, 2,3,4-trihydroxy-6-(hydroxymethyl)-",1403-56-1,,,,phthalates,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.241.223.805,False,False
C036524,fomecin B,,16790-41-3,,,,phthalates,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.241.223.805,False,False
C046503,formula F 70,F-70|Ful-Fil,96352-56-6,,,,bisphenols,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.426.559.389.657.110,False,False
C090257,Foundation composite resin,,,,,,bisphenols,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.426.559.389.657.110,False,False
D005605,Francium,,7440-73-5,,,,heavy_metals,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D01.268.556;D01.552.544,False,False
C000615149,Francium-221,221F radioisotope|F-221 radioisotope,,,,,heavy_metals,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D01.268.556;D01.552.544,False,False
C099458,FS 069,FS-069|FS069|Optison|perfluoropropane-filled albumin microsphere solution,,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.526.510.435,False,False
D005659,"Fungicides, Industrial",Industrial Fungicides,,,,,pesticides,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D27.720.031.700;D27.888.723,False,False
C517961,gadofluorine M,Gd-GlyMe-DOTA-perfluorooctyl-mannose-conjugate,,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.526.510.435,False,False
C000604509,gadofluorine P,,,,,,pfas_perfluoro,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D02.455.526.510.435,False,False
C400133,galinstan,,,,,,heavy_metals,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D01.268.556;D01.552.544,False,False
D005708,Gallium,Ga,7440-55-3,CID:5360835,DTXSID401029758,GYHNNYVSQQEPJS-UHFFFAOYSA-N,heavy_metals,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D01.268.556;D01.552.544,False,False
C000615427,Gallium-57,57Ga radioisotope|Ga-57 radioisotope,,,,,heavy_metals,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D01.268.556;D01.552.544,False,False
C000615428,Gallium-66,66Ga radioisotope|Ga-66 radioisotope,,,,,heavy_metals,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D01.268.556;D01.552.544,False,False
C000615429,Gallium-67,67Ga radioisotope|Ga-67 radioisotope,,,,,heavy_metals,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D01.268.556;D01.552.544,False,False
C000615430,Gallium-68,68Ga radioisotope|Ga-68 radioisotope,,,,,heavy_metals,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D01.268.556;D01.552.544,False,False
C029403,gallium(68) iron hydroxide,(68)Ga-iron hydroxide|(68)-gallium iron hydroxide|GAIOH,,,,,heavy_metals,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D01.268.556;D01.552.544,False,False
C000718244,gallium 68 PSMA-11,(68Ga)Glu-urea-Lys(Ahx)-HBED-CC|(68)Ga-PSMA|68Ga-PSMA|68Ga-PSMA-11|68 Ga-PSMA-I and T|68 Ga-PSMA-I-T|GA-68 PSMA-11|gallium GA-68 gozetotide|Glu-NH-CO-NH-Lys-(Ahx)-((68)Ga(HBED-CC))|Glu-NH-CO-NH-Lys-(Ahx)-(68Ga(HBED-CC))|PSMA-HBED-CC Ga-68,,,,,heavy_metals,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D01.268.556;D01.552.544,False,False
C000615426,Gallium-71,71Ga isotope|Ga-71 isotope,,,,,heavy_metals,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D01.268.556;D01.552.544,False,False
C000615431,Gallium-72,72Ga radioisotope|Ga-72 radioisotope,,,,,heavy_metals,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D01.268.556;D01.552.544,False,False
C098379,gallium alloy GF,gallium alloy gallium filling (GF)|gallium alloy (GF liquid),161848-72-2,,,,heavy_metals,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D01.268.556;D01.552.544,False,False
C043055,gallium arsenide,GaAs|gallium arsenate,1303-00-0,,DTXSID2023779,JBRZTFJDHDCESZ-UHFFFAOYSA-N,heavy_metals,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D01.268.556;D01.552.544,False,False
C034163,gallium chloride,"gallium-67-chloride|gallium chloride, 67Ga-labeled",13450-90-3,CID:26010,DTXSID8031360,UPWPDUACHOATKO-UHFFFAOYSA-K,heavy_metals,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D01.268.556;D01.552.544,False,False
C103850,gallium citrate,"(68)Ga-citrate|Ga-67 citrate|gallium-67-citrate|gallium(67) citrate|gallium citrate (1:1); 67Ga-labeled|gallium citrate, 67Ga-labeled",27905-02-8,,,,heavy_metals,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D01.268.556;D01.552.544,False,False
C118030,gallium fluoride,F3-Ga,7783-51-9,,,,heavy_metals,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D01.268.556;D01.552.544,False,False
D005709,Gallium Isotopes,"Isotopes, Gallium",,,,,heavy_metals,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D01.268.556;D01.552.544,False,False
C027235,gallium nitrate,"gallium nitrate, 67Ga-labeled|gallium nitrate heptahydrate|Ganite|NSC 15200",13494-90-1,CID:61635,DTXSID0043923,CHPZKNULDCNCBW-UHFFFAOYSA-N,heavy_metals,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D01.268.556;D01.552.544,False,False
C473348,gallium nitride,gallium nitride (GAN)|GaN compound,,,,,heavy_metals,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D01.268.556;D01.552.544,False,False
C038863,gallium oxide,"gallium oxide, 67Ga-labeled",12024-21-4,,,,heavy_metals,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D01.268.556;D01.552.544,False,False
C485338,gallium phosphide,,,CID:82901,,,heavy_metals,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D01.268.556;D01.552.544,False,False
D005710,Gallium Radioisotopes,"Radioisotopes, Gallium",,,,,heavy_metals,CTD chemical vocabulary; prespecified CTD MeSH hierarchy rules,parent/classified environmental chemical entity,True,,D01.268.556;D01.552.544,False,False
