external_priority_rank,model_id,model_number,selector_name,classifier_name,requested_features,selective_selector,full_train_selected_feature_count,full_train_selected_features,internal_cv_folds,internal_roc_auc_mean,internal_roc_auc_sd,internal_pr_auc_mean,internal_pr_auc_sd,internal_balanced_accuracy_mean,internal_balanced_accuracy_sd,internal_f1_mean,internal_f1_sd,internal_sensitivity_mean,internal_sensitivity_sd,internal_specificity_mean,internal_specificity_sd,GSE10950_roc_auc,GSE10950_pr_auc,GSE10950_balanced_accuracy,GSE10950_f1,GSE10950_sensitivity,GSE10950_specificity,GSE74602_roc_auc,GSE74602_pr_auc,GSE74602_balanced_accuracy,GSE74602_f1,GSE74602_sensitivity,GSE74602_specificity,external_mean_roc_auc,external_mean_pr_auc,external_mean_balanced_accuracy,external_auc_ge_0_75_both_datasets,external_validation_qualified
87,M008_all_features__gradient_boosting,8,all_features,gradient_boosting,all,False,95,ACACA;ACE;ACLY;ACSL4;ADIPOQ;AGTR1;AKT1;ALOX5;ANGPT2;ANGPTL4;AR;ATF4;ATG5;BECN1;BMP2;BSCL2;CAT;CCR7;CD36;CD80;CD86;CEBPA;CEBPB;CNR1;COPS5;CXCR4;CYP11B1;CYP17A1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GJB2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IFNG;IL13;IL18;IL1A;IL1B;IL33;IL4;IL5;IL6;INHBA;LDLR;LEPR;MIR143;MKI67;MMP2;MMP9;MUC2;NFE2L2;NLRP3;NOS3;NR1I2;NR3C1;NR4A1;PGR;PPARA;PPARD;PPARG;RBFOX1;RELA;RXRA;RYR1;SIRT1;SIRT3;SLC2A1;SLC2A3;SORBS1;SQSTM1;SREBF1;STAT3;STAT6;TIMP1;TIMP2;TNC;TNF;TP53;TPM1;TXN;UBE2C;VEGFA;WNT4,5,0.9995614035087719,0.000980731569078883,0.9999395039322444,0.0001352733198729545,0.9875,0.02795084971874737,0.9982608695652175,0.0038888138739126554,1.0,0.0,0.975,0.05590169943749474,0.5,0.5,0.5,0.0,0.0,1.0,0.5638888888888889,0.5358024691358025,0.5,0.6666666666666666,1.0,0.0,0.5319444444444444,0.5179012345679013,0.5,False,False
88,M035_f_classif_top40__gradient_boosting,35,f_classif_top40,gradient_boosting,40,True,40,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;AR;BMP2;CAT;CCR7;CD36;CEBPB;CNR1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;HSPA9;IL18;IL1A;INHBA;LDLR;LEPR;MKI67;MUC2;NOS3;NR3C1;PGR;PPARD;RBFOX1;RXRA;SLC2A1;SORBS1;TIMP1;TPM1;UBE2C;VEGFA,5,0.9995614035087719,0.000980731569078883,0.9999395039322444,0.0001352733198729545,0.9875,0.02795084971874737,0.9982608695652175,0.0038888138739126554,1.0,0.0,0.975,0.05590169943749474,0.5,0.5,0.5,0.0,0.0,1.0,0.5638888888888889,0.5358024691358025,0.5,0.6666666666666666,1.0,0.0,0.5319444444444444,0.5179012345679013,0.5,False,False
89,M053_f_classif_top80__gradient_boosting,53,f_classif_top80,gradient_boosting,80,True,80,ACACA;ACE;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;AR;ATF4;ATG5;BMP2;BSCL2;CAT;CCR7;CD36;CD86;CEBPA;CEBPB;CNR1;COPS5;CYP11B1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GJB2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IFNG;IL13;IL18;IL1A;IL1B;IL33;IL5;IL6;INHBA;LDLR;LEPR;MKI67;MMP9;MUC2;NFE2L2;NLRP3;NOS3;NR1I2;NR3C1;NR4A1;PGR;PPARA;PPARD;PPARG;RBFOX1;RXRA;RYR1;SIRT3;SLC2A1;SLC2A3;SORBS1;SREBF1;STAT3;TIMP1;TIMP2;TNF;TP53;TPM1;TXN;UBE2C;VEGFA;WNT4,5,0.9995614035087719,0.000980731569078883,0.9999395039322444,0.0001352733198729545,0.9875,0.02795084971874737,0.9982608695652175,0.0038888138739126554,1.0,0.0,0.975,0.05590169943749474,0.5,0.5,0.5,0.0,0.0,1.0,0.5638888888888889,0.5358024691358025,0.5,0.6666666666666666,1.0,0.0,0.5319444444444444,0.5179012345679013,0.5,False,False
90,M062_f_classif_top95__gradient_boosting,62,f_classif_top95,gradient_boosting,95,True,95,ACACA;ACE;ACLY;ACSL4;ADIPOQ;AGTR1;AKT1;ALOX5;ANGPT2;ANGPTL4;AR;ATF4;ATG5;BECN1;BMP2;BSCL2;CAT;CCR7;CD36;CD80;CD86;CEBPA;CEBPB;CNR1;COPS5;CXCR4;CYP11B1;CYP17A1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GJB2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IFNG;IL13;IL18;IL1A;IL1B;IL33;IL4;IL5;IL6;INHBA;LDLR;LEPR;MIR143;MKI67;MMP2;MMP9;MUC2;NFE2L2;NLRP3;NOS3;NR1I2;NR3C1;NR4A1;PGR;PPARA;PPARD;PPARG;RBFOX1;RELA;RXRA;RYR1;SIRT1;SIRT3;SLC2A1;SLC2A3;SORBS1;SQSTM1;SREBF1;STAT3;STAT6;TIMP1;TIMP2;TNC;TNF;TP53;TPM1;TXN;UBE2C;VEGFA;WNT4,5,0.9995614035087719,0.000980731569078883,0.9999395039322444,0.0001352733198729545,0.9875,0.02795084971874737,0.9982608695652175,0.0038888138739126554,1.0,0.0,0.975,0.05590169943749474,0.5,0.5,0.5,0.0,0.0,1.0,0.5638888888888889,0.5358024691358025,0.5,0.6666666666666666,1.0,0.0,0.5319444444444444,0.5179012345679013,0.5,False,False
91,M098_mutual_info_top60__gradient_boosting,98,mutual_info_top60,gradient_boosting,60,True,60,ACACA;ACE;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;AR;ATF4;BECN1;BMP2;BSCL2;CAT;CD36;CD86;CEBPA;CEBPB;CNR1;COPS5;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GJB2;GPX1;GRN;GSR;HSPA9;IL18;IL1A;IL33;INHBA;LEPR;MKI67;MUC2;NFE2L2;NOS3;NR3C1;PGR;PPARD;RBFOX1;RELA;RXRA;RYR1;SLC2A1;SLC2A3;SORBS1;STAT6;TIMP1;TIMP2;TP53;TPM1;TXN;UBE2C;VEGFA,5,0.9995614035087719,0.000980731569078883,0.9999395039322444,0.0001352733198729545,0.9875,0.02795084971874737,0.9982608695652175,0.0038888138739126554,1.0,0.0,0.975,0.05590169943749474,0.5,0.5,0.5,0.0,0.0,1.0,0.5638888888888889,0.5358024691358025,0.5,0.6666666666666666,1.0,0.0,0.5319444444444444,0.5179012345679013,0.5,False,False
92,M044_f_classif_top60__gradient_boosting,44,f_classif_top60,gradient_boosting,60,True,60,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;AR;ATF4;BMP2;CAT;CCR7;CD36;CD86;CEBPA;CEBPB;CNR1;COPS5;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IL18;IL1A;IL1B;IL5;INHBA;LDLR;LEPR;MKI67;MMP9;MUC2;NLRP3;NOS3;NR3C1;PGR;PPARA;PPARD;PPARG;RBFOX1;RXRA;RYR1;SLC2A1;SORBS1;TIMP1;TIMP2;TPM1;UBE2C;VEGFA,5,0.9995614035087719,0.000980731569078883,0.9999395039322444,0.0001352733198729545,0.9875,0.02795084971874737,0.9982608695652175,0.0038888138739126554,1.0,0.0,0.975,0.05590169943749474,0.5,0.5,0.5,0.0,0.0,1.0,0.5638888888888889,0.5358024691358025,0.48333333333333334,0.651685393258427,0.9666666666666667,0.0,0.5319444444444444,0.5179012345679013,0.4916666666666667,False,False
93,M034_f_classif_top40__hist_gradient_boosting,34,f_classif_top40,hist_gradient_boosting,40,True,40,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;AR;BMP2;CAT;CCR7;CD36;CEBPB;CNR1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;HSPA9;IL18;IL1A;INHBA;LDLR;LEPR;MKI67;MUC2;NOS3;NR3C1;PGR;PPARD;RBFOX1;RXRA;SLC2A1;SORBS1;TIMP1;TPM1;UBE2C;VEGFA,5,1.0,0.0,1.0,1.1102230246251565e-16,0.9875,0.02795084971874737,0.9982608695652175,0.0038888138739126554,1.0,0.0,0.975,0.05590169943749474,0.4965277777777778,0.5046216475095786,0.5,0.6666666666666666,1.0,0.0,0.5061111111111111,0.5911580677741051,0.5,0.6666666666666666,1.0,0.0,0.5013194444444444,0.5478898576418418,0.5,False,False
94,M088_mutual_info_top40__hist_gradient_boosting,88,mutual_info_top40,hist_gradient_boosting,40,True,40,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;BECN1;BMP2;BSCL2;CAT;CD36;CEBPB;CNR1;COPS5;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;HSPA9;IL18;IL1A;INHBA;MKI67;NOS3;NR3C1;PGR;PPARD;RBFOX1;RXRA;SLC2A1;TIMP1;TP53;TPM1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9875,0.02795084971874737,0.9982608695652175,0.0038888138739126554,1.0,0.0,0.975,0.05590169943749474,0.4965277777777778,0.5046216475095786,0.5,0.6666666666666666,1.0,0.0,0.5061111111111111,0.5911580677741051,0.5,0.6666666666666666,1.0,0.0,0.5013194444444444,0.5478898576418418,0.5,False,False
95,M101_all_features__gaussian_nb,101,all_features,gaussian_nb,all,False,95,ACACA;ACE;ACLY;ACSL4;ADIPOQ;AGTR1;AKT1;ALOX5;ANGPT2;ANGPTL4;AR;ATF4;ATG5;BECN1;BMP2;BSCL2;CAT;CCR7;CD36;CD80;CD86;CEBPA;CEBPB;CNR1;COPS5;CXCR4;CYP11B1;CYP17A1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GJB2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IFNG;IL13;IL18;IL1A;IL1B;IL33;IL4;IL5;IL6;INHBA;LDLR;LEPR;MIR143;MKI67;MMP2;MMP9;MUC2;NFE2L2;NLRP3;NOS3;NR1I2;NR3C1;NR4A1;PGR;PPARA;PPARD;PPARG;RBFOX1;RELA;RXRA;RYR1;SIRT1;SIRT3;SLC2A1;SLC2A3;SORBS1;SQSTM1;SREBF1;STAT3;STAT6;TIMP1;TIMP2;TNC;TNF;TP53;TPM1;TXN;UBE2C;VEGFA;WNT4,5,0.9875,0.02795084971874737,0.9966101694915255,0.007579891449151809,0.9875,0.02795084971874737,0.9982905982905983,0.0038223384230765506,1.0,0.0,0.975,0.055901699437494734,0.5,0.5,0.5,0.6666666666666666,1.0,0.0,0.5,0.5,0.5,0.6666666666666666,1.0,0.0,0.5,0.5,0.5,False,False
96,M043_f_classif_top60__hist_gradient_boosting,43,f_classif_top60,hist_gradient_boosting,60,True,60,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;AR;ATF4;BMP2;CAT;CCR7;CD36;CD86;CEBPA;CEBPB;CNR1;COPS5;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IL18;IL1A;IL1B;IL5;INHBA;LDLR;LEPR;MKI67;MMP9;MUC2;NLRP3;NOS3;NR3C1;PGR;PPARA;PPARD;PPARG;RBFOX1;RXRA;RYR1;SLC2A1;SORBS1;TIMP1;TIMP2;TPM1;UBE2C;VEGFA,5,1.0,0.0,1.0,1.5700924586837752e-16,0.9875,0.02795084971874737,0.9982608695652175,0.0038888138739126554,1.0,0.0,0.975,0.05590169943749474,0.4965277777777778,0.5046216475095786,0.5,0.6666666666666666,1.0,0.0,0.47722222222222216,0.5598617714778089,0.5,0.6666666666666666,1.0,0.0,0.48687499999999995,0.5322417094936938,0.5,False,False
97,M052_f_classif_top80__hist_gradient_boosting,52,f_classif_top80,hist_gradient_boosting,80,True,80,ACACA;ACE;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;AR;ATF4;ATG5;BMP2;BSCL2;CAT;CCR7;CD36;CD86;CEBPA;CEBPB;CNR1;COPS5;CYP11B1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GJB2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IFNG;IL13;IL18;IL1A;IL1B;IL33;IL5;IL6;INHBA;LDLR;LEPR;MKI67;MMP9;MUC2;NFE2L2;NLRP3;NOS3;NR1I2;NR3C1;NR4A1;PGR;PPARA;PPARD;PPARG;RBFOX1;RXRA;RYR1;SIRT3;SLC2A1;SLC2A3;SORBS1;SREBF1;STAT3;TIMP1;TIMP2;TNF;TP53;TPM1;TXN;UBE2C;VEGFA;WNT4,5,1.0,0.0,1.0,1.1102230246251565e-16,0.9875,0.02795084971874737,0.9982608695652175,0.0038888138739126554,1.0,0.0,0.975,0.05590169943749474,0.4965277777777778,0.5046216475095786,0.5,0.6666666666666666,1.0,0.0,0.47722222222222216,0.5598617714778089,0.5,0.6666666666666666,1.0,0.0,0.48687499999999995,0.5322417094936938,0.5,False,False
98,M097_mutual_info_top60__hist_gradient_boosting,97,mutual_info_top60,hist_gradient_boosting,60,True,60,ACACA;ACE;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;AR;ATF4;BECN1;BMP2;BSCL2;CAT;CD36;CD86;CEBPA;CEBPB;CNR1;COPS5;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GJB2;GPX1;GRN;GSR;HSPA9;IL18;IL1A;IL33;INHBA;LEPR;MKI67;MUC2;NFE2L2;NOS3;NR3C1;PGR;PPARD;RBFOX1;RELA;RXRA;RYR1;SLC2A1;SLC2A3;SORBS1;STAT6;TIMP1;TIMP2;TP53;TPM1;TXN;UBE2C;VEGFA,5,1.0,0.0,1.0,1.2412670766236366e-16,0.9875,0.02795084971874737,0.9982608695652175,0.0038888138739126554,1.0,0.0,0.975,0.05590169943749474,0.4965277777777778,0.5046216475095786,0.5,0.6666666666666666,1.0,0.0,0.47722222222222216,0.5598617714778089,0.5,0.6666666666666666,1.0,0.0,0.48687499999999995,0.5322417094936938,0.5,False,False
99,M025_f_classif_top20__hist_gradient_boosting,25,f_classif_top20,hist_gradient_boosting,20,True,20,ACACA;ADIPOQ;AGTR1;ANGPT2;BMP2;CAT;CD36;CEBPB;CNR1;EPAS1;FABP1;FAS;FASN;INHBA;MKI67;NR3C1;RXRA;TIMP1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9875,0.02795084971874737,0.9982608695652175,0.0038888138739126554,1.0,0.0,0.975,0.05590169943749474,0.4722222222222222,0.5238276429452899,0.5,0.6666666666666666,1.0,0.0,0.4833333333333333,0.5688368747273246,0.5,0.6666666666666666,1.0,0.0,0.47777777777777775,0.5463322588363073,0.5,False,False
100,M007_all_features__hist_gradient_boosting,7,all_features,hist_gradient_boosting,all,False,95,ACACA;ACE;ACLY;ACSL4;ADIPOQ;AGTR1;AKT1;ALOX5;ANGPT2;ANGPTL4;AR;ATF4;ATG5;BECN1;BMP2;BSCL2;CAT;CCR7;CD36;CD80;CD86;CEBPA;CEBPB;CNR1;COPS5;CXCR4;CYP11B1;CYP17A1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GJB2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IFNG;IL13;IL18;IL1A;IL1B;IL33;IL4;IL5;IL6;INHBA;LDLR;LEPR;MIR143;MKI67;MMP2;MMP9;MUC2;NFE2L2;NLRP3;NOS3;NR1I2;NR3C1;NR4A1;PGR;PPARA;PPARD;PPARG;RBFOX1;RELA;RXRA;RYR1;SIRT1;SIRT3;SLC2A1;SLC2A3;SORBS1;SQSTM1;SREBF1;STAT3;STAT6;TIMP1;TIMP2;TNC;TNF;TP53;TPM1;TXN;UBE2C;VEGFA;WNT4,5,1.0,0.0,1.0,1.1102230246251565e-16,0.9875,0.02795084971874737,0.9982608695652175,0.0038888138739126554,1.0,0.0,0.975,0.05590169943749474,0.42708333333333337,0.4828413444792755,0.5,0.6666666666666666,1.0,0.0,0.47722222222222216,0.5598617714778089,0.5,0.6666666666666666,1.0,0.0,0.45215277777777774,0.5213515579785422,0.5,False,False
101,M061_f_classif_top95__hist_gradient_boosting,61,f_classif_top95,hist_gradient_boosting,95,True,95,ACACA;ACE;ACLY;ACSL4;ADIPOQ;AGTR1;AKT1;ALOX5;ANGPT2;ANGPTL4;AR;ATF4;ATG5;BECN1;BMP2;BSCL2;CAT;CCR7;CD36;CD80;CD86;CEBPA;CEBPB;CNR1;COPS5;CXCR4;CYP11B1;CYP17A1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GJB2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IFNG;IL13;IL18;IL1A;IL1B;IL33;IL4;IL5;IL6;INHBA;LDLR;LEPR;MIR143;MKI67;MMP2;MMP9;MUC2;NFE2L2;NLRP3;NOS3;NR1I2;NR3C1;NR4A1;PGR;PPARA;PPARD;PPARG;RBFOX1;RELA;RXRA;RYR1;SIRT1;SIRT3;SLC2A1;SLC2A3;SORBS1;SQSTM1;SREBF1;STAT3;STAT6;TIMP1;TIMP2;TNC;TNF;TP53;TPM1;TXN;UBE2C;VEGFA;WNT4,5,1.0,0.0,1.0,1.1102230246251565e-16,0.9875,0.02795084971874737,0.9982608695652175,0.0038888138739126554,1.0,0.0,0.975,0.05590169943749474,0.42708333333333337,0.4828413444792755,0.5,0.6666666666666666,1.0,0.0,0.47722222222222216,0.5598617714778089,0.5,0.6666666666666666,1.0,0.0,0.45215277777777774,0.5213515579785422,0.5,False,False
