dataset_id,sample_id,group,pair_id,gene_symbol,expression_value,expression_scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,ESR1,-3.816,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,FABP1,8.22,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,FAS,3.103,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,FASN,5.483,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,FDPS,7.186,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,G6PD,5.148,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,GATA2,0.346,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,GJB2,5.351,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,GPX1,8.608,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,GRN,7.737,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,GSR,4.514,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,GUCY2C,4.866,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,HMGCR,5.251,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,HSPA9,7.285,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,IFNG,-3.047,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,IL13,-3.458,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,IL18,4.793,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,IL1A,-1.026,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,IL1B,3.004,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,IL33,0.9493,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,IL4,-9.966,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,IL5,-4.293,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,IL6,3.617,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,INHBA,4.019,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,LDLR,5.68,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,LEPR,1.362,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,MIR143,-9.966,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,MKI67,4.231,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,MMP2,8.594,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,MMP9,5.492,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,MUC2,1.692,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,NFE2L2,5.686,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,NLRP3,-0.1665,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,NOS3,2.284,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,NR1I2,4.294,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,NR3C1,2.115,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,NR4A1,4.969,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,PGR,-2.548,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,PPARA,2.404,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,PPARD,3.189,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,PPARG,5.39,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,RBFOX1,-3.626,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,RELA,5.398,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,RXRA,3.379,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,RYR1,-2.932,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,SIRT1,3.292,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,SIRT3,2.864,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,SLC2A1,7.036,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,SLC2A3,3.698,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,SORBS1,2.493,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,SQSTM1,8.119,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,SREBF1,5.399,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,STAT3,4.991,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,STAT6,5.766,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,TIMP1,8.934,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,TIMP2,7.543,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,TNC,4.9,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,TNF,-0.4719,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,TP53,3.753,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,TPM1,8.548,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,TXN,9.085,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,UBE2C,7.499,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,VEGFA,6.138,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-CM-5860-01,tumor,TCGA-CM-5860,WNT4,0.1648,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,ACACA,2.993,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,ACE,3.651,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,ACLY,4.978,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,ACSL4,4.399,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,ADIPOQ,-3.885,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,AGTR1,-0.1292,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,AKT1,5.873,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,ALOX5,3.774,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,ANGPT2,2.365,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,ANGPTL4,2.803,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,AR,-0.4853,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,ATF4,7.513,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,ATG5,3.939,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,BECN1,5.454,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,BMP2,1.682,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,BSCL2,5.439,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,CAT,4.777,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,CCR7,-0.05739,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,CD36,2.336,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,CD80,0.6425,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,CD86,3.356,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,CEBPA,2.091,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,CEBPB,4.548,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,CNR1,-3.626,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,COPS5,4.395,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,CXCR4,6.153,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,CYP11B1,-7.85,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,CYP17A1,-4.731,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,CYP3A4,-2.861,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,DUSP1,6.264,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,EPAS1,5.397,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,ESR1,0.1562,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,FABP1,4.149,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,FAS,3.492,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,FASN,4.636,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,FDPS,5.85,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,G6PD,3.51,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,GATA2,1.204,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,GJB2,5.585,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,GPX1,7.537,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,GRN,7.983,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,GSR,4.467,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,GUCY2C,1.976,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,HMGCR,3.815,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,HSPA9,5.98,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,IFNG,-0.7751,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,IL13,-4.864,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,IL18,3.701,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,IL1A,3.301,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,IL1B,7.984,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,IL33,4.325,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,IL4,-9.966,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,IL5,-2.52,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,IL6,3.186,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,INHBA,6.158,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,LDLR,4.364,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,LEPR,0.7999,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,MIR143,-9.966,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,MKI67,3.882,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,MMP2,9.09,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,MMP9,6.146,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,MUC2,8.916,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,NFE2L2,5.462,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,NLRP3,2.432,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,NOS3,1.609,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,NR1I2,2.787,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,NR3C1,3.324,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,NR4A1,5.263,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,PGR,-0.6567,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,PPARA,3.032,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,PPARD,4.158,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,PPARG,3.832,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,RBFOX1,-6.506,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,RELA,4.484,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,RXRA,3.615,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,RYR1,-0.3877,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,SIRT1,3.013,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,SIRT3,2.746,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,SLC2A1,5.953,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,SLC2A3,6.752,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,SORBS1,3.283,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,SQSTM1,6.831,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,SREBF1,5.201,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,STAT3,5.743,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,STAT6,5.233,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,TIMP1,9.319,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,TIMP2,7.671,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,TNC,5.983,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,TNF,-0.02279,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,TP53,4.782,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,TPM1,8.41,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,TXN,7.567,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,UBE2C,4.93,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,VEGFA,5.315,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-A6-6781-01,tumor,TCGA-A6-6781,WNT4,1.78,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-AZ-5403-01,tumor,TCGA-AZ-5403,ACACA,3.413,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-AZ-5403-01,tumor,TCGA-AZ-5403,ACE,3.867,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-AZ-5403-01,tumor,TCGA-AZ-5403,ACLY,5.613,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-AZ-5403-01,tumor,TCGA-AZ-5403,ACSL4,4.308,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-AZ-5403-01,tumor,TCGA-AZ-5403,ADIPOQ,-9.966,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-AZ-5403-01,tumor,TCGA-AZ-5403,AGTR1,0.346,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-AZ-5403-01,tumor,TCGA-AZ-5403,AKT1,5.984,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-AZ-5403-01,tumor,TCGA-AZ-5403,ALOX5,2.444,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-AZ-5403-01,tumor,TCGA-AZ-5403,ANGPT2,1.727,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-AZ-5403-01,tumor,TCGA-AZ-5403,ANGPTL4,2.018,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-AZ-5403-01,tumor,TCGA-AZ-5403,AR,-3.458,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-AZ-5403-01,tumor,TCGA-AZ-5403,ATF4,8.272,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-AZ-5403-01,tumor,TCGA-AZ-5403,ATG5,5.252,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-AZ-5403-01,tumor,TCGA-AZ-5403,BECN1,6.166,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-AZ-5403-01,tumor,TCGA-AZ-5403,BMP2,2.731,Toil/Xena RSEM TPM delivered on log2-like scale
TCGA-COAD+GTEx-colon,TCGA-AZ-5403-01,tumor,TCGA-AZ-5403,BSCL2,6.49,Toil/Xena RSEM TPM delivered on log2-like scale
