consensus_rank,gene_symbol,MCC_rank,MCC_score,MCC_top25,MNC_rank,MNC_score,MNC_top25,EPC_rank,EPC_score,EPC_top25,Degree_rank,Degree_score,Degree_top25,Closeness_rank,Closeness_score,Closeness_top25,Betweenness_rank,Betweenness_score,Betweenness_top25,Radiality_rank,Radiality_score,Radiality_top25,Stress_rank,Stress_score,Stress_top25,top25_algorithm_count,consensus_hub,top25_algorithm_fraction,top25_algorithms,string_id,mapping_status,in_network,hub_rank,degree,original_degree_top20,algorithm_panel,ml_rank,stable_ml_flag,ml_priority_score,cross_rank,candidate_tier,cross_support_flag,cross_rank_score,stable_ml,tier1
16,STAT3,11.0,665790.0,True,6.0,29.0,True,27.0,68.26,False,6.0,29.0,True,5.0,50.666666666666664,True,7.0,155.20477839282228,True,5.0,63.72307692307692,True,7.0,1141.0,True,7,True,0.875,MCC;MNC;Degree;Closeness;Betweenness;Radiality;Stress,9606.ENSP00000264657,mapped,yes,5.0,29,True,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",74,False,0.37706044593587273,4,Tier 1: cross-supported,True,0.770227225469764,False,True
18,TP53,15.0,152449.0,True,4.0,31.0,True,31.0,68.26,False,4.0,32.0,True,4.0,52.333333333333336,True,1.0,438.87225120583355,True,4.0,64.5025641025641,True,2.0,2302.0,True,7,True,0.875,MCC;MNC;Degree;Closeness;Betweenness;Radiality;Stress,9606.ENSP00000269305,mapped,yes,3.0,32,True,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",42,False,0.6015607584938483,9,Tier 1: cross-supported,True,0.7098762626653397,False,True
20,IL13,6.0,1146480.0,True,13.0,17.0,True,11.0,68.26,True,13.0,17.0,True,18.0,41.916666666666664,True,35.0,14.14867751541403,False,22.0,57.87692307692307,True,32.0,143.0,False,6,False,0.75,MCC;MNC;EPC;Degree;Closeness;Radiality,9606.ENSP00000304915,mapped,yes,13.0,17,True,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",72,False,0.37706044593587273,22,Tier 1: cross-supported,True,0.6372497501705612,False,True
21,IL1A,5.0,1180800.0,True,15.0,16.0,True,13.0,68.26,True,15.0,16.0,True,22.0,41.0,True,38.0,8.747334441028414,False,25.0,57.0974358974359,True,37.0,94.0,False,6,False,0.75,MCC;MNC;EPC;Degree;Closeness;Radiality,9606.ENSP00000263339,mapped,yes,15.0,16,True,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",24,False,0.7291405886365134,2,Tier 1: cross-supported,True,0.8281522762691048,False,True
22,SREBF1,35.0,298.0,False,19.0,14.0,True,26.0,68.26,False,19.0,14.0,True,21.0,41.333333333333336,True,11.0,115.0769629258308,True,21.0,58.46153846153847,True,11.0,854.0,True,6,False,0.75,MNC;Degree;Closeness;Betweenness;Radiality;Stress,9606.ENSP00000348069,mapped,yes,19.0,14,True,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",73,False,0.37706044593587273,38,Tier 1: cross-supported,True,0.5157164462816805,False,True
24,IL18,12.0,404641.0,True,26.0,12.0,False,12.0,68.26,True,23.0,13.0,True,28.0,39.333333333333336,False,19.0,77.55790849958633,True,31.0,56.31794871794872,False,22.0,501.0,True,5,False,0.625,MCC;EPC;Degree;Betweenness;Stress,9606.ENSP00000280357,mapped,yes,20.0,13,True,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",25,False,0.7291405886365134,13,Tier 1: cross-supported,True,0.6965760012083918,False,True
11,CD36,33.0,415.0,False,23.0,12.0,True,4.0,68.26,True,20.0,13.0,True,23.0,40.53333333333333,True,18.0,77.65184547190091,True,23.0,57.68205128205128,True,14.0,653.0,True,7,True,0.875,MNC;EPC;Degree;Closeness;Betweenness;Radiality;Stress,9606.ENSP00000415743,mapped,yes,23.0,13,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",1,True,0.913287219706549,3,Tier 2: replicated + pathway,False,0.7779631671515943,True,False
27,NR3C1,31.0,966.0,False,29.0,11.0,False,21.0,68.26,True,29.0,11.0,False,24.0,40.166666666666664,True,34.0,16.21422596505666,False,20.0,58.46153846153847,True,31.0,154.0,False,3,False,0.375,EPC;Closeness;Radiality,9606.ENSP00000231509,mapped,yes,29.0,11,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",11,True,0.8674020919061598,48,Tier 2: replicated + pathway,False,0.45323702134953936,True,False
32,FASN,38.0,147.0,False,33.0,9.0,False,36.0,68.134,False,31.0,10.0,False,39.0,36.416666666666664,False,15.0,85.47708398339876,True,44.0,54.174358974358974,False,18.0,590.0,True,2,False,0.25,Betweenness;Stress,9606.ENSP00000304592,mapped,yes,32.0,10,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",8,True,0.8674028610630703,23,Tier 2: replicated + pathway,False,0.6266280578075623,True,False
35,RXRA,42.0,72.0,False,35.0,8.0,False,35.0,68.137,False,33.0,10.0,False,38.0,36.5,False,13.0,112.77694426140889,True,43.0,54.369230769230775,False,10.0,891.0,True,2,False,0.25,Betweenness;Stress,9606.ENSP00000419692,mapped,yes,30.0,10,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",12,True,0.8674020919061598,6,Tier 2: replicated + pathway,False,0.7313810468993645,True,False
38,TIMP1,24.0,10920.0,True,32.0,10.0,False,29.0,68.26,False,34.0,10.0,False,33.0,37.25,False,51.0,1.8947311460469354,False,39.0,54.95384615384616,False,53.0,12.0,False,1,False,0.125,MCC,9606.ENSP00000218388,mapped,yes,33.0,10,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",4,True,0.913287219706549,34,Tier 2: replicated + pathway,False,0.524548239530241,True,False
39,ACACA,40.0,96.0,False,36.0,7.0,False,44.0,67.252,False,38.0,7.0,False,51.0,33.28333333333333,False,49.0,2.7990654147194394,False,57.0,51.44615384615385,False,48.0,25.0,False,0,False,0.0,,9606.ENSP00000483300,mapped,yes,40.0,7,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",9,True,0.8674028610630703,21,Tier 2: replicated + pathway,False,0.6506510486126246,True,False
43,AGTR1,60.0,2.0,False,58.0,2.0,False,64.0,51.383,False,60.0,2.0,False,71.0,26.099999999999998,False,63.0,0.0,False,70.0,43.65128205128205,False,63.0,0.0,False,0,False,0.0,,9606.ENSP00000398832,mapped,yes,65.0,2,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",17,True,0.8197203152575905,41,Tier 2: replicated + pathway,False,0.4947912878821037,True,False
45,ANGPT2,74.0,1.0,False,69.0,1.0,False,72.0,34.991,False,74.0,1.0,False,62.0,31.233333333333334,False,65.0,0.0,False,58.0,51.05641025641025,False,65.0,0.0,False,0,False,0.0,,9606.ENSP00000314897,mapped,yes,77.0,1,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",15,True,0.8197203152575905,55,Tier 2: replicated + pathway,False,0.42304060045179126,True,False
50,BMP2,62.0,2.0,False,60.0,2.0,False,63.0,51.464,False,62.0,2.0,False,60.0,31.4,False,66.0,0.0,False,60.0,50.86153846153846,False,66.0,0.0,False,0,False,0.0,,9606.ENSP00000368104,mapped,yes,70.0,2,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",7,True,0.913287219706549,57,Tier 2: replicated + pathway,False,0.41971419647021907,True,False
54,CNR1,,,,,,,,,,,,,,,,,,,,,,,,,0,False,0.0,MCC;MNC;EPC;Degree;Closeness;Betweenness;Radiality;Stress,9606.ENSP00000358513,mapped,yes,82.0,0,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",2,True,0.913287219706549,59,Tier 2: replicated + pathway,False,0.4038022047080674,True,False
59,EPAS1,51.0,8.0,False,50.0,4.0,False,54.0,63.09,False,51.0,4.0,False,56.0,32.416666666666664,False,56.0,0.7261904761904762,False,55.0,51.641025641025635,False,59.0,4.0,False,0,False,0.0,,9606.ENSP00000263734,mapped,yes,55.0,4,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",16,True,0.8197203152575905,30,Tier 2: replicated + pathway,False,0.5417369788823629,True,False
60,FABP1,66.0,2.0,False,62.0,2.0,False,62.0,51.644,False,66.0,2.0,False,66.0,28.45,False,69.0,0.0,False,65.0,47.15897435897436,False,69.0,0.0,False,0,False,0.0,,9606.ENSP00000295834,mapped,yes,62.0,2,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",10,True,0.8674020919061598,46,Tier 2: replicated + pathway,False,0.4576376559938695,True,False
72,INHBA,,,,,,,,,,,,,,,,,,,,,,,,,0,False,0.0,MCC;MNC;EPC;Degree;Closeness;Betweenness;Radiality;Stress,9606.ENSP00000242208,mapped,yes,86.0,0,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",3,True,0.913287219706549,73,Tier 2: replicated + pathway,False,0.2617853483756729,True,False
76,MKI67,76.0,1.0,False,75.0,1.0,False,77.0,1.5,False,76.0,1.0,False,77.0,1.0,False,74.0,0.0,False,77.0,0.07692307692307693,False,74.0,0.0,False,0,False,0.0,,9606.ENSP00000357643,mapped,yes,74.0,1,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",13,True,0.8340076024344198,77,Tier 2: replicated + pathway,False,0.22316827721358934,True,False
95,UBE2C,78.0,1.0,False,78.0,1.0,False,78.0,1.5,False,78.0,1.0,False,78.0,1.0,False,77.0,0.0,False,78.0,0.07692307692307693,False,77.0,0.0,False,0,False,0.0,,9606.ENSP00000348838,mapped,yes,75.0,1,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",5,True,0.913287219706549,69,Tier 2: replicated + pathway,False,0.3111453388930218,True,False
96,VEGFA,71.0,2.0,False,66.0,2.0,False,59.0,53.542,False,71.0,2.0,False,65.0,28.566666666666666,False,78.0,0.0,False,66.0,47.15897435897436,False,78.0,0.0,False,0,False,0.0,,9606.ENSP00000352798,mapped,yes,63.0,2,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",6,True,0.913287219706549,91,"Tier 2b: replicated, no representative pathway",False,0.0,True,False
