cohort,Patient,Sample,Class,cell_type,cell_type_source,n_cells,total_library_umi,total_umi,detected_cells,mean_cpm_per_cell,mean_log1p_cpm,gene_symbol,pseudobulk_cpm,log1p_pseudobulk_cpm,detection_rate,passes_min_cells
GSE132465,SMC11,SMC11-T,Tumor,Epithelial cells,GEO curated annotation,326,10033830,2758,274,270.6638901882565,4.59806107998935,CEBPB,274.8701144029748,5.619930154961001,0.8404907975460123,True
GSE132465,SMC11,SMC11-T,Tumor,Myeloids,GEO curated annotation,76,610748,323,65,554.0030203990564,5.330402991722842,CEBPB,528.8596933596181,6.272612241988971,0.8552631578947368,True
GSE132465,SMC11,SMC11-T,Tumor,Stromal cells,GEO curated annotation,53,479053,239,36,525.9839419985235,4.191056688073154,CEBPB,498.9009566791148,6.214409992158672,0.6792452830188679,True
GSE132465,SMC11,SMC11-T,Tumor,T cells,GEO curated annotation,989,2529861,413,291,161.52456286298312,1.818017736120073,CEBPB,163.25007579467805,5.101390118823841,0.2942366026289181,True
GSE132465,SMC14,SMC14-T,Tumor,B cells,GEO curated annotation,58,598192,37,24,112.2668121855578,2.175067792399708,CEBPB,61.85305052558376,4.140799470462749,0.4137931034482758,True
GSE132465,SMC14,SMC14-T,Tumor,Epithelial cells,GEO curated annotation,166,2568912,966,117,306.50374590576905,4.1007995042875445,CEBPB,376.0346792727816,5.932337170678383,0.7048192771084337,True
GSE132465,SMC14,SMC14-T,Tumor,Myeloids,GEO curated annotation,593,3256552,1984,481,700.5710686901058,5.273081652893911,CEBPB,609.2333240801928,6.413841382525576,0.8111298482293423,True
GSE132465,SMC14,SMC14-T,Tumor,Stromal cells,GEO curated annotation,297,3608787,1566,219,412.4084412275648,4.383858796983416,CEBPB,433.9408227750765,6.075209982236934,0.7373737373737373,True
GSE132465,SMC14,SMC14-T,Tumor,T cells,GEO curated annotation,635,1882649,215,170,120.12546019991166,1.6062855141334194,CEBPB,114.2007883572562,4.746676591617335,0.2677165354330709,True
GSE132465,SMC15,SMC15-T,Tumor,B cells,GEO curated annotation,380,2429995,94,66,35.80175767327788,0.8795265898879694,CEBPB,38.68320716709294,3.6809281049340368,0.1736842105263158,True
GSE132465,SMC15,SMC15-T,Tumor,Epithelial cells,GEO curated annotation,319,4944209,562,220,108.35964873291968,3.3505598518092765,CEBPB,113.66833400448888,4.742043909336394,0.6896551724137931,True
GSE132465,SMC15,SMC15-T,Tumor,Myeloids,GEO curated annotation,148,933570,618,124,801.7836985401271,5.507567799363429,CEBPB,661.9749991966323,6.496737280872511,0.8378378378378378,True
GSE132465,SMC15,SMC15-T,Tumor,Stromal cells,GEO curated annotation,306,3308960,1388,212,391.05655667227126,4.146531617575217,CEBPB,419.4671437551376,6.04136634022499,0.6928104575163399,True
GSE132465,SMC15,SMC15-T,Tumor,T cells,GEO curated annotation,874,2432741,198,167,84.22978555104427,1.144157323277264,CEBPB,81.38967526752745,4.41146012891334,0.1910755148741418,True
GSE132465,SMC16,SMC16-T,Tumor,B cells,GEO curated annotation,12,60116,4,2,31.799003138442387,0.8655260358102397,CEBPB,66.53802648213454,4.212690794544346,0.1666666666666666,False
GSE132465,SMC16,SMC16-T,Tumor,Epithelial cells,GEO curated annotation,2720,50180992,3958,1834,82.18981173860159,3.093569991595873,CEBPB,78.87448697706095,4.380456489854675,0.674264705882353,True
GSE132465,SMC16,SMC16-T,Tumor,Myeloids,GEO curated annotation,46,194056,74,27,361.4450497061339,3.677122098313112,CEBPB,381.3332233994311,5.946292540927038,0.5869565217391305,False
GSE132465,SMC16,SMC16-T,Tumor,Stromal cells,GEO curated annotation,29,209707,150,22,730.7041926492659,4.95844347226494,CEBPB,715.2837053603361,6.5740763250164616,0.7586206896551724,False
GSE132465,SMC16,SMC16-T,Tumor,T cells,GEO curated annotation,149,316300,32,28,115.72266222647944,1.1907025146950034,CEBPB,101.16977552956054,4.626635895572051,0.1879194630872483,True
GSE132465,SMC17,SMC17-T,Tumor,B cells,GEO curated annotation,44,747739,15,11,38.85895613954029,1.101312913527282,CEBPB,20.06047564725125,3.04739809179035,0.25,False
GSE132465,SMC17,SMC17-T,Tumor,Epithelial cells,GEO curated annotation,505,8623979,560,243,83.07785350875042,2.224684853457484,CEBPB,64.93522305654965,4.188672791230351,0.4811881188118811,True
GSE132465,SMC17,SMC17-T,Tumor,Myeloids,GEO curated annotation,362,1881074,793,260,459.0914932806059,4.461812935316738,CEBPB,421.5676788898257,6.0463496206901866,0.7182320441988951,True
GSE132465,SMC17,SMC17-T,Tumor,Stromal cells,GEO curated annotation,203,2808904,820,137,277.89833146405425,3.8443420068322474,CEBPB,291.92880924374776,5.67992960763028,0.6748768472906403,True
GSE132465,SMC17,SMC17-T,Tumor,T cells,GEO curated annotation,229,670446,60,46,98.59018928848498,1.212903151477934,CEBPB,89.49266607601507,4.50526880958805,0.2008733624454148,True
GSE132465,SMC18,SMC18-T,Tumor,B cells,GEO curated annotation,61,414492,16,13,40.734790272762,1.021343521613955,CEBPB,38.601468785887306,3.678866208125307,0.2131147540983606,True
GSE132465,SMC18,SMC18-T,Tumor,Epithelial cells,GEO curated annotation,1516,41041373,11528,1377,284.2779555248776,4.935415590148241,CEBPB,280.8872890290488,5.641507306748903,0.908311345646438,True
GSE132465,SMC18,SMC18-T,Tumor,Myeloids,GEO curated annotation,79,400134,187,67,586.9946106938547,5.251690099086356,CEBPB,467.3434399476175,6.149201872826218,0.8481012658227848,True
GSE132465,SMC18,SMC18-T,Tumor,Stromal cells,GEO curated annotation,7,54612,11,4,143.8405756383331,3.1097334441386777,CEBPB,201.4209331282502,5.310349356612051,0.5714285714285714,False
GSE132465,SMC18,SMC18-T,Tumor,T cells,GEO curated annotation,273,561348,58,45,99.03058165364244,1.0335565076655733,CEBPB,103.32271603354782,4.647489133437082,0.1648351648351648,True
GSE132465,SMC19,SMC19-T,Tumor,B cells,GEO curated annotation,330,3004137,96,59,36.25815290991879,0.8731619954717914,CEBPB,31.955932768711943,3.495171298419461,0.1787878787878788,True
GSE132465,SMC19,SMC19-T,Tumor,Epithelial cells,GEO curated annotation,382,5063411,441,188,127.01668158330016,2.475150133546567,CEBPB,87.09543823323843,4.478420752183127,0.4921465968586387,True
