cohort,Patient,Sample,Class,cell_type,cell_type_source,n_cells,total_library_umi,total_umi,detected_cells,mean_cpm_per_cell,mean_log1p_cpm,gene_symbol,pseudobulk_cpm,log1p_pseudobulk_cpm,detection_rate,passes_min_cells
GSE294300,patient_10,GSE294300_nor_10,Normal,Epithelial cells,Reference-mapped to GSE132465 curated labels,459,4625377,449,225,119.4262262014561,2.5545276854507493,CEBPB,97.07316830606456,4.585713815459976,0.4901960784313725,True
GSE294300,patient_10,GSE294300_nor_10,Normal,Mast cells,Reference-mapped to GSE132465 curated labels,19,74148,7,5,86.04093741931608,1.5016248698234462,CEBPB,94.40578302853751,4.558139195364771,0.2631578947368421,False
GSE294300,patient_10,GSE294300_nor_10,Normal,Myeloids,Reference-mapped to GSE132465 curated labels,8,30348,13,5,599.3124485094139,4.017436095126164,CEBPB,428.3643073678661,6.062305759884272,0.625,False
GSE294300,patient_10,GSE294300_nor_10,Normal,Stromal cells,Reference-mapped to GSE132465 curated labels,21,137753,125,19,879.4935530818984,6.045601369017184,CEBPB,907.4212539835792,6.811708207121476,0.9047619047619048,False
GSE294300,patient_10,GSE294300_nor_10,Normal,T cells,Reference-mapped to GSE132465 curated labels,833,3295513,647,338,188.6758818412047,2.411138720680318,CEBPB,196.3275520381804,5.284865048682912,0.4057623049219688,True
GSE294300,patient_10,GSE294300_tum_10,Tumor,B cells,Reference-mapped to GSE132465 curated labels,709,9494036,502,267,58.02500482702213,1.7741117518671117,CEBPB,52.87529981980266,3.986672113509172,0.3765867418899859,True
GSE294300,patient_10,GSE294300_tum_10,Tumor,Epithelial cells,Reference-mapped to GSE132465 curated labels,2314,39046605,2986,1164,81.1175422376203,2.4008140109362066,CEBPB,76.4727176664911,4.349925844272365,0.5030250648228176,True
GSE294300,patient_10,GSE294300_tum_10,Tumor,Mast cells,Reference-mapped to GSE132465 curated labels,82,691512,73,38,134.70947736654665,2.4634908416043992,CEBPB,105.56577470817572,4.6687623974049695,0.4634146341463415,True
GSE294300,patient_10,GSE294300_tum_10,Tumor,Myeloids,Reference-mapped to GSE132465 curated labels,390,4984905,3526,353,881.8662322451203,5.83542867198783,CEBPB,707.3354457106003,6.562917774865632,0.9051282051282052,True
GSE294300,patient_10,GSE294300_tum_10,Tumor,Stromal cells,Reference-mapped to GSE132465 curated labels,44,385455,157,33,698.2545210681092,4.83064782049111,CEBPB,407.3108404353297,6.0120287481453305,0.75,False
GSE294300,patient_10,GSE294300_tum_10,Tumor,T cells,Reference-mapped to GSE132465 curated labels,1031,4547869,646,375,151.11506787634946,2.1001581832017604,CEBPB,142.04454877658085,4.963156111650702,0.3637245392822502,True
GSE294300,patient_11,GSE294300_nor_11,Normal,B cells,Reference-mapped to GSE132465 curated labels,2306,19861043,751,542,47.86471211869058,1.181246224247439,CEBPB,37.8127170864088,3.658747952886656,0.2350390286209887,True
GSE294300,patient_11,GSE294300_nor_11,Normal,Epithelial cells,Reference-mapped to GSE132465 curated labels,102,887984,55,35,59.57805649658405,1.644201716614761,CEBPB,61.93805293789077,4.142150955947887,0.3431372549019608,True
GSE294300,patient_11,GSE294300_nor_11,Normal,Mast cells,Reference-mapped to GSE132465 curated labels,64,207300,9,8,37.44778386964221,0.6923845595133582,CEBPB,43.41534008683068,3.79358490721882,0.125,True
GSE294300,patient_11,GSE294300_nor_11,Normal,Myeloids,Reference-mapped to GSE132465 curated labels,134,464204,85,42,196.2570710865231,1.9208869826032955,CEBPB,183.10915028737367,5.215528789814175,0.3134328358208955,True
GSE294300,patient_11,GSE294300_nor_11,Normal,Stromal cells,Reference-mapped to GSE132465 curated labels,154,555112,164,86,304.3761540031106,3.410390521658864,CEBPB,295.4358760034011,5.691830925245062,0.5584415584415584,True
GSE294300,patient_11,GSE294300_nor_11,Normal,T cells,Reference-mapped to GSE132465 curated labels,3355,8897648,862,742,97.00158270744774,1.326961072670578,CEBPB,96.87953490630332,4.58373748689076,0.2211624441132637,True
GSE294300,patient_11,GSE294300_tum_11,Tumor,B cells,Reference-mapped to GSE132465 curated labels,2225,33590478,2276,1059,78.12753814662528,2.247386241303176,CEBPB,67.75729717213312,4.230582871599729,0.4759550561797753,True
GSE294300,patient_11,GSE294300_tum_11,Tumor,Epithelial cells,Reference-mapped to GSE132465 curated labels,480,6160949,898,305,157.55721248471323,3.301010458962837,CEBPB,145.7567657190475,4.988776561352771,0.6354166666666666,True
GSE294300,patient_11,GSE294300_tum_11,Tumor,Mast cells,Reference-mapped to GSE132465 curated labels,68,328535,68,40,226.781305794049,3.355360816927888,CEBPB,206.97946946291876,5.3374393703245095,0.5882352941176471,True
GSE294300,patient_11,GSE294300_tum_11,Tumor,Myeloids,Reference-mapped to GSE132465 curated labels,171,1112390,778,116,705.7565602655325,4.408350263719717,CEBPB,699.3949963591906,6.551644456410151,0.6783625730994152,True
GSE294300,patient_11,GSE294300_tum_11,Tumor,Stromal cells,Reference-mapped to GSE132465 curated labels,107,629655,504,86,895.9451445518649,5.32663654340998,CEBPB,800.4383352788432,6.686408032444596,0.8037383177570093,True
GSE294300,patient_11,GSE294300_tum_11,Tumor,T cells,Reference-mapped to GSE132465 curated labels,3801,11458308,1721,1213,156.91203813872298,1.9327167475695504,CEBPB,150.1966957076036,5.018581609720945,0.3191265456458826,True
GSE294300,patient_15,GSE294300_nor_15,Normal,B cells,Reference-mapped to GSE132465 curated labels,3049,31659814,2230,1051,81.17412608656008,1.7413664213415274,CEBPB,70.43629504582687,4.268806074162758,0.3447031813709413,True
GSE294300,patient_15,GSE294300_nor_15,Normal,Epithelial cells,Reference-mapped to GSE132465 curated labels,7,35667,1,1,25.83311805734952,0.7432974613051311,CEBPB,28.037121148400484,3.368575051034247,0.1428571428571428,False
GSE294300,patient_15,GSE294300_nor_15,Normal,Mast cells,Reference-mapped to GSE132465 curated labels,156,591462,165,76,338.3504293687893,3.06799071308152,CEBPB,278.9697393915416,5.63468152372724,0.4871794871794871,True
GSE294300,patient_15,GSE294300_nor_15,Normal,Myeloids,Reference-mapped to GSE132465 curated labels,37,104985,21,13,192.62262865323615,2.1526310586403032,CEBPB,200.02857551078725,5.30344706467468,0.3513513513513513,False
GSE294300,patient_15,GSE294300_nor_15,Normal,Stromal cells,Reference-mapped to GSE132465 curated labels,131,586018,334,95,542.6126278320518,4.588450437745703,CEBPB,569.9483633608523,6.34729877362433,0.7251908396946565,True
GSE294300,patient_15,GSE294300_nor_15,Normal,T cells,Reference-mapped to GSE132465 curated labels,3227,10487864,2109,1128,202.9214175922999,2.1520357203923752,CEBPB,201.0895640904573,5.3087109857208405,0.3495506662534862,True
GSE294300,patient_15,GSE294300_tum_15,Tumor,B cells,Reference-mapped to GSE132465 curated labels,2829,34155004,2467,1130,92.54622605942144,1.9832203825748496,CEBPB,72.22953333573025,4.293598800469446,0.3994344291268999,True
GSE294300,patient_15,GSE294300_tum_15,Tumor,Epithelial cells,Reference-mapped to GSE132465 curated labels,101,1764558,223,62,123.52780638415432,3.06589783948733,CEBPB,126.37725708081004,4.847153211352998,0.6138613861386139,True
GSE294300,patient_15,GSE294300_tum_15,Tumor,Mast cells,Reference-mapped to GSE132465 curated labels,228,1146932,368,136,372.5945834601939,3.637198304275695,CEBPB,320.8559879748756,5.774104203187684,0.5964912280701754,True
GSE294300,patient_15,GSE294300_tum_15,Tumor,Myeloids,Reference-mapped to GSE132465 curated labels,208,1126911,1562,157,1741.0110186919196,5.446858361513143,CEBPB,1386.08993966693,7.23496326296155,0.7548076923076923,True
GSE294300,patient_15,GSE294300_tum_15,Tumor,Stromal cells,Reference-mapped to GSE132465 curated labels,264,1542565,1080,215,750.0311962996522,5.285883886540481,CEBPB,700.1325713989362,6.552696986698966,0.8143939393939394,True
GSE294300,patient_15,GSE294300_tum_15,Tumor,T cells,Reference-mapped to GSE132465 curated labels,3034,9852293,2283,1199,239.13235749350295,2.4375536202473205,CEBPB,231.7227065821124,5.449847644327774,0.3951878707976269,True
GSE294300,patient_16,GSE294300_nor_16,Normal,B cells,Reference-mapped to GSE132465 curated labels,2075,15973570,1253,617,82.70535725271962,1.579786786821898,CEBPB,78.4420765051269,4.375028158684402,0.2973493975903614,True
GSE294300,patient_16,GSE294300_nor_16,Normal,Epithelial cells,Reference-mapped to GSE132465 curated labels,24,66326,4,4,40.323064428918514,0.9094887851310997,CEBPB,60.30817477309049,4.115913190871335,0.1666666666666666,False
GSE294300,patient_16,GSE294300_nor_16,Normal,Mast cells,Reference-mapped to GSE132465 curated labels,35,125984,17,13,146.7814124343318,2.186232415131665,CEBPB,134.93776987553974,4.912197206572359,0.3714285714285714,False
GSE294300,patient_16,GSE294300_nor_16,Normal,Myeloids,Reference-mapped to GSE132465 curated labels,36,116996,44,20,338.20676722523217,3.4403959927544268,CEBPB,376.081233546446,5.932460637834909,0.5555555555555556,False
GSE294300,patient_16,GSE294300_nor_16,Normal,Stromal cells,Reference-mapped to GSE132465 curated labels,295,926285,334,170,381.3020336004446,3.625157343565467,CEBPB,360.580167011233,5.890483779146657,0.576271186440678,True
GSE294300,patient_16,GSE294300_nor_16,Normal,T cells,Reference-mapped to GSE132465 curated labels,3864,10250433,1941,1189,190.08363593872625,1.9230145419846727,CEBPB,189.3578544438074,5.248905745144042,0.307712215320911,True
GSE294300,patient_16,GSE294300_tum_16,Tumor,B cells,Reference-mapped to GSE132465 curated labels,835,16385537,655,349,44.58899260582699,1.826809107986629,CEBPB,39.97427731541542,3.712944487266679,0.4179640718562874,True
GSE294300,patient_16,GSE294300_tum_16,Tumor,Epithelial cells,Reference-mapped to GSE132465 curated labels,70,708320,150,47,275.73207262818454,3.863473504338516,CEBPB,211.76869211655747,5.360205623131346,0.6714285714285714,True
GSE294300,patient_16,GSE294300_tum_16,Tumor,Mast cells,Reference-mapped to GSE132465 curated labels,16,115629,11,5,69.18118265466768,1.676276748286762,CEBPB,95.13184408755588,4.56572062516176,0.3125,False
GSE294300,patient_16,GSE294300_tum_16,Tumor,Myeloids,Reference-mapped to GSE132465 curated labels,123,1420156,897,89,674.2081186539467,4.6328763075844,CEBPB,631.6207515230722,6.449871113879323,0.7235772357723578,True
GSE294300,patient_16,GSE294300_tum_16,Tumor,Stromal cells,Reference-mapped to GSE132465 curated labels,24,164593,67,19,493.8768024397,4.840370055991676,CEBPB,407.0646989847685,6.011425737775386,0.7916666666666666,False
GSE294300,patient_16,GSE294300_tum_16,Tumor,T cells,Reference-mapped to GSE132465 curated labels,2503,11842652,1633,876,152.2089254550233,2.0293448351790864,CEBPB,137.89141148452222,4.933692415483748,0.3499800239712345,True
GSE294300,patient_17,GSE294300_nor_17,Normal,B cells,Reference-mapped to GSE132465 curated labels,487,3336718,442,182,128.21655125720295,2.04258353721392,CEBPB,132.46549453684727,4.893842976542938,0.3737166324435318,True
GSE294300,patient_17,GSE294300_nor_17,Normal,Epithelial cells,Reference-mapped to GSE132465 curated labels,420,4183371,407,186,88.51192272494484,2.217859230097245,CEBPB,97.28996065613114,4.587921892294921,0.4428571428571428,True
GSE294300,patient_17,GSE294300_nor_17,Normal,Mast cells,Reference-mapped to GSE132465 curated labels,44,129173,21,15,179.67598432204946,2.092304052235097,CEBPB,162.57267385599158,5.097257379997446,0.3409090909090909,False
GSE294300,patient_17,GSE294300_nor_17,Normal,Myeloids,Reference-mapped to GSE132465 curated labels,33,96370,17,6,111.5941412472512,1.106257664083142,CEBPB,176.4034450555152,5.178426489391064,0.1818181818181818,False
GSE294300,patient_17,GSE294300_nor_17,Normal,Stromal cells,Reference-mapped to GSE132465 curated labels,123,302837,82,49,271.2592655177481,2.508155963907258,CEBPB,270.7727259218656,5.604966150552032,0.3983739837398374,True
GSE294300,patient_17,GSE294300_nor_17,Normal,T cells,Reference-mapped to GSE132465 curated labels,3018,7604052,809,612,105.92311795449034,1.2471846068910193,CEBPB,106.39064540852692,4.676473077802032,0.2027833001988071,True
GSE294300,patient_17,GSE294300_tum_17,Tumor,B cells,Reference-mapped to GSE132465 curated labels,1192,12283600,625,355,63.531740057998746,1.4980202806955032,CEBPB,50.88084926243121,3.9489497290604287,0.2978187919463087,True
GSE294300,patient_17,GSE294300_tum_17,Tumor,Epithelial cells,Reference-mapped to GSE132465 curated labels,283,4787537,1026,182,187.50257801881335,3.468236133293196,CEBPB,214.306437736147,5.372062305159452,0.6431095406360424,True
GSE294300,patient_17,GSE294300_tum_17,Tumor,Mast cells,Reference-mapped to GSE132465 curated labels,112,465647,60,38,135.4436462502996,1.979669441020159,CEBPB,128.8529723159389,4.866402828227515,0.3392857142857143,True
GSE294300,patient_17,GSE294300_tum_17,Tumor,Myeloids,Reference-mapped to GSE132465 curated labels,331,2395973,1466,215,613.5150636416524,4.149220242118883,CEBPB,611.8599833971418,6.418136497769759,0.649546827794562,True
GSE294300,patient_17,GSE294300_tum_17,Tumor,Stromal cells,Reference-mapped to GSE132465 curated labels,564,4186599,2531,442,609.1829892435993,4.890617500491399,CEBPB,604.547987519225,6.406133812568299,0.7836879432624113,True
GSE294300,patient_17,GSE294300_tum_17,Tumor,T cells,Reference-mapped to GSE132465 curated labels,3188,8529654,1051,776,129.226611251716,1.4929740082793157,CEBPB,123.21719028696826,4.822031568029495,0.2434127979924717,True
GSE294300,patient_18,GSE294300_nor_18,Normal,B cells,Reference-mapped to GSE132465 curated labels,3994,32953795,2976,1402,111.6541116847426,1.871653207311285,CEBPB,90.30826343369556,4.514241292089009,0.3510265398097146,True
GSE294300,patient_18,GSE294300_nor_18,Normal,Epithelial cells,Reference-mapped to GSE132465 curated labels,201,1938657,159,87,82.06220675867827,2.1702141795252614,CEBPB,82.01553962356415,4.419027814652592,0.4328358208955223,True
GSE294300,patient_18,GSE294300_nor_18,Normal,Mast cells,Reference-mapped to GSE132465 curated labels,20,82598,13,6,161.571432583275,1.8138672309289132,CEBPB,157.38879876026053,5.065052761982564,0.3,False
GSE294300,patient_18,GSE294300_nor_18,Normal,Myeloids,Reference-mapped to GSE132465 curated labels,52,179561,79,21,354.7286249851658,2.5939879525889045,CEBPB,439.9619070956388,6.0889584932480725,0.4038461538461538,True
GSE294300,patient_18,GSE294300_nor_18,Normal,Stromal cells,Reference-mapped to GSE132465 curated labels,134,397660,277,96,763.0984269176388,4.770800528269257,CEBPB,696.5749635366897,6.547609982525112,0.7164179104477612,True
GSE294300,patient_18,GSE294300_nor_18,Normal,T cells,Reference-mapped to GSE132465 curated labels,3200,8315379,1941,1121,229.85636875024,2.2039781129452827,CEBPB,233.42291433739825,5.457126810337021,0.3503125,True
GSE294300,patient_18,GSE294300_tum_18,Tumor,B cells,Reference-mapped to GSE132465 curated labels,1293,19925376,1356,595,71.11198343050582,2.1637901878711663,CEBPB,68.05392279673919,4.234887689200913,0.4601701469450889,True
GSE294300,patient_18,GSE294300_tum_18,Tumor,Epithelial cells,Reference-mapped to GSE132465 curated labels,469,4704730,781,274,212.0071828427618,3.231005433868019,CEBPB,166.00315002136148,5.118012674642224,0.5842217484008528,True
GSE294300,patient_18,GSE294300_tum_18,Tumor,Mast cells,Reference-mapped to GSE132465 curated labels,52,253025,45,25,204.21754508881804,2.784576969295199,CEBPB,177.84803873135067,5.18653649964742,0.4807692307692308,True
GSE294300,patient_18,GSE294300_tum_18,Tumor,Myeloids,Reference-mapped to GSE132465 curated labels,29,134859,129,19,982.4009186479468,4.489940517120683,CEBPB,956.5546237181056,6.8643827676971725,0.6551724137931034,False
GSE294300,patient_18,GSE294300_tum_18,Tumor,Stromal cells,Reference-mapped to GSE132465 curated labels,4,11466,5,2,431.632289782234,3.2012836990346005,CEBPB,436.0718646432932,6.080097631559826,0.5,False
GSE294300,patient_18,GSE294300_tum_18,Tumor,T cells,Reference-mapped to GSE132465 curated labels,1905,8033738,1524,753,201.8661955466741,2.3584997343233667,CEBPB,189.69998772675933,5.250701448247479,0.3952755905511811,True
GSE294300,patient_19,GSE294300_nor_19,Normal,B cells,Reference-mapped to GSE132465 curated labels,4475,38478743,2465,1356,67.48269441492182,1.5389346959321992,CEBPB,64.06134420763173,4.1753305818774455,0.3030167597765363,True
GSE294300,patient_19,GSE294300_nor_19,Normal,Epithelial cells,Reference-mapped to GSE132465 curated labels,171,501539,40,30,78.52206943315778,1.0470141590603492,CEBPB,79.75451560098018,4.391413881294431,0.175438596491228,True
GSE294300,patient_19,GSE294300_nor_19,Normal,Mast cells,Reference-mapped to GSE132465 curated labels,132,430848,51,34,121.82077789757967,1.538095849771681,CEBPB,118.37121212121212,4.782238067375674,0.2575757575757575,True
GSE294300,patient_19,GSE294300_nor_19,Normal,Myeloids,Reference-mapped to GSE132465 curated labels,45,143093,9,7,74.33791343018872,0.9233715428259888,CEBPB,62.896158442411576,4.157259241304194,0.1555555555555555,False
GSE294300,patient_19,GSE294300_nor_19,Normal,Stromal cells,Reference-mapped to GSE132465 curated labels,99,277040,81,54,336.2836939929498,3.410570932458048,CEBPB,292.3765521224372,5.681456944732181,0.5454545454545454,True
GSE294300,patient_19,GSE294300_nor_19,Normal,T cells,Reference-mapped to GSE132465 curated labels,3497,11860985,1590,1049,133.84866078372963,1.7836211559397346,CEBPB,134.05294754187784,4.905666905560449,0.2999714040606234,True
GSE294300,patient_19,GSE294300_tum_19,Tumor,B cells,Reference-mapped to GSE132465 curated labels,1463,18832929,989,521,75.0305606255161,1.7336139999886864,CEBPB,52.51440176936896,3.9799508096271294,0.3561175666438824,True
GSE294300,patient_19,GSE294300_tum_19,Tumor,Epithelial cells,Reference-mapped to GSE132465 curated labels,578,4531217,1320,374,370.41058403325405,3.889641550133095,CEBPB,291.31246638596207,5.677823320492597,0.6470588235294118,True
GSE294300,patient_19,GSE294300_tum_19,Tumor,Mast cells,Reference-mapped to GSE132465 curated labels,201,1066903,221,90,206.20453442524465,2.632999602573626,CEBPB,207.1416051881005,5.338218642239649,0.4477611940298507,True
GSE294300,patient_19,GSE294300_tum_19,Tumor,Myeloids,Reference-mapped to GSE132465 curated labels,434,3342542,3060,363,961.5116282737572,5.597508834345299,CEBPB,915.4709200363076,6.820530337410642,0.836405529953917,True
GSE294300,patient_19,GSE294300_tum_19,Tumor,Stromal cells,Reference-mapped to GSE132465 curated labels,405,3926226,3602,341,893.9921229738807,5.563639829044516,CEBPB,917.420443958142,6.822655285724927,0.8419753086419753,True
GSE294300,patient_19,GSE294300_tum_19,Tumor,T cells,Reference-mapped to GSE132465 curated labels,5142,16774753,2285,1624,148.3506784602475,1.8880884549569652,CEBPB,136.21661076022997,4.921560777644419,0.3158304161804745,True
GSE294300,patient_20,GSE294300_nor_20,Normal,B cells,Reference-mapped to GSE132465 curated labels,3206,24179267,3172,1482,132.9890094051986,2.4870007958730285,CEBPB,131.18677253532954,4.884215865946623,0.4622582657517155,True
GSE294300,patient_20,GSE294300_nor_20,Normal,Epithelial cells,Reference-mapped to GSE132465 curated labels,1267,23706523,5757,1086,233.40661614166257,4.630600091060984,CEBPB,242.84455379643825,5.496530947670185,0.8571428571428571,True
GSE294300,patient_20,GSE294300_nor_20,Normal,Mast cells,Reference-mapped to GSE132465 curated labels,51,233073,62,29,286.2417924432684,3.442638004304845,CEBPB,266.01107807425143,5.587290148454325,0.5686274509803921,True
GSE294300,patient_20,GSE294300_nor_20,Normal,Myeloids,Reference-mapped to GSE132465 curated labels,114,987068,567,96,618.075895528008,5.21681388328131,CEBPB,574.4285094846556,6.35511499713482,0.8421052631578947,True
GSE294300,patient_20,GSE294300_nor_20,Normal,Stromal cells,Reference-mapped to GSE132465 curated labels,393,1665673,1506,328,895.3576220662807,5.599178842908922,CEBPB,904.1390477002388,6.808088575765583,0.8346055979643766,True
GSE294300,patient_20,GSE294300_nor_20,Normal,T cells,Reference-mapped to GSE132465 curated labels,1498,3921114,805,528,210.91365807155708,2.203082193936188,CEBPB,205.2988002899176,5.329325604693926,0.3524699599465954,True
GSE294300,patient_20,GSE294300_tum_20,Tumor,B cells,Reference-mapped to GSE132465 curated labels,3497,30277431,2456,1277,92.24245207274488,1.8891252690204805,CEBPB,81.11652537495668,4.408139279698787,0.3651701458392908,True
GSE294300,patient_20,GSE294300_tum_20,Tumor,Epithelial cells,Reference-mapped to GSE132465 curated labels,134,1024477,233,84,252.478962224396,3.586888268729604,CEBPB,227.4331195331862,5.431243473982122,0.6268656716417911,True
GSE294300,patient_20,GSE294300_tum_20,Tumor,Mast cells,Reference-mapped to GSE132465 curated labels,154,729578,107,55,146.49545161980353,2.0705033079229147,CEBPB,146.66012407172366,4.994913173883434,0.3571428571428571,True
GSE294300,patient_20,GSE294300_tum_20,Tumor,Myeloids,Reference-mapped to GSE132465 curated labels,178,797633,379,98,548.7267235671654,3.5843073308076434,CEBPB,475.155867422737,6.165745253199304,0.550561797752809,True
GSE294300,patient_20,GSE294300_tum_20,Tumor,Stromal cells,Reference-mapped to GSE132465 curated labels,350,1501319,1109,253,730.3261267688902,4.743293254034042,CEBPB,738.6837840592173,6.606222776032607,0.7228571428571429,True
GSE294300,patient_20,GSE294300_tum_20,Tumor,T cells,Reference-mapped to GSE132465 curated labels,3793,12474523,1607,1111,141.7906023606804,1.7546034632111929,CEBPB,128.82256099090924,4.866168602655461,0.2929079883996836,True
GSE294300,patient_21,GSE294300_nor_21,Normal,B cells,Reference-mapped to GSE132465 curated labels,2367,32063757,2099,953,69.50589615688317,1.934759975287551,CEBPB,65.46332047114753,4.196650223627647,0.4026193493874102,True
GSE294300,patient_21,GSE294300_nor_21,Normal,Epithelial cells,Reference-mapped to GSE132465 curated labels,395,8674816,769,274,91.74867893503776,3.2214595824374403,CEBPB,88.64741338605914,4.49588434727639,0.6936708860759494,True
GSE294300,patient_21,GSE294300_nor_21,Normal,Mast cells,Reference-mapped to GSE132465 curated labels,140,655106,76,52,126.06591069013808,2.115963829460469,CEBPB,116.01175992892752,4.762274441959798,0.3714285714285714,True
GSE294300,patient_21,GSE294300_nor_21,Normal,Myeloids,Reference-mapped to GSE132465 curated labels,96,773634,412,73,508.771323434607,4.722133899613207,CEBPB,532.5515683126647,6.279555726450372,0.7604166666666666,True
GSE294300,patient_21,GSE294300_nor_21,Normal,Stromal cells,Reference-mapped to GSE132465 curated labels,48,407208,53,26,131.35156510725508,2.865523297086014,CEBPB,130.1546138582739,4.876376885703794,0.5416666666666666,False
GSE294300,patient_21,GSE294300_nor_21,Normal,T cells,Reference-mapped to GSE132465 curated labels,1212,3911059,543,378,138.009553580836,1.8625267253058275,CEBPB,138.83707711901047,4.940478010079877,0.3118811881188119,True
GSE294300,patient_21,GSE294300_tum_21,Tumor,B cells,Reference-mapped to GSE132465 curated labels,830,11362379,571,341,62.4951117238851,1.9304117416348077,CEBPB,50.25356045595733,3.936785087916791,0.4108433734939759,True
GSE294300,patient_21,GSE294300_tum_21,Tumor,Epithelial cells,Reference-mapped to GSE132465 curated labels,14,432809,76,13,223.78043156012487,4.760945394130599,CEBPB,175.5970878609271,5.173870798005172,0.9285714285714286,False
GSE294300,patient_21,GSE294300_tum_21,Tumor,Mast cells,Reference-mapped to GSE132465 curated labels,186,886430,268,94,310.3432510639156,3.0576609533724177,CEBPB,302.3363378947012,5.714842215941097,0.5053763440860215,True
GSE294300,patient_21,GSE294300_tum_21,Tumor,Myeloids,Reference-mapped to GSE132465 curated labels,804,5935994,5351,727,1076.9280541939895,6.117450919760135,CEBPB,901.449698230827,6.805112952621401,0.904228855721393,True
GSE294300,patient_21,GSE294300_tum_21,Tumor,Stromal cells,Reference-mapped to GSE132465 curated labels,1354,15307663,10684,1243,799.9140499658441,5.8823610390982415,CEBPB,697.9510850219266,6.549580761275796,0.9180206794682424,True
GSE294300,patient_21,GSE294300_tum_21,Tumor,T cells,Reference-mapped to GSE132465 curated labels,712,2455079,436,280,211.8909606724849,2.402244498899656,CEBPB,177.59102660240262,5.18509842419251,0.3932584269662921,True
GSE294300,patient_23,GSE294300_nor_23,Normal,B cells,Reference-mapped to GSE132465 curated labels,3037,16739894,1874,954,116.93031312392284,1.7647970144317588,CEBPB,111.9481401734085,4.726928776850236,0.3141257820217319,True
GSE294300,patient_23,GSE294300_nor_23,Normal,Epithelial cells,Reference-mapped to GSE132465 curated labels,243,896283,56,45,66.58906531108305,1.0567578446580126,CEBPB,62.48026571964435,4.150729081529163,0.1851851851851851,True
GSE294300,patient_23,GSE294300_nor_23,Normal,Mast cells,Reference-mapped to GSE132465 curated labels,197,529039,91,59,192.27720479662327,1.871877645830896,CEBPB,172.0100030432539,5.153349413885477,0.299492385786802,True
GSE294300,patient_23,GSE294300_nor_23,Normal,Myeloids,Reference-mapped to GSE132465 curated labels,71,225782,61,32,286.745651916545,2.814231454489995,CEBPB,270.1721129230851,5.602753722324332,0.4507042253521127,True
GSE294300,patient_23,GSE294300_nor_23,Normal,Stromal cells,Reference-mapped to GSE132465 curated labels,322,968033,335,154,364.53297507856536,3.0674889735611184,CEBPB,346.06258257724687,5.8495051169337176,0.4782608695652174,True
GSE294300,patient_23,GSE294300_nor_23,Normal,T cells,Reference-mapped to GSE132465 curated labels,2702,5630144,950,667,170.2382101235468,1.5785972980084355,CEBPB,168.73458298757546,5.134235940444297,0.2468541820873427,True
GSE294300,patient_23,GSE294300_tum_23,Tumor,B cells,Reference-mapped to GSE132465 curated labels,796,6949080,529,344,93.3852991408942,2.192700744791267,CEBPB,76.12518491656449,4.345429879844259,0.4321608040201005,True
GSE294300,patient_23,GSE294300_tum_23,Tumor,Epithelial cells,Reference-mapped to GSE132465 curated labels,183,3757604,1323,159,412.73276963055946,5.073403401222583,CEBPB,352.08606335313675,5.866711832750523,0.8688524590163934,True
GSE294300,patient_23,GSE294300_tum_23,Tumor,Mast cells,Reference-mapped to GSE132465 curated labels,251,1364825,386,116,260.37686878066444,2.7693652351149023,CEBPB,282.8201417764182,5.64834073393561,0.4621513944223107,True
GSE294300,patient_23,GSE294300_tum_23,Tumor,Myeloids,Reference-mapped to GSE132465 curated labels,1297,10438385,11128,1211,1092.899425490529,6.317293984835177,CEBPB,1066.0652964994106,6.9726674457736735,0.933693138010794,True
GSE294300,patient_23,GSE294300_tum_23,Tumor,Stromal cells,Reference-mapped to GSE132465 curated labels,1666,15399992,9480,1373,645.8529939773133,5.156719670382653,CEBPB,615.5847353686937,6.4241957590131005,0.8241296518607443,True
GSE294300,patient_23,GSE294300_tum_23,Tumor,T cells,Reference-mapped to GSE132465 curated labels,2556,8820413,1273,842,165.91709253635224,1.9811846470814856,CEBPB,144.32430771665682,4.9789678498854215,0.3294209702660406,True
