#"Progress (%)","Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)","Time Remaining"
63.5%,31745000,63490.00001201711,-667615.4552551047,132986.8147742494,-534628.6404808552,310.95889888561175,507.1027336219001,1.0101154987835201,104,8:26:54
63.5%,31750000,63500.00001201915,-667175.1976384576,131827.2557975707,-535347.941840887,308.24753849102655,508.5334436228356,1.007273635845433,104,8:26:45
63.5%,31755000,63510.000012021184,-666350.2017462687,132853.85931653786,-533496.3424297308,310.64801330796263,508.3497165782234,1.0076376832761573,104,8:26:37
63.5%,31760000,63520.00001202322,-666289.332715401,134083.352780045,-532205.979935356,313.5228993201454,507.5740306242961,1.0091775776568919,104,8:26:29
63.5%,31765000,63530.00001202526,-667445.1967530521,133256.6439620498,-534188.5527910022,311.5898320143437,508.3964816027653,1.0075449953786344,104,8:26:20
63.5%,31770000,63540.000012027296,-667930.4761262317,133620.83769442048,-534309.6384318112,312.4414147986315,506.4885271545676,1.011340441578555,104,8:26:12
63.5%,31775000,63550.00001202933,-666475.29775966,132213.8440465741,-534261.453713086,309.15148567132616,508.13552049132096,1.0080624362014485,104,8:26:03
63.6%,31780000,63560.00001203137,-666319.0257779895,132354.5746903892,-533964.4510876003,309.4805517228329,506.90661976725744,1.010506295897576,104,8:25:55
63.6%,31785000,63570.00001203341,-667377.0717345374,132713.2189357244,-534663.852798813,310.3191583156023,505.8462110229336,1.0126246269021655,104,8:25:46
63.6%,31790000,63580.000012035445,-667673.8972250381,133118.57322694297,-534555.3239980952,311.2669855439622,508.76681477659434,1.0068115997933151,104,8:25:38
63.6%,31795000,63590.00001203748,-667160.2907052604,133671.48049686317,-533488.8102083972,312.5598312755642,508.09001947068117,1.0081527112864888,104,8:25:29
63.6%,31800000,63600.00001203952,-667129.2465833486,132605.3962303626,-534523.850352986,310.06703986467846,508.47731611971994,1.0073848222294504,104,8:25:21
63.6%,31805000,63610.00001204156,-666914.7808229425,132829.27321738342,-534085.5076055591,310.5905244032623,506.82745800689145,1.0106641276329729,104,8:25:12
63.6%,31810000,63620.000012043594,-666306.2933386252,132793.62216039153,-533512.6711782337,310.50716265461733,510.259433265871,1.0038664595154545,104,8:25:04
63.6%,31815000,63630.00001204563,-668201.4060174739,132543.39546337747,-535658.0105540964,309.9220654154108,506.77604453276183,1.0107666615915931,104,8:24:56
63.6%,31820000,63640.00001204767,-666707.1507043345,133663.62186205518,-533043.5288422793,312.5414556762178,507.7426930134578,1.0088423482115878,104,8:24:47
63.6%,31825000,63650.000012049706,-666381.5096543166,133702.95618995556,-532678.553464361,312.6334299017309,509.3929154367693,1.0055741161373797,104,8:24:39
63.7%,31830000,63660.00001205174,-668174.4600033276,132434.4354362249,-535740.0245671027,309.66728760060704,507.64640698071366,1.0090336968078508,104,8:24:30
63.7%,31835000,63670.00001205378,-667344.302711192,131688.21473389608,-535656.087977296,307.9224231317818,508.82352887287175,1.0066993793342291,104,8:24:22
63.7%,31840000,63680.00001205582,-667960.5969095477,132840.6471538409,-535119.9497557068,310.61711972222537,505.603653444375,1.0131104220023728,104,8:24:13
63.7%,31845000,63690.000012057855,-666705.3937340965,131627.41210990076,-535077.9816241958,307.78025026269677,507.63430534208834,1.0090577514492154,104,8:24:05
63.7%,31850000,63700.00001205989,-667860.4163499405,132587.8975946328,-535272.5187553077,310.0261233534607,505.8840392633117,1.0125489063717152,104,8:23:57
63.7%,31855000,63710.00001206193,-667321.8732187715,133213.58036956075,-534108.2928492108,311.48913776638244,508.23004499566144,1.0078749490525396,104,8:23:48
63.7%,31860000,63720.00001206397,-666273.9355837242,133446.89859606177,-532827.0369876624,312.0346984591915,508.9297058447536,1.0064893536853714,104,8:23:40
63.7%,31865000,63730.000012066004,-667103.9911561473,132659.0332025672,-534444.9579535802,310.1924575148765,508.44596008616674,1.0074469479906256,104,8:23:32
63.7%,31870000,63740.00001206804,-666254.5688286484,132984.26211583716,-533270.3067128112,310.9529300844908,507.73310398664876,1.0088614011672592,104,8:23:23
63.8%,31875000,63750.00001207008,-666997.6949642049,132563.5217572999,-534434.173206905,309.9691260973844,511.02376695585093,1.0023649854062964,104,8:23:15
63.8%,31880000,63760.000012072116,-667390.6238012868,134005.5429716389,-533385.0808296478,313.3409590850512,508.32938027281983,1.0076779949883234,104,8:23:06
63.8%,31885000,63770.00001207415,-665835.0077166785,132561.74890334054,-533273.258813338,309.96498068856306,508.96689225478025,1.006415817024415,104,8:22:58
63.8%,31890000,63780.00001207619,-665624.3443826037,131422.6910212815,-534201.6533613221,307.30155736066905,507.9618501021375,1.008407089241005,104,8:22:49
63.8%,31895000,63790.00001207823,-667734.7413598769,132126.3043585899,-535608.437001287,308.9467943639168,507.2622030875402,1.0097979458930322,104,8:22:41
63.8%,31900000,63800.000012080265,-667728.2254584162,132445.2562958196,-535282.9691625966,309.6925896772848,508.93647092177264,1.0064759748485506,104,8:22:32
63.8%,31905000,63810.0000120823,-667140.5209236108,132451.01317937413,-534689.5077442366,309.7060508175803,506.5614538449975,1.011194844808918,104,8:22:24
63.8%,31910000,63820.00001208434,-668400.9906757358,132324.84812039864,-536076.1425553372,309.41104301636744,507.2758803145006,1.0097707196119765,104,8:22:15
63.8%,31915000,63830.00001208638,-666554.973771621,132282.20295487062,-534272.7708167504,309.3113271630485,508.5324981028895,1.0072755086801435,104,8:22:07
63.8%,31920000,63840.000012088414,-666587.4633082505,132697.70597866364,-533889.7573295869,310.2828848545508,506.9493629230399,1.0104210956168698,104,8:21:58
63.9%,31925000,63850.00001209045,-666085.2761956132,132867.25740491657,-533218.0187906966,310.6793416378913,508.43574775348094,1.0074671833565332,104,8:21:50
63.9%,31930000,63860.00001209249,-667568.8835689793,132815.11126508634,-534753.772303893,310.55740995428596,507.7630606021846,1.0088018811362276,104,8:21:41
63.9%,31935000,63870.000012094526,-667188.9202573295,132336.10230512207,-534852.8179522074,309.43735832360596,507.4564936259016,1.0094113232189543,104,8:21:33
63.9%,31940000,63880.00001209656,-667784.751062505,133465.17153516447,-534319.5795273405,312.0774254997061,507.58771847378756,1.0091503636990076,104,8:21:25
63.9%,31945000,63890.0000120986,-666710.0626956513,132147.50676898682,-534562.5559266645,308.99637129529856,508.24551592494277,1.0078442694664485,104,8:21:16
63.9%,31950000,63900.00001210064,-667800.8515149583,132117.17894607247,-535683.6725688858,308.9254566979751,506.1806379819352,1.0119555989916251,104,8:21:07
63.9%,31955000,63910.000012102675,-665236.1291099009,133429.66618237278,-531806.4629275282,311.9944044466236,508.0153689913766,1.00830085460597,104,8:20:59
63.9%,31960000,63920.00001210471,-667786.2197815343,132672.2567009608,-535113.9630805735,310.2233776065177,506.6205390182352,1.011076913106626,104,8:20:51
63.9%,31965000,63930.00001210675,-666892.8782324684,132384.14786171704,-534508.7303707513,309.5497017420154,508.1402386078934,1.008053076273372,104,8:20:42
63.9%,31970000,63940.00001210879,-668554.0116265351,133346.65868145175,-535207.3529450833,311.80031061010703,507.06455507639754,1.0101915536766242,104,8:20:33
64.0%,31975000,63950.000012110824,-667904.6751469253,133130.1460825151,-534774.5290644101,311.2940459892535,506.31860075125996,1.0116798591774776,104,8:20:25
64.0%,31980000,63960.00001211286,-666291.1667857501,132739.37291350547,-533551.7938722447,310.3803133417309,508.5701723361811,1.007200890988098,104,8:20:17
64.0%,31985000,63970.0000121149,-667165.9969199602,133747.91576409133,-533418.081155869,312.73855746412386,508.59025126909194,1.0071611271132157,104,8:20:08
64.0%,31990000,63980.000012116936,-665826.8367630737,131938.68049678672,-533888.156266287,308.5080793712311,508.58128261968653,1.0071788880402346,104,8:20:00
64.0%,31995000,63990.00001211897,-666888.2111806017,132915.45457941963,-533972.756601182,310.79203957970094,507.91105689832284,1.008507934115548,104,8:19:51
64.0%,32000000,64000.00001212101,-665048.9861621787,132450.91669042877,-532598.06947175,309.70582520050505,508.652511820898,1.0070378476521407,104,8:19:43
64.0%,32005000,64010.00001212305,-666903.1294711218,132276.5575308216,-534626.5719403003,309.2981266450196,508.39100001794304,1.0075558589528406,104,8:19:34
64.0%,32010000,64020.000012125085,-667024.9960242156,132188.20284166175,-534836.7931825538,309.09152964591743,508.9890734199783,1.0063719585672082,104,8:19:26
64.0%,32015000,64030.00001212712,-665285.7150829677,132308.0205311627,-532977.6945518049,309.371695592124,508.6989577063281,1.00694590178949,104,8:19:18
64.0%,32020000,64040.00001212916,-667024.99346518,133148.39118464568,-533876.6022805343,311.33670793944924,507.3112114366973,1.009700395259033,104,8:19:09
64.0%,32025000,64050.0000121312,-667401.4630867084,133440.82219029695,-533960.6408964115,312.02049019013094,508.642678410394,1.007057316361648,104,8:19:01
64.1%,32030000,64060.000012133234,-666586.8057785071,132493.62291942624,-534093.1828590808,309.8056838366199,507.57947306951576,1.0091667569007843,104,8:18:52
64.1%,32035000,64070.00001213527,-666571.4805788179,132411.18946181302,-534160.2911170048,309.61293226756953,506.9037464592938,1.0105120238011622,104,8:18:44
64.1%,32040000,64080.00001213731,-668219.5905385725,133197.51830007936,-535022.0722384931,311.4515803329765,505.09568079328596,1.0141293029916185,104,8:18:36
64.1%,32045000,64090.000012139346,-668013.6565931463,132563.24754395674,-535450.4090491895,309.9684849129227,507.5003995210927,1.0093239949965456,104,8:18:27
64.1%,32050000,64100.00001214138,-666552.1223774911,132324.26173429063,-534227.8606432005,309.40967188811857,507.7499013998856,1.0088280259527935,104,8:18:19
64.1%,32055000,64110.00001214342,-667013.8806690099,133578.45544798957,-533435.4252210204,312.3423137207929,508.15737620845215,1.0080190796971693,104,8:18:11
64.1%,32060000,64120.00001214546,-667959.7817371441,132412.94353727653,-535546.8381998676,309.6170337672229,509.5497329156818,1.005264643700116,104,8:18:02
64.1%,32065000,64130.000012147495,-667872.8424801803,132546.65124819873,-535326.1912319816,309.92967831496594,509.24733467948323,1.0058615839970328,104,8:17:54
64.1%,32070000,64140.00001214953,-666175.3218999119,132657.0948461276,-533518.2270537843,310.1879251167953,508.30724362779705,1.0077218790965121,104,8:17:46
64.2%,32075000,64150.00001215157,-667123.0739078564,133434.66033520293,-533688.4135726534,312.00608211758345,508.5005266819454,1.0073388400389225,104,8:17:37
64.2%,32080000,64160.00001215361,-665587.1346470239,132833.97985867067,-532753.1547883532,310.60152979499696,509.49431360346017,1.0053739895233513,104,8:17:29
64.2%,32085000,64170.000012155644,-666866.3282936094,132129.05786959262,-534737.2704240168,308.9532328123519,509.8191846734057,1.0047333370459812,104,8:17:20
64.2%,32090000,64180.00001215768,-667427.1833881745,133407.63813800685,-534019.5452501676,311.94289696122166,508.28544986076713,1.0077650872109092,104,8:17:12
64.2%,32095000,64190.00001215972,-665612.7402877905,132466.39717918867,-533146.3431086019,309.74202274194676,507.59918083335947,1.0091275755528333,104,8:17:03
64.2%,32100000,64200.000012161756,-667595.8783421512,133279.07095581922,-534316.807386332,311.6422723506259,508.9193378049016,1.006509858549216,104,8:16:55
64.2%,32105000,64210.00001216379,-666973.8267405978,132869.42758086423,-534104.3991597337,310.6844160922589,508.56051143362805,1.007220024344779,104,8:16:46
64.2%,32110000,64220.00001216583,-666824.1083617755,131996.42653396702,-534827.6818278085,308.64310511921275,508.43698592076623,1.0074647299297723,104,8:16:38
64.2%,32115000,64230.00001216787,-665956.2169139627,132126.06427559984,-533830.152638363,308.9462329853895,508.5754644343241,1.0071904103292038,104,8:16:29
64.2%,32120000,64240.000012169905,-666442.7493132073,132488.27250434412,-533954.4768088632,309.79317312880767,507.51783355655925,1.0092893231305289,104,8:16:21
64.2%,32125000,64250.00001217194,-667778.3424162748,133860.87510444663,-533917.4673118282,313.00268674758223,507.3095342649431,1.0097037333413452,104,8:16:12
64.3%,32130000,64260.00001217398,-665916.6517470782,132406.64424833978,-533510.0074987384,309.60230433743044,507.271424049364,1.0097795902201765,104,8:16:04
64.3%,32135000,64270.00001217602,-666849.3895415161,132647.30919078278,-534202.0803507334,310.16504362575375,509.09336784528966,1.006165790127984,104,8:15:56
64.3%,32140000,64280.000012178054,-666336.6211211178,133171.6935448693,-533164.9275762485,311.39119511766216,509.62266634343354,1.0051207776574445,104,8:15:47
64.3%,32145000,64290.00001218009,-667498.4982872228,133126.513159258,-534371.9851279648,311.28555123871996,506.6940714515424,1.0109301836501938,104,8:15:39
64.3%,32150000,64300.00001218213,-666226.2374940319,133585.05477750042,-532641.1827165314,312.35774472605135,510.88915541178875,1.0026290933776052,104,8:15:30
64.3%,32155000,64310.000012184166,-667276.5758761903,132951.18319931132,-534325.392676879,310.87558269124224,509.071060219152,1.006209880574353,104,8:15:22
64.3%,32160000,64320.0000121862,-666618.3731614538,132591.81839772384,-534026.5547637299,310.0352912443828,508.49849250003666,1.0073428697665907,104,8:15:14
64.3%,32165000,64330.00001218824,-666455.4559381567,132399.45739770844,-534055.9985404483,309.5854995499591,509.25756248768175,1.0058413825113544,104,8:15:05
64.3%,32170000,64340.00001219028,-667440.7031654883,133792.7448721055,-533647.9582933828,312.84337996167585,508.5769954158771,1.0071873783597034,104,8:14:57
64.3%,32175000,64350.000012192315,-667071.4854821246,132608.81717680785,-534462.6683053167,310.07503895648,506.85515732866736,1.0106088954616634,104,8:14:48
64.4%,32180000,64360.00001219435,-667766.3805480632,131166.98378016363,-536599.3967678996,306.7036451370394,507.58973300911975,1.0091463585568015,104,8:14:40
64.4%,32185000,64370.00001219639,-666391.2595874257,133106.58401842232,-533284.6755690034,311.238951553627,509.24353474772414,1.0058690896502567,104,8:14:31
64.4%,32190000,64380.00001219843,-668399.8360762605,132778.72084269492,-535621.1152335657,310.47231937071166,508.46088019716194,1.0074173857944544,104,8:14:23
64.4%,32195000,64390.000012200464,-666500.7589217438,132725.8383314589,-533774.920590285,310.34866585293867,505.94508585604444,1.0124267337042911,104,8:14:15
64.4%,32200000,64400.0000122025,-665133.656563709,132203.82803348353,-532929.8285302254,309.1280655419912,507.5532456525551,1.0092189048035762,104,8:14:07
64.4%,32205000,64410.00001220454,-667342.709888815,133446.49748960848,-533896.2123992065,312.0337605645493,507.27772052605496,1.0097670565460262,104,8:13:58
64.4%,32210000,64420.000012206576,-667733.3884037724,133387.2838724492,-534346.1045313232,311.89530322032203,507.726669566598,1.0088741864677313,104,8:13:50
64.4%,32215000,64430.00001220861,-666487.6216954715,132233.13000792507,-534254.4916875464,309.19658142999845,507.0846059867575,1.010151609138671,104,8:13:41
64.4%,32220000,64440.00001221065,-664434.6240947354,133106.34717074712,-531328.2769239882,311.23839774013493,510.97409842983416,1.0024624188995184,104,8:13:33
64.5%,32225000,64450.00001221269,-667284.3549236758,132646.64034322332,-534637.7145804524,310.1634796804787,508.77593067451494,1.0067935604341087,104,8:13:24
64.5%,32230000,64460.000012214725,-668173.0100882174,133724.52683383744,-534448.4832543801,312.68386786192383,507.6935040780362,1.008940091989513,104,8:13:16
64.5%,32235000,64470.00001221676,-665561.5928592631,132855.82756110968,-532705.7652981534,310.65261559252616,508.59782693148827,1.0071461252546277,104,8:13:07
64.5%,32240000,64480.0000122188,-666050.1921429769,132913.6231988857,-533136.5689440912,310.78775732002543,508.2670744094816,1.0078015210843583,104,8:12:59
64.5%,32245000,64490.00001222084,-666653.9553734595,131572.80437493196,-535081.1509985275,307.6525627083677,508.0319123779403,1.0082680206236867,104,8:12:50
64.5%,32250000,64500.000012222874,-667416.6511612781,132541.72097007264,-534874.9301912055,309.91815000022365,507.2697857211291,1.0097828515033442,104,8:12:42
64.5%,32255000,64510.00001222491,-666615.7794779418,132050.4337754535,-534565.3457024883,308.7693885584619,508.9569847471637,1.006435408213202,104,8:12:34
64.5%,32260000,64520.00001222695,-666829.8680427419,132850.19725761167,-533979.6707851302,310.6394504304076,508.62927460232794,1.0070838551466808,104,8:12:25
64.5%,32265000,64530.000012228986,-665545.198194256,133494.62573697694,-532050.5724572791,312.1462973362014,509.59313320174016,1.0051790287844935,104,8:12:17
64.5%,32270000,64540.00001223102,-666974.1179546714,132657.30588102952,-534316.8120736419,310.188418573089,508.0567584501579,1.0082187121563977,104,8:12:08
64.5%,32275000,64550.00001223306,-667133.2800887628,132871.0783058016,-534262.2017829611,310.68827593061786,508.42332863960337,1.0074917924745126,104,8:12:00
64.6%,32280000,64560.0000122351,-667867.5100931386,131761.57510925003,-536105.9349838885,308.09395939709225,508.6582885240369,1.007026410978785,104,8:11:52
64.6%,32285000,64570.000012237135,-666226.386738305,132799.52102739454,-533426.8657109104,310.5209557903582,509.62601458902407,1.0051141740086598,104,8:11:43
64.6%,32290000,64580.00001223917,-667695.9841359761,132805.92414648907,-534890.059989487,310.5359280029527,507.7029977917878,1.0089212254701752,104,8:11:35
64.6%,32295000,64590.00001224121,-667566.0636350969,132600.84034316515,-534965.2232919317,310.0563869765048,508.2265253571361,1.0078819289233696,104,8:11:26
64.6%,32300000,64600.00001224325,-667023.7808975587,131895.09316175285,-535128.6877358058,308.4061604725004,508.0308970815588,1.008270035640645,104,8:11:18
64.6%,32305000,64610.000012245284,-666878.9352154513,134213.4036615713,-532665.53155388,313.82699321838015,507.65264156558044,1.0090213046607384,104,8:11:10
64.6%,32310000,64620.00001224732,-666940.4735610234,133771.74620396597,-533168.7273570574,312.7942794344257,508.29425953197745,1.0077476207947358,104,8:11:01
64.6%,32315000,64630.00001224936,-665925.1796475393,133917.3527390891,-532007.8269084501,313.1347466296833,509.29552829660673,1.0057664013273155,104,8:10:53
64.6%,32320000,64640.000012251396,-667239.9813923058,132150.92030602222,-535089.0610862835,309.00435306190934,509.8542087176669,1.0046643176591334,104,8:10:44
64.7%,32325000,64650.00001225343,-667424.6766601927,132050.3960265361,-535374.2806336565,308.769300291352,507.9406040312117,1.0084492687564248,104,8:10:36
64.7%,32330000,64660.00001225547,-666123.7094968366,132476.48870509517,-533647.2207917415,309.7656194405314,508.38987949860234,1.0075580796615373,104,8:10:28
64.7%,32335000,64670.00001225751,-666708.4373189299,131919.13575512738,-534789.3015638025,308.4623785146784,508.8664845526264,1.0066143993690309,104,8:10:19
64.7%,32340000,64680.000012259545,-666721.1003411245,131525.50521629266,-535195.5951248318,307.54196456889304,507.7724804148952,1.0087831666033433,104,8:10:10
64.7%,32345000,64690.00001226158,-665685.8877074239,133327.98530174018,-532357.9024056836,311.75664723187333,510.44442567586253,1.0035026438553862,104,8:10:02
64.7%,32350000,64700.00001226362,-666667.1259693545,132307.63753636403,-534359.4884329905,309.3708000473959,507.28130230051465,1.009759926857159,104,8:09:54
64.7%,32355000,64710.00001226566,-666608.0391376116,132049.6822945647,-534558.356843047,308.767631394264,508.85341538675146,1.0066402528076823,104,8:09:45
64.7%,32360000,64720.000012267694,-665525.8984147776,133536.7042795466,-531989.194135231,312.2446882728246,508.16635126917134,1.008001276408101,104,8:09:37
64.7%,32365000,64730.00001226973,-666885.5957802273,132994.22982711138,-533891.365953116,310.9762372712033,509.07431248630695,1.0062034523117882,104,8:09:28
64.7%,32370000,64740.00001227177,-666169.505501804,132993.5167226988,-533175.9887791051,310.9745698415163,509.12905572643564,1.0060952619883554,104,8:09:20
64.8%,32375000,64750.000012273806,-666045.4214863498,131989.23095981596,-534056.1905265339,308.62627993380875,508.08540431081525,1.0081618687743685,104,8:09:11
64.8%,32380000,64760.00001227584,-666154.2499148771,133214.7481347139,-532939.5017801633,311.4918683150222,509.3138657563735,1.0057301894702286,104,8:09:03
64.8%,32385000,64770.00001227788,-666539.9987336076,133899.7812283047,-532640.2175053029,313.09365971701044,508.66951490186585,1.0070041858234686,104,8:08:54
64.8%,32390000,64780.00001227992,-667945.2408394553,133077.92639269528,-534867.31444676,311.17194232601383,507.061959773368,1.0101967241555945,104,8:08:46
64.8%,32395000,64790.000012281955,-666601.3464271175,133247.7305037272,-533353.6159233903,311.5689899542495,509.4177654816113,1.0055250629563341,104,8:08:38
64.8%,32400000,64800.00001228399,-668006.2366968626,133632.77241796328,-534373.4642788994,312.46932138845153,507.5279419931159,1.009269221110037,104,8:08:29
64.8%,32405000,64810.00001228603,-666689.711387666,132603.82895802462,-534085.8824296413,310.063375160916,507.26327833944254,1.009795805412519,104,8:08:21
64.8%,32410000,64820.00001228807,-668347.9980759313,132708.17794693215,-535639.8201289992,310.30737112958093,507.89917698644615,1.008531523414226,104,8:08:12
64.8%,32415000,64830.000012290104,-667168.1394376792,134203.55883674696,-532964.5806009322,313.80397337320005,508.72791943192834,1.006888576665808,104,8:08:04
64.8%,32420000,64840.00001229214,-667645.4880815027,132848.1633276808,-534797.324753822,310.63469455582873,507.416826665376,1.009490233253088,104,8:07:56
64.8%,32425000,64850.00001229418,-666511.7935267729,132501.60109371605,-534010.1924330569,309.8243389513881,508.8791643060742,1.006589317535668,104,8:07:47
64.9%,32430000,64860.000012296216,-667604.7367235487,132985.85167032183,-534618.885053227,310.9566468898982,507.2481839180604,1.0098258543784493,104,8:07:39
64.9%,32435000,64870.00001229825,-666549.6062255516,132564.7433268297,-533984.8628987218,309.97198245511083,507.6637210909736,1.0089992832384804,104,8:07:30
64.9%,32440000,64880.00001230029,-665648.5790602975,133540.3243771919,-532108.2546831055,312.25315303363226,508.99308370787986,1.0063640294981913,104,8:07:22
64.9%,32445000,64890.00001230233,-667455.4354952518,132864.29436814206,-534591.1411271098,310.67241326191413,506.81503496448283,1.010688901016658,104,8:07:13
64.9%,32450000,64900.000012304365,-665810.7974710818,132301.6107054898,-533509.1867655921,309.3567076977476,508.8515759264185,1.006643891736797,104,8:07:05
64.9%,32455000,64910.0000123064,-665576.4577397276,131819.74681059326,-533756.7109291343,308.2299804622384,509.0195733337686,1.0063116578251834,104,8:06:57
64.9%,32460000,64920.00001230844,-666957.1699097208,131780.8186622928,-535176.351247428,308.1389559937472,506.40694840411123,1.0115033617157487,104,8:06:48
64.9%,32465000,64930.00001231048,-665704.188279816,132630.99601914006,-533073.1922606758,310.1268990480378,510.1353348384278,1.0041106657887333,104,8:06:40
64.9%,32470000,64940.000012312514,-667570.2062541358,132308.29191397555,-535261.9143401603,309.3723301580455,508.6048565293607,1.0071322051510967,104,8:06:31
65.0%,32475000,64950.00001231455,-667045.6516912091,133121.12281191268,-533924.5288792964,311.27294715854885,507.961416114436,1.0084079507951722,104,8:06:23
65.0%,32480000,64960.00001231659,-666870.4294729303,131972.925498903,-534897.5039740272,308.58815338585043,510.6139641786265,1.0031694521534462,104,8:06:14
65.0%,32485000,64970.000012318626,-666390.293926294,133157.42649794318,-533232.8674283507,311.3578349292101,506.8429042539363,1.0106333272258572,104,8:06:06
65.0%,32490000,64980.00001232066,-667703.9736617436,133318.51630626761,-534385.457355476,311.7345061766815,507.2786442095606,1.0097652179013576,104,8:05:57
65.0%,32495000,64990.0000123227,-666594.7836290882,132031.5196811226,-534563.2639479656,308.725162324782,509.8877043206574,1.0045983191327168,104,8:05:49
65.0%,32500000,65000.00001232474,-667508.3259025328,132240.0787049209,-535268.247197612,309.2128293502917,506.7077907670631,1.0109028123122914,104,8:05:40
65.0%,32505000,65010.000012326775,-665720.538076689,132846.24331634367,-532874.2947603454,310.63020505352534,505.83606775170426,1.0126449325444455,104,8:05:32
65.0%,32510000,65020.00001232881,-667698.2748343218,133179.96072625002,-534518.3141080718,311.4105260086486,508.3110253295834,1.0077143819079002,104,8:05:24
65.0%,32515000,65030.00001233085,-666169.8258007062,131980.6625807138,-534189.1632199923,308.606244761635,508.6161579901817,1.0071098266541119,104,8:05:15
65.0%,32520000,65040.00001233289,-665881.2106238189,132932.3012769803,-532948.9093468386,310.8314316843408,508.56418838413276,1.00721274208177,104,8:05:07
65.0%,32525000,65050.000012334924,-666424.0105462489,133662.72446273043,-532761.2860835184,312.5393573155167,509.1707798738709,1.0060128172199112,104,8:04:59
65.1%,32530000,65060.00001233696,-667417.7547606546,132176.21951408015,-535241.5352465746,309.06350940679755,508.5991209619791,1.007143562769281,104,8:04:50
65.1%,32535000,65070.000012339,-667924.8161935983,132956.5815272351,-534968.2346663632,310.88820543214973,506.8040835016903,1.010710740860208,104,8:04:42
65.1%,32540000,65080.000012341035,-665828.0334914122,133283.54078339797,-532544.4927080142,311.6527240082917,508.67370825333103,1.0069958843869886,104,8:04:33
65.1%,32545000,65090.00001234307,-667464.2097252021,132936.76031381002,-534527.449411392,310.84185811033666,509.43180841834084,1.0054973447718671,104,8:04:25
65.1%,32550000,65100.00001234511,-666048.7598238355,132657.94297128986,-533390.8168525456,310.18990826126736,508.0959300114889,1.0081409837220892,104,8:04:17
65.1%,32555000,65110.00001234715,-666014.0013234611,132439.12121702358,-533574.8801064375,309.6782442149153,509.2475833736193,1.0058610927784473,104,8:04:08
65.1%,32560000,65120.000012349185,-665384.4675981081,132311.6204539847,-533072.8471441234,309.38011317877505,508.292169038039,1.0077517654391372,104,8:04:00
65.1%,32565000,65130.00001235122,-666397.4764263653,133135.53788654355,-533261.9385398218,311.3066534755411,507.0053635581161,1.010309490834917,104,8:03:51
65.1%,32570000,65140.00001235326,-669375.3666261034,132372.6626807961,-537002.7039453073,309.5228463036116,506.5679469543847,1.0111818834702102,104,8:03:43
65.2%,32575000,65150.000012355296,-666983.3236402068,132770.1672361624,-534213.1564040445,310.45231874077433,508.9431401463598,1.006462785920774,104,8:03:34
65.2%,32580000,65160.00001235733,-666071.5632462124,132226.7034962756,-533844.8597499368,309.1815545193262,508.61422092849847,1.0071136622406442,104,8:03:26
65.2%,32585000,65170.00001235937,-666522.106379116,132408.93528665527,-534113.1710924606,309.6076614004829,510.1184527583139,1.0041438962602276,104,8:03:17
65.2%,32590000,65180.00001236141,-666893.8473658073,132372.45487916344,-534521.3924866439,309.5223604075701,507.11477371989736,1.010091516264721,104,8:03:09
65.2%,32595000,65190.000012363445,-665271.7949222783,132201.99627425574,-533069.7986480226,309.1237823968278,508.8264614071957,1.0066935773944565,104,8:03:01
65.2%,32600000,65200.00001236548,-667302.1690532779,133283.47179783537,-534018.6972554426,311.65256270151394,507.0687241448531,1.0101832479824648,104,8:02:52
65.2%,32605000,65210.00001236752,-666961.7487310865,132494.01596774085,-534467.7327633456,309.806602889169,509.7685993059345,1.0048330387638473,104,8:02:44
65.2%,32610000,65220.00001236956,-666140.0432069823,132342.53300695057,-533797.5102000318,309.45239503204243,508.09926524860686,1.0081343661387565,104,8:02:35
65.2%,32615000,65230.000012371594,-667166.7988365046,132379.0523342717,-534787.7465022329,309.53778702997164,508.16080050558105,1.0080122870503594,104,8:02:27
65.2%,32620000,65240.00001237363,-667168.5305832918,131941.13573684817,-535227.3948464436,308.51382038207714,508.1973083363148,1.007939873557904,104,8:02:19
65.2%,32625000,65250.00001237567,-665741.0395522248,133426.35886750894,-532314.6806847159,311.9866710559858,507.9020171078506,1.0085258838383429,104,8:02:10
65.3%,32630000,65260.000012377706,-667821.4738623057,132286.02860334242,-535535.4452589634,309.32027255690826,509.615712497879,1.0051344928049175,104,8:02:02
65.3%,32635000,65270.00001237974,-666773.2047776659,133235.70553777463,-533537.4992398913,311.54087235343246,507.1615323717037,1.0099983890961826,104,8:01:53
65.3%,32640000,65280.00001238178,-666646.91680713,132987.29592839396,-533659.620878736,310.9600239532603,509.05240593455875,1.006246753252399,104,8:01:45
65.3%,32645000,65290.00001238382,-667738.0932681048,131762.23501832207,-535975.8582497828,308.09550244178246,507.94412986688,1.0084422687219872,104,8:01:36
65.3%,32650000,65300.000012385855,-667589.9753711587,133232.87595415578,-534357.0994170029,311.53425602678453,508.46350368653583,1.0074121878819444,104,8:01:28
65.3%,32655000,65310.00001238789,-666872.6487631127,133347.68061698801,-533524.9681461247,311.80270016992637,508.59683084938416,1.0071480977408305,104,8:01:19
65.3%,32660000,65320.00001238993,-667331.2533862917,132898.59204812604,-534432.6613381656,310.75261045153974,508.36397914238734,1.007609413182875,104,8:01:11
