cohort,Patient,Sample,Class,cell_type,cell_type_source,n_cells,total_library_umi,total_umi,detected_cells,mean_cpm_per_cell,mean_log1p_cpm,gene_symbol,pseudobulk_cpm,log1p_pseudobulk_cpm,detection_rate,passes_min_cells
GSE132465,SMC19,SMC19-T,Tumor,Epithelial cells,GEO curated annotation,382,5063411,441,188,127.01668158330017,2.475150133546567,CEBPB,87.09543823323843,4.478420752183127,0.49214659685863876,True
GSE132465,SMC19,SMC19-T,Tumor,Myeloids,GEO curated annotation,30,245170,72,18,393.3941354538683,3.629006116309682,CEBPB,293.6737773789615,5.685868905054943,0.6,False
GSE132465,SMC19,SMC19-T,Tumor,Stromal cells,GEO curated annotation,37,275100,294,27,1018.9370165429901,5.110229952897515,CEBPB,1068.7022900763359,6.975135655168292,0.7297297297297297,False
GSE132465,SMC19,SMC19-T,Tumor,T cells,GEO curated annotation,761,2310726,158,136,72.03834564981564,1.058589762481328,CEBPB,68.37677855358012,4.2395522085463435,0.17871222076215507,True
GSE132465,SMC20,SMC20-T,Tumor,B cells,GEO curated annotation,89,1345863,48,31,47.44457941407465,1.5343960699006378,CEBPB,35.66484850241072,3.601818489596976,0.34831460674157305,True
GSE132465,SMC20,SMC20-T,Tumor,Epithelial cells,GEO curated annotation,524,10192330,1709,416,181.52495544117465,4.058077266431207,CEBPB,167.67510471109156,5.127974407299374,0.7938931297709924,True
GSE132465,SMC20,SMC20-T,Tumor,Myeloids,GEO curated annotation,347,1862254,795,238,446.32666647649705,4.265793060350015,CEBPB,426.9020230323039,6.0588942512272155,0.6858789625360231,True
GSE132465,SMC20,SMC20-T,Tumor,Stromal cells,GEO curated annotation,374,4331938,2129,321,474.0715719067297,5.191854629616561,CEBPB,491.46594434177035,6.199425309676644,0.8582887700534759,True
GSE132465,SMC20,SMC20-T,Tumor,T cells,GEO curated annotation,347,829145,86,65,101.14584146437177,1.1608821558394777,CEBPB,103.7213032702362,4.651302566809116,0.1873198847262248,True
GSE132465,SMC21,SMC21-T,Tumor,B cells,GEO curated annotation,67,426907,12,8,28.35405267711039,0.5991839669227479,CEBPB,28.109166633482232,3.371053129160937,0.11940298507462686,True
GSE132465,SMC21,SMC21-T,Tumor,Epithelial cells,GEO curated annotation,1727,34523224,6272,1505,189.91585733320105,4.482035253476659,CEBPB,181.67480534262964,5.2077075520827885,0.8714533873769542,True
GSE132465,SMC21,SMC21-T,Tumor,Myeloids,GEO curated annotation,62,506347,220,47,395.57867357950045,4.554149535344725,CEBPB,434.48465182967414,6.07645955303013,0.7580645161290323,True
GSE132465,SMC21,SMC21-T,Tumor,Stromal cells,GEO curated annotation,4,24339,23,2,476.8784398483155,3.223712756375188,CEBPB,944.985414355561,6.8522271507042225,0.5,False
GSE132465,SMC21,SMC21-T,Tumor,T cells,GEO curated annotation,488,1608258,74,63,45.97054935002101,0.7485244974719542,CEBPB,46.01251789202976,3.8504139043766483,0.1290983606557377,True
GSE132465,SMC22,SMC22-T,Tumor,B cells,GEO curated annotation,23,152000,2,2,4.1273445561865865,0.3374247585225432,CEBPB,13.157894736842104,2.650272400435399,0.08695652173913043,False
GSE132465,SMC22,SMC22-T,Tumor,Epithelial cells,GEO curated annotation,1902,45030035,6013,1517,128.91814908341016,3.856435480644514,CEBPB,133.53309629894804,4.901810237909009,0.7975814931650894,True
GSE132465,SMC22,SMC22-T,Tumor,Myeloids,GEO curated annotation,86,489899,146,48,338.1686183984198,3.3574113738259856,CEBPB,298.02061241194616,5.700512508847179,0.5581395348837209,True
GSE132465,SMC22,SMC22-T,Tumor,Stromal cells,GEO curated annotation,16,139049,47,7,375.9350459126845,2.770422236213644,CEBPB,338.0103416781135,5.826030613340253,0.4375,False
GSE132465,SMC22,SMC22-T,Tumor,T cells,GEO curated annotation,336,963590,69,59,78.27263234522142,1.0580465883128922,CEBPB,71.60721883788749,4.285064349916368,0.17559523809523808,True
GSE132465,SMC23,SMC23-T,Tumor,B cells,GEO curated annotation,118,1512058,34,29,16.465773970096933,1.0172915588180838,CEBPB,22.485909932026416,3.1564006639711493,0.2457627118644068,True
GSE132465,SMC23,SMC23-T,Tumor,Epithelial cells,GEO curated annotation,639,6660762,593,267,128.23090675713473,2.1719301785831453,CEBPB,89.02885285497365,4.500130206230629,0.41784037558685444,True
GSE132465,SMC23,SMC23-T,Tumor,Myeloids,GEO curated annotation,242,1886877,655,172,364.5365135038164,4.249725506076354,CEBPB,347.13444490552376,5.852588741101376,0.7107438016528925,True
GSE132465,SMC23,SMC23-T,Tumor,Stromal cells,GEO curated annotation,33,391552,100,23,225.3677328836072,3.8321781909255055,CEBPB,255.3939195815626,5.546715010184831,0.696969696969697,False
GSE132465,SMC23,SMC23-T,Tumor,T cells,GEO curated annotation,607,1916548,119,102,59.398489820325985,0.9692885097083269,CEBPB,62.0908007521857,4.144574970522583,0.16803953871499178,True
GSE132465,SMC24,SMC24-T,Tumor,B cells,GEO curated annotation,161,1219195,36,28,34.464685123286806,0.8527988653203536,CEBPB,29.527680149606912,3.418633817931341,0.17391304347826086,True
GSE132465,SMC24,SMC24-T,Tumor,Epithelial cells,GEO curated annotation,317,5969189,473,196,80.24076696501446,2.8378857398779984,CEBPB,79.24024519913844,4.3850251994707765,0.6182965299684543,True
GSE132465,SMC24,SMC24-T,Tumor,Myeloids,GEO curated annotation,379,2426232,1000,274,494.2434750985678,4.491273268961265,CEBPB,412.16173886091684,6.0238391358160825,0.7229551451187335,True
GSE132465,SMC24,SMC24-T,Tumor,Stromal cells,GEO curated annotation,55,842647,213,42,313.1604398278296,4.2293775852659055,CEBPB,252.774886755664,5.536447601431262,0.7636363636363637,True
GSE132465,SMC24,SMC24-T,Tumor,T cells,GEO curated annotation,668,2032399,180,147,94.88351501410209,1.3143844914131078,CEBPB,88.56528663909006,4.494967819009068,0.22005988023952097,True
GSE132465,SMC25,SMC25-T,Tumor,B cells,GEO curated annotation,257,1677009,44,33,31.27442815962676,0.6535024455749534,CEBPB,26.237187755104475,3.3045832364181345,0.12840466926070038,True
GSE132465,SMC25,SMC25-T,Tumor,Epithelial cells,GEO curated annotation,416,10083173,851,275,77.29259618566576,2.9619442058187273,CEBPB,84.39803621340226,4.4473231053709075,0.6610576923076923,True
GSE132465,SMC25,SMC25-T,Tumor,Myeloids,GEO curated annotation,76,480862,168,59,407.08645172521636,4.646736041071638,CEBPB,349.3725850659857,5.858997117034473,0.7763157894736842,True
GSE132465,SMC25,SMC25-T,Tumor,Stromal cells,GEO curated annotation,27,190601,35,9,129.33822682323108,1.897317208065503,CEBPB,183.62967665437222,5.218352071089281,0.3333333333333333,False
GSE132465,SMC25,SMC25-T,Tumor,T cells,GEO curated annotation,856,2045354,75,67,40.499227443866175,0.48256230499619585,CEBPB,36.66846912563791,3.6288233817923596,0.07827102803738317,True
GSE200997,cac1,T_cac1,Tumor,B cells,Reference-mapped to GSE132465 curated labels,120,786874,10,9,12.882190644766833,0.3649187308441399,CEBPB,12.708514959192959,2.618017169632485,0.075,True
GSE200997,cac1,T_cac1,Tumor,Epithelial cells,Reference-mapped to GSE132465 curated labels,1211,5776630,174,146,46.06954415961851,0.6508120530034601,CEBPB,30.121368341056982,3.4378946681718556,0.12056151940545004,True
GSE200997,cac1,T_cac1,Tumor,Mast cells,Reference-mapped to GSE132465 curated labels,5,5386,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac1,T_cac1,Tumor,Myeloids,Reference-mapped to GSE132465 curated labels,71,223658,42,26,228.33050761849466,2.22521987468169,CEBPB,187.7867100662619,5.240617859635607,0.36619718309859156,True
GSE200997,cac1,T_cac1,Tumor,Stromal cells,Reference-mapped to GSE132465 curated labels,103,422856,87,48,192.0032238977811,2.7068396779402404,CEBPB,205.7437993075657,5.331480342196814,0.46601941747572817,True
GSE200997,cac1,T_cac1,Tumor,T cells,Reference-mapped to GSE132465 curated labels,76,99613,4,4,40.502092561518666,0.3478953558852794,CEBPB,40.15540140343128,3.717355179831818,0.05263157894736842,True
GSE200997,cac10,B_cac10,Normal,B cells,Reference-mapped to GSE132465 curated labels,1108,3496351,44,41,13.093705286432302,0.2056074872028435,CEBPB,12.58454886251409,2.6089330338259096,0.03700361010830325,True
GSE200997,cac10,B_cac10,Normal,Epithelial cells,Reference-mapped to GSE132465 curated labels,304,573392,19,17,50.82194629272572,0.36209067513759374,CEBPB,33.136144208499594,3.530356770405121,0.05592105263157895,True
GSE200997,cac10,B_cac10,Normal,Mast cells,Reference-mapped to GSE132465 curated labels,4,6584,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac10,B_cac10,Normal,Myeloids,Reference-mapped to GSE132465 curated labels,13,28311,2,1,26.835191670356508,0.45057891577223425,CEBPB,70.64391932464413,4.271708284303589,0.07692307692307693,False
GSE200997,cac10,B_cac10,Normal,Stromal cells,Reference-mapped to GSE132465 curated labels,14,43743,3,3,73.53009179899168,1.2132491525337976,CEBPB,68.58240175570948,4.242511687031336,0.21428571428571427,False
GSE200997,cac10,B_cac10,Normal,T cells,Reference-mapped to GSE132465 curated labels,1087,2504202,53,51,23.928403894329623,0.28577092924698155,CEBPB,21.164426831381814,3.098488608687468,0.046918123275068994,True
GSE200997,cac10,T_cac10,Tumor,B cells,Reference-mapped to GSE132465 curated labels,236,1193837,21,18,22.514322819277492,0.4025088441926862,CEBPB,17.590341059960448,2.9226421479857394,0.07627118644067797,True
GSE200997,cac10,T_cac10,Tumor,Epithelial cells,Reference-mapped to GSE132465 curated labels,46,157570,7,6,48.37018930355748,0.7299496608092709,CEBPB,44.4247001332741,3.816056012901593,0.13043478260869565,False
GSE200997,cac10,T_cac10,Tumor,Mast cells,Reference-mapped to GSE132465 curated labels,1,556,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac10,T_cac10,Tumor,Myeloids,Reference-mapped to GSE132465 curated labels,9,28054,1,1,56.71828030174125,0.6930309137423959,CEBPB,35.64554074285307,3.601291749520901,0.1111111111111111,False
GSE200997,cac10,T_cac10,Tumor,Stromal cells,Reference-mapped to GSE132465 curated labels,1,5108,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac10,T_cac10,Tumor,T cells,Reference-mapped to GSE132465 curated labels,352,958152,60,54,69.29193708292381,0.9204632800703861,CEBPB,62.62054454825539,4.152936445672222,0.1534090909090909,True
GSE200997,cac11,B_cac11,Normal,B cells,Reference-mapped to GSE132465 curated labels,1481,7613482,111,102,17.537592597004,0.3647271224339548,CEBPB,14.579400069508274,2.745949533251163,0.0688723835246455,True
GSE200997,cac11,B_cac11,Normal,Epithelial cells,Reference-mapped to GSE132465 curated labels,379,484994,33,30,77.35575691180668,0.5358275559564151,CEBPB,68.04207887107881,4.234716157432485,0.079155672823219,True
GSE200997,cac11,B_cac11,Normal,Mast cells,Reference-mapped to GSE132465 curated labels,5,6468,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac11,B_cac11,Normal,Myeloids,Reference-mapped to GSE132465 curated labels,25,104154,19,10,162.75229687777298,2.3005008351772434,CEBPB,182.42218253739654,5.211790504184399,0.4,False
GSE200997,cac11,B_cac11,Normal,Stromal cells,Reference-mapped to GSE132465 curated labels,26,119418,28,12,228.15134534548636,2.739638401820734,CEBPB,234.47051533269692,5.461585705332475,0.46153846153846156,False
GSE200997,cac11,B_cac11,Normal,T cells,Reference-mapped to GSE132465 curated labels,2507,10191557,361,317,37.834638351720685,0.7087848446663972,CEBPB,35.4214768165453,3.5951586230804597,0.12644595133625847,True
GSE200997,cac11,T_cac11,Tumor,B cells,Reference-mapped to GSE132465 curated labels,491,3741435,49,48,15.254746616321322,0.47178562274490793,CEBPB,13.096579253682076,2.645932161828658,0.09775967413441955,True
GSE200997,cac11,T_cac11,Tumor,Epithelial cells,Reference-mapped to GSE132465 curated labels,752,3406968,103,89,35.10109792538423,0.6346077093557658,CEBPB,30.232159503699478,3.441448317277691,0.11835106382978723,True
GSE200997,cac11,T_cac11,Tumor,Mast cells,Reference-mapped to GSE132465 curated labels,6,23829,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac11,T_cac11,Tumor,Myeloids,Reference-mapped to GSE132465 curated labels,58,272803,60,25,264.00888372279394,2.6492345101967247,CEBPB,219.93893029035604,5.397886329802808,0.43103448275862066,True
GSE200997,cac11,T_cac11,Tumor,Stromal cells,Reference-mapped to GSE132465 curated labels,9,50290,11,4,129.9101046882447,2.4468689042654552,CEBPB,218.73135812288726,5.3924057007615405,0.4444444444444444,False
GSE200997,cac11,T_cac11,Tumor,T cells,Reference-mapped to GSE132465 curated labels,1400,6103624,194,174,31.893091295833724,0.6764373712660824,CEBPB,31.78439563118567,3.489952659236859,0.12428571428571429,True
GSE200997,cac12,T_cac12,Tumor,B cells,Reference-mapped to GSE132465 curated labels,1036,6378921,120,109,25.16566863092513,0.5348767753105867,CEBPB,18.811958950424373,2.986285742768685,0.10521235521235521,True
GSE200997,cac12,T_cac12,Tumor,Epithelial cells,Reference-mapped to GSE132465 curated labels,273,1110944,55,41,46.62416062234867,0.8054869697232118,CEBPB,49.50744591986635,3.9221207693702715,0.15018315018315018,True
GSE200997,cac12,T_cac12,Tumor,Mast cells,Reference-mapped to GSE132465 curated labels,1,2659,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac12,T_cac12,Tumor,Myeloids,Reference-mapped to GSE132465 curated labels,67,173113,30,16,193.8320803299458,1.5169401521888344,CEBPB,173.29721049256844,5.160761948339208,0.23880597014925373,True
GSE200997,cac12,T_cac12,Tumor,Stromal cells,Reference-mapped to GSE132465 curated labels,3,15062,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac12,T_cac12,Tumor,T cells,Reference-mapped to GSE132465 curated labels,2365,5416064,320,282,61.77013574900025,0.7323059801087773,CEBPB,59.08349679767447,4.095735208120285,0.11923890063424947,True
GSE200997,cac13,T_cac13,Tumor,B cells,Reference-mapped to GSE132465 curated labels,978,5144096,76,63,18.56658666371626,0.3402021697271797,CEBPB,14.774218832618986,2.7583768878743076,0.06441717791411043,True
GSE200997,cac13,T_cac13,Tumor,Epithelial cells,Reference-mapped to GSE132465 curated labels,22,138027,3,3,82.99417916020217,0.7543552610196802,CEBPB,21.734877958660263,3.1239002192687355,0.13636363636363635,False
GSE200997,cac13,T_cac13,Tumor,Mast cells,Reference-mapped to GSE132465 curated labels,17,23084,3,3,126.37948451307172,1.1549311748485618,CEBPB,129.96014555536303,4.874893044511277,0.17647058823529413,False
GSE200997,cac13,T_cac13,Tumor,Myeloids,Reference-mapped to GSE132465 curated labels,23,40244,1,1,54.01026194977046,0.3098031720307388,CEBPB,24.848424609879732,3.252249655572344,0.043478260869565216,False
GSE200997,cac13,T_cac13,Tumor,Stromal cells,Reference-mapped to GSE132465 curated labels,5,9728,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac13,T_cac13,Tumor,T cells,Reference-mapped to GSE132465 curated labels,1432,1871531,61,59,35.38226659429621,0.27451666669996433,CEBPB,32.59363590557677,3.514336641457159,0.04120111731843575,True
GSE200997,cac14,B_cac14,Normal,B cells,Reference-mapped to GSE132465 curated labels,1256,6235387,203,164,33.93958390675389,0.6954790117576957,CEBPB,32.55611881026791,3.5132192256342325,0.1305732484076433,True
GSE200997,cac14,B_cac14,Normal,Epithelial cells,Reference-mapped to GSE132465 curated labels,127,284156,15,13,71.67040473290169,0.6126143292060919,CEBPB,52.78790523515252,3.9850486321387084,0.10236220472440945,True
GSE200997,cac14,B_cac14,Normal,Mast cells,Reference-mapped to GSE132465 curated labels,9,39262,2,2,41.72635807833454,1.1177859029759913,CEBPB,50.93984004890225,3.950086126693901,0.2222222222222222,False
GSE200997,cac14,B_cac14,Normal,Myeloids,Reference-mapped to GSE132465 curated labels,26,95918,10,6,198.50967198765113,1.4084177151848338,CEBPB,104.25571842615568,4.656392802926529,0.23076923076923078,False
GSE200997,cac14,B_cac14,Normal,Stromal cells,Reference-mapped to GSE132465 curated labels,58,169116,33,18,189.52870296370196,1.9444929955970665,CEBPB,195.13233520187327,5.27878961100071,0.3103448275862069,True
GSE200997,cac14,B_cac14,Normal,T cells,Reference-mapped to GSE132465 curated labels,3045,10210834,511,438,53.24214387268735,0.8294779663568141,CEBPB,50.04488369902008,3.932705318217366,0.1438423645320197,True
GSE200997,cac14,T_cac14,Tumor,B cells,Reference-mapped to GSE132465 curated labels,664,2966878,118,85,38.146653245250384,0.696939493082524,CEBPB,39.77244767058167,3.7080065510992597,0.1280120481927711,True
GSE200997,cac14,T_cac14,Tumor,Epithelial cells,Reference-mapped to GSE132465 curated labels,915,2317675,486,301,274.11369416805195,2.113616564688456,CEBPB,209.69290344849904,5.350401639409989,0.3289617486338798,True
GSE200997,cac14,T_cac14,Tumor,Mast cells,Reference-mapped to GSE132465 curated labels,16,31762,6,3,182.2907472665336,1.2651580825977082,CEBPB,188.90498079466028,5.246523845987498,0.1875,False
GSE200997,cac14,T_cac14,Tumor,Myeloids,Reference-mapped to GSE132465 curated labels,71,274102,79,25,231.11806903864291,2.136965163154027,CEBPB,288.2138765860884,5.6671664717963015,0.352112676056338,True
GSE200997,cac14,T_cac14,Tumor,Stromal cells,Reference-mapped to GSE132465 curated labels,30,146097,20,8,121.11807365945275,1.5755146102901947,CEBPB,136.89535034942537,4.926495066677691,0.26666666666666666,False
GSE200997,cac14,T_cac14,Tumor,T cells,Reference-mapped to GSE132465 curated labels,2035,7749716,542,409,71.77849160785246,1.1390880981610867,CEBPB,69.93804676197166,4.261806915303768,0.200982800982801,True
GSE200997,cac15,B_cac15,Normal,B cells,Reference-mapped to GSE132465 curated labels,117,517076,13,12,28.170933738024814,0.5633427408312807,CEBPB,25.14137186796525,3.263519188378464,0.10256410256410256,True
GSE200997,cac15,B_cac15,Normal,Epithelial cells,Reference-mapped to GSE132465 curated labels,392,898077,34,30,37.21687320060494,0.4601028152603466,CEBPB,37.858669134161104,3.6599311956572467,0.07653061224489796,True
GSE200997,cac15,B_cac15,Normal,Mast cells,Reference-mapped to GSE132465 curated labels,2,2338,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac15,B_cac15,Normal,Myeloids,Reference-mapped to GSE132465 curated labels,6,24846,3,2,112.42115913583497,1.9284361170404676,CEBPB,120.74378169524269,4.801918686286636,0.3333333333333333,False
GSE200997,cac15,B_cac15,Normal,Stromal cells,Reference-mapped to GSE132465 curated labels,19,61224,10,7,158.0788791302421,2.1933009418099334,CEBPB,163.33464001045343,5.101904836725038,0.3684210526315789,False
GSE200997,cac15,B_cac15,Normal,T cells,Reference-mapped to GSE132465 curated labels,406,1472660,81,65,54.0812400726441,0.9107050810853918,CEBPB,55.00251246044572,4.025396555093831,0.16009852216748768,True
GSE200997,cac15,T_cac15,Tumor,B cells,Reference-mapped to GSE132465 curated labels,569,2716801,64,57,24.983942830866344,0.528051409583712,CEBPB,23.557117359718287,3.201001725043411,0.10017574692442882,True
GSE200997,cac15,T_cac15,Tumor,Epithelial cells,Reference-mapped to GSE132465 curated labels,51,122660,6,6,27.18923185807608,0.5928826839435289,CEBPB,48.91570194032284,3.9103356214025786,0.11764705882352941,True
GSE200997,cac15,T_cac15,Tumor,Mast cells,Reference-mapped to GSE132465 curated labels,36,110758,7,7,47.09265118017219,1.0570539769167215,CEBPB,63.20085230863685,4.162016486443258,0.19444444444444445,False
GSE200997,cac15,T_cac15,Tumor,Myeloids,Reference-mapped to GSE132465 curated labels,44,281059,44,21,131.53083268890194,2.56788928877359,CEBPB,156.5507598048808,5.059747690818636,0.4772727272727273,False
GSE200997,cac15,T_cac15,Tumor,Stromal cells,Reference-mapped to GSE132465 curated labels,10,53603,17,7,350.47138299634815,4.122543306212892,CEBPB,317.1464283715464,5.762511743375165,0.7,False
GSE200997,cac15,T_cac15,Tumor,T cells,Reference-mapped to GSE132465 curated labels,2785,9414300,566,464,63.18000447287188,0.9677105347902837,CEBPB,60.121304823513164,4.112860493182632,0.16660682226211848,True
GSE200997,cac16,T_cac16,Tumor,B cells,Reference-mapped to GSE132465 curated labels,110,1432608,33,23,23.94220665222742,0.9253487122371057,CEBPB,23.034912551095623,3.1795074629409537,0.20909090909090908,True
GSE200997,cac16,T_cac16,Tumor,Epithelial cells,Reference-mapped to GSE132465 curated labels,76,313499,30,19,174.03789058563197,1.4767695105307668,CEBPB,95.69408514859697,4.571552233562585,0.25,True
GSE200997,cac16,T_cac16,Tumor,Mast cells,Reference-mapped to GSE132465 curated labels,11,42997,7,4,124.92287860514098,1.967642316359727,CEBPB,162.80205595739238,5.09865872297263,0.36363636363636365,False
GSE200997,cac16,T_cac16,Tumor,Myeloids,Reference-mapped to GSE132465 curated labels,136,752570,143,75,251.81431213739063,3.211787015939286,CEBPB,190.01554672655035,5.252354821208202,0.5514705882352942,True
GSE200997,cac16,T_cac16,Tumor,Stromal cells,Reference-mapped to GSE132465 curated labels,10,56166,8,4,109.53352313301664,2.23666458128519,CEBPB,142.4349250436207,4.965881448328122,0.4,False
GSE200997,cac16,T_cac16,Tumor,T cells,Reference-mapped to GSE132465 curated labels,949,4994321,194,167,42.06415537228729,0.917058176673508,CEBPB,38.84411915053117,3.6849748197043883,0.17597471022128555,True
GSE200997,cac2,T_cac2,Tumor,B cells,Reference-mapped to GSE132465 curated labels,171,396947,14,12,38.84976368063335,0.4346120311712614,CEBPB,35.26919210877019,3.590968678681423,0.07017543859649122,True
GSE200997,cac2,T_cac2,Tumor,Epithelial cells,Reference-mapped to GSE132465 curated labels,985,3235484,190,161,63.97993585199435,0.9244817223129412,CEBPB,58.723826172529364,4.0897310391473125,0.1634517766497462,True
GSE200997,cac2,T_cac2,Tumor,Mast cells,Reference-mapped to GSE132465 curated labels,7,12147,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac2,T_cac2,Tumor,Myeloids,Reference-mapped to GSE132465 curated labels,54,67606,8,8,118.17942676819702,0.97962759932747,CEBPB,118.33269236458302,4.781915326471655,0.14814814814814814,True
GSE200997,cac2,T_cac2,Tumor,Stromal cells,Reference-mapped to GSE132465 curated labels,255,544600,72,53,140.0338860432066,1.3062313178263665,CEBPB,132.20712449504222,4.891905243875916,0.20784313725490197,True
GSE200997,cac2,T_cac2,Tumor,T cells,Reference-mapped to GSE132465 curated labels,17,12260,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac3,T_cac3,Tumor,B cells,Reference-mapped to GSE132465 curated labels,66,176797,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,True
GSE200997,cac3,T_cac3,Tumor,Epithelial cells,Reference-mapped to GSE132465 curated labels,671,4048596,197,150,44.15745701967642,1.1258885543122572,CEBPB,48.65884370779401,3.90517649563242,0.22354694485842028,True
GSE200997,cac3,T_cac3,Tumor,Mast cells,Reference-mapped to GSE132465 curated labels,13,10053,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac3,T_cac3,Tumor,Myeloids,Reference-mapped to GSE132465 curated labels,61,131625,11,9,92.40431630297161,0.9164115789743824,CEBPB,83.5707502374169,4.437588464955171,0.14754098360655737,True
GSE200997,cac3,T_cac3,Tumor,Stromal cells,Reference-mapped to GSE132465 curated labels,136,362045,22,17,58.63784109398817,0.7455075390735518,CEBPB,60.7659268875416,4.1233518675553915,0.125,True
GSE200997,cac3,T_cac3,Tumor,T cells,Reference-mapped to GSE132465 curated labels,37,36873,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac4,B_cac4,Normal,B cells,Reference-mapped to GSE132465 curated labels,282,4189165,88,58,23.577242000709695,0.9149012743706422,CEBPB,21.00657290892099,3.0913411773231867,0.20567375886524822,True
GSE200997,cac4,B_cac4,Normal,Epithelial cells,Reference-mapped to GSE132465 curated labels,363,735808,50,42,106.38648231032288,0.746360152596461,CEBPB,67.95250935026529,4.233417997344518,0.11570247933884298,True
GSE200997,cac4,B_cac4,Normal,Mast cells,Reference-mapped to GSE132465 curated labels,1,596,1,1,1677.8523489932886,7.425865713361462,CEBPB,1677.8523489932886,7.425865713361462,1.0,False
GSE200997,cac4,B_cac4,Normal,Myeloids,Reference-mapped to GSE132465 curated labels,40,184230,49,20,211.52357467848674,2.883442793747368,CEBPB,265.9718829723715,5.587143345635472,0.5,False
GSE200997,cac4,B_cac4,Normal,Stromal cells,Reference-mapped to GSE132465 curated labels,18,36327,7,4,160.20373371965164,1.4562233395492556,CEBPB,192.69413934539048,5.266280313607208,0.2222222222222222,False
GSE200997,cac4,B_cac4,Normal,T cells,Reference-mapped to GSE132465 curated labels,1756,5245660,373,314,73.78843242643293,1.0591375440403015,CEBPB,71.10640033856559,4.27814281065016,0.1788154897494305,True
GSE200997,cac4,T_cac4,Tumor,B cells,Reference-mapped to GSE132465 curated labels,68,498840,7,7,13.355122224777855,0.47400999524428516,CEBPB,14.032555528826878,2.7102182178430665,0.10294117647058823,True
GSE200997,cac4,T_cac4,Tumor,Epithelial cells,Reference-mapped to GSE132465 curated labels,47,95500,10,10,132.68846660934653,1.347061883472581,CEBPB,104.71204188481676,4.660718811503744,0.2127659574468085,False
GSE200997,cac4,T_cac4,Tumor,Myeloids,Reference-mapped to GSE132465 curated labels,14,33697,5,3,190.36432099079275,1.412148141172752,CEBPB,148.38116152773244,5.006501170556291,0.21428571428571427,False
GSE200997,cac4,T_cac4,Tumor,T cells,Reference-mapped to GSE132465 curated labels,1365,4262010,188,174,43.78471888720304,0.725138003439869,CEBPB,44.11064263105906,3.809118197185804,0.12747252747252746,True
GSE200997,cac5,T_cac5,Tumor,B cells,Reference-mapped to GSE132465 curated labels,19,39476,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac5,T_cac5,Tumor,Epithelial cells,Reference-mapped to GSE132465 curated labels,2,3240,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac5,T_cac5,Tumor,Myeloids,Reference-mapped to GSE132465 curated labels,2,1614,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac5,T_cac5,Tumor,T cells,Reference-mapped to GSE132465 curated labels,125,279354,13,13,46.81709754519423,0.612269631148618,CEBPB,46.535936482026386,3.861485982511567,0.104,True
GSE200997,cac6,B_cac6,Normal,B cells,Reference-mapped to GSE132465 curated labels,194,1199767,4,4,1.9257693308397423,0.0887787454312957,CEBPB,3.3339806812489425,1.4664864456166788,0.020618556701030927,True
GSE200997,cac6,B_cac6,Normal,Epithelial cells,Reference-mapped to GSE132465 curated labels,155,335816,8,7,41.72520179310503,0.2953683752146113,CEBPB,23.82256950234652,3.211753299895366,0.04516129032258064,True
GSE200997,cac6,B_cac6,Normal,Mast cells,Reference-mapped to GSE132465 curated labels,1,1609,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac6,B_cac6,Normal,Myeloids,Reference-mapped to GSE132465 curated labels,9,65247,4,3,51.06923505008421,1.6484213671711263,CEBPB,61.30550063604457,4.132049714609232,0.3333333333333333,False
GSE200997,cac6,B_cac6,Normal,Stromal cells,Reference-mapped to GSE132465 curated labels,16,53912,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac6,B_cac6,Normal,T cells,Reference-mapped to GSE132465 curated labels,255,728277,6,6,8.823011310495229,0.13824626641265142,CEBPB,8.238623490787159,2.2233929016975016,0.023529411764705882,True
GSE200997,cac6,T_cac6,Tumor,B cells,Reference-mapped to GSE132465 curated labels,326,4547412,20,19,6.099850091915406,0.24564052276508766,CEBPB,4.398105999632318,1.686048151237455,0.05828220858895705,True
