cohort,Patient,Sample,Class,cell_type,cell_type_source,n_cells,total_library_umi,total_umi,detected_cells,mean_cpm_per_cell,mean_log1p_cpm,gene_symbol,pseudobulk_cpm,log1p_pseudobulk_cpm,detection_rate,passes_min_cells
GSE200997,cac6,T_cac6,Tumor,Epithelial cells,Reference-mapped to GSE132465 curated labels,49,407290,9,8,26.09970884659744,0.78786340325907,CEBPB,22.097277124407672,3.1397147371778673,0.16326530612244897,False
GSE200997,cac6,T_cac6,Tumor,Mast cells,Reference-mapped to GSE132465 curated labels,31,94738,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac6,T_cac6,Tumor,Myeloids,Reference-mapped to GSE132465 curated labels,158,864722,61,47,89.46553714737938,1.5944011555877118,CEBPB,70.54290280575722,4.270297308989758,0.2974683544303797,True
GSE200997,cac6,T_cac6,Tumor,Stromal cells,Reference-mapped to GSE132465 curated labels,31,209036,13,8,69.19005665592152,1.393917597370652,CEBPB,62.190244742532386,4.146149933899123,0.25806451612903225,False
GSE200997,cac6,T_cac6,Tumor,T cells,Reference-mapped to GSE132465 curated labels,1029,2861199,27,24,10.776614069519018,0.13783615064789267,CEBPB,9.436603326088118,2.34531917760881,0.023323615160349854,True
GSE200997,cac7,B_cac7,Normal,B cells,Reference-mapped to GSE132465 curated labels,222,1517551,2,2,0.6732522504235366,0.0386983502068206,CEBPB,1.3179128740978063,0.8406671575406743,0.009009009009009009,True
GSE200997,cac7,B_cac7,Normal,Epithelial cells,Reference-mapped to GSE132465 curated labels,573,2032325,27,26,18.923292936118468,0.2485413703785217,CEBPB,13.285276715092321,2.6592294065201343,0.04537521815008726,True
GSE200997,cac7,B_cac7,Normal,Mast cells,Reference-mapped to GSE132465 curated labels,2,1093,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac7,B_cac7,Normal,Myeloids,Reference-mapped to GSE132465 curated labels,16,49522,2,2,49.39498484723447,0.7322467749583108,CEBPB,40.38609103024918,3.722944858929314,0.125,False
GSE200997,cac7,B_cac7,Normal,Stromal cells,Reference-mapped to GSE132465 curated labels,56,91953,4,4,37.26952253554242,0.4460563715668329,CEBPB,43.50048394288387,3.7955000642340466,0.07142857142857142,True
GSE200997,cac7,B_cac7,Normal,T cells,Reference-mapped to GSE132465 curated labels,468,714430,5,5,6.565779292264932,0.0682604511364404,CEBPB,6.9985862855703145,2.079264811760313,0.010683760683760684,True
GSE200997,cac7,T_cac7,Tumor,B cells,Reference-mapped to GSE132465 curated labels,13,82816,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac7,T_cac7,Tumor,Epithelial cells,Reference-mapped to GSE132465 curated labels,889,1870147,29,29,23.828466057051934,0.20505146419970527,CEBPB,15.506802406441846,2.803772563004903,0.03262092238470191,True
GSE200997,cac7,T_cac7,Tumor,Mast cells,Reference-mapped to GSE132465 curated labels,6,8621,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac7,T_cac7,Tumor,Myeloids,Reference-mapped to GSE132465 curated labels,26,70106,5,4,116.29974959162968,1.0013681468141895,CEBPB,71.32057170570279,4.281108621275335,0.15384615384615385,False
GSE200997,cac7,T_cac7,Tumor,Stromal cells,Reference-mapped to GSE132465 curated labels,23,108820,4,3,38.52597239401378,0.7360239907095346,CEBPB,36.75794890645102,3.6311960205872076,0.13043478260869565,False
GSE200997,cac7,T_cac7,Tumor,T cells,Reference-mapped to GSE132465 curated labels,313,614872,6,6,12.205470941643926,0.12148703955120514,CEBPB,9.758128521058042,2.3756616103364903,0.019169329073482427,True
GSE200997,cac8,T_cac8,Tumor,B cells,Reference-mapped to GSE132465 curated labels,297,4553728,76,61,20.96267755110719,0.8797557913351723,CEBPB,16.689622217225097,2.8729781522186766,0.2053872053872054,True
GSE200997,cac8,T_cac8,Tumor,Epithelial cells,Reference-mapped to GSE132465 curated labels,289,2381469,148,101,94.66730435358409,1.805259408134625,CEBPB,62.14651544907786,4.145457668320449,0.3494809688581315,True
GSE200997,cac8,T_cac8,Tumor,Mast cells,Reference-mapped to GSE132465 curated labels,11,46239,10,5,410.0557582104408,3.0221919783668354,CEBPB,216.26765284716365,5.381130016757715,0.45454545454545453,False
GSE200997,cac8,T_cac8,Tumor,Myeloids,Reference-mapped to GSE132465 curated labels,85,641172,142,43,210.6414278503474,2.9030710878596357,CEBPB,221.46943409880657,5.404789717332683,0.5058823529411764,True
GSE200997,cac8,T_cac8,Tumor,Stromal cells,Reference-mapped to GSE132465 curated labels,35,333832,77,24,256.9650198523829,3.87143247724877,CEBPB,230.65494020944666,5.4452489378146085,0.6857142857142857,False
GSE200997,cac8,T_cac8,Tumor,T cells,Reference-mapped to GSE132465 curated labels,246,711451,54,47,70.27925712235435,1.1087842708808353,CEBPB,75.90122158799412,4.3425217617949725,0.1910569105691057,True
GSE200997,cac9,T_cac9,Tumor,B cells,Reference-mapped to GSE132465 curated labels,76,485703,14,11,42.69748817621083,0.7929778098823065,CEBPB,28.824199150509674,3.395320116006023,0.14473684210526316,True
GSE200997,cac9,T_cac9,Tumor,Epithelial cells,Reference-mapped to GSE132465 curated labels,181,1491625,43,38,51.16621095168865,1.0260902909240885,CEBPB,28.827620883264895,3.3954348395050555,0.20994475138121546,True
GSE200997,cac9,T_cac9,Tumor,Mast cells,Reference-mapped to GSE132465 curated labels,30,135860,14,9,121.87018417118833,1.7035540430404743,CEBPB,103.04725452671867,4.644845166395596,0.3,False
GSE200997,cac9,T_cac9,Tumor,Myeloids,Reference-mapped to GSE132465 curated labels,136,628206,199,72,401.5984268055143,3.3210332997873455,CEBPB,316.7750705978612,5.761343807343752,0.5294117647058824,True
GSE200997,cac9,T_cac9,Tumor,Stromal cells,Reference-mapped to GSE132465 curated labels,12,55505,7,3,115.19901515099396,1.4987651195885174,CEBPB,126.11476443563643,4.845090335379951,0.25,False
GSE200997,cac9,T_cac9,Tumor,T cells,Reference-mapped to GSE132465 curated labels,1069,4727099,284,226,58.205266865990765,1.1578386148080497,CEBPB,60.079130984986776,4.112170252760464,0.21141253507951357,True
