test_id,biomarker,matrix,exposure_axis,endpoint_role,outcome_id,outcome_name,primary_male_beta,primary_male_se,primary_female_beta,primary_female_se,primary_interaction_beta,primary_interaction_p,primary_fixed406_q,primary_pooled_n,primary_cases,primary_interaction_direction_supported,creatinine_adjusted_status,creatinine_adjusted_beta,creatinine_adjusted_p,creatinine_adjusted_n,loco_successful_n,loco_min_beta,loco_max_beta,loco_sign_reversals,loco_beta_by_cycle,winsorized_status,winsorized_beta,winsorized_p,upper_1pct_deleted_status,upper_1pct_deleted_beta,upper_1pct_deleted_p,above_lod_status,above_lod_beta,above_lod_p,cycle_heterogeneity_status,cycle_heterogeneity_p
NHANES_URXP02,URXP02,urine,PAH exposure axis,female_B,hypertension,Hypertension,-0.0041299259069194,0.0272874362153793,0.1045174098998425,0.0267049400019622,0.0722526278030308,0.0195787448847989,0.2148370384656316,12370,4148,True,ok,0.072252627803031,0.0195787448840844,12370.0,8,0.035856696322008,0.1003508369130038,0,2001-2002=0.081392213;2003-2004=0.095355959;2005-2006=0.046667489;2007-2008=0.035856696;2009-2010=0.072117051;2011-2012=0.100350837;2013-2014=0.053093763;2015-2016=0.094657647,ok,0.070222951732617,0.0264261715201196,ok,0.0715554987976166,0.0343045387843032,ok,0.0712286961368543,0.0213722386495925,ok,0.2521167383865287
NHANES_URXP02,URXP02,urine,PAH exposure axis,male_A,thyroid_disease,Thyroid disease,0.1224017348781144,0.0436064622662799,-0.0275158970346648,0.0314580354177666,-0.1041226074874012,0.0228303785085382,0.2439245703806979,10859,1036,True,ok,-0.1041226074874011,0.0228303785078069,10859.0,8,-0.1482900319325756,-0.0712961491337273,0,2001-2002=-0.104122607;2003-2004=-0.148290032;2005-2006=-0.093028956;2007-2008=-0.124738413;2009-2010=-0.072719444;2011-2012=-0.071296149;2013-2014=-0.139318162;2015-2016=-0.079429988,ok,-0.1072318077903424,0.0232567265871387,ok,-0.1093884670952497,0.0209673722483688,ok,-0.1067857956990412,0.020921155271375,ok,0.1512617368537359
NHANES_URXUSN,URXUSN,urine,metal exposure axis,female_B,asthma,Asthma,-0.0256234655645211,0.043701427988735,0.0905752284148231,0.039343744655337,0.1177637858533584,0.0341868271047425,0.289163579260947,6316,966,True,ok,0.1177637858533584,0.0341868271047476,6316.0,4,0.0975802457946875,0.1350534790513269,0,2011-2012=0.107094948;2013-2014=0.097580246;2015-2016=0.135053479;2017-2018=0.131281282,ok,0.1166562754814106,0.0395597543123392,ok,0.1027134400071463,0.0982958573843506,ok,0.1228017507061,0.0435952959805218,ok,0.1661844668732588
NHANES_URXUSN,URXUSN,urine,metal exposure axis,male_A,any_cancer_history,Any cancer history,0.1303050552351295,0.0606637080677885,-0.0001740006234729,0.04431685945376,-0.1614699949620539,0.0299012575217077,0.2759070580412123,6319,588,True,ok,-0.1614699949620539,0.0299012575217023,6319.0,4,-0.1990265545280049,-0.125792804566842,0,2011-2012=-0.125792805;2013-2014=-0.160948615;2015-2016=-0.199026555;2017-2018=-0.165152523,ok,-0.1591746286676639,0.0367039536521076,ok,-0.1117637855743954,0.1684047953748013,ok,-0.1954913910810569,0.0162575696619735,ok,0.2498667308150039
