frame,time_ps,protein_backbone_rmsd_A,ligand_heavy_rmsd_A,ligand_com_displacement_A,pocket_contact_retention,nearest_pocket_distance_A
7999,80000.00023851245,2.7202811256323955,2.2510688230077034,0.5782383964697547,0.8181818181818182,2.9908098670312397
8000,80010.00023854227,2.7080558276916387,2.2844068548411127,0.6002007918257871,0.6818181818181818,3.125488111793971
8001,80020.00023857209,2.6053248064418604,2.320805153759921,0.7355313071031072,0.6363636363636364,3.069917704526952
8002,80030.0002386019,2.728502147877134,2.531296041565245,1.3278059901119672,0.7272727272727273,2.996816062449332
8003,80040.0002386317,2.671996682076019,2.3238977104890424,1.0933976256586635,0.6363636363636364,3.093354757024931
8004,80050.00023866152,2.6946894796696226,2.2187421426271654,0.6991417269261485,0.5909090909090909,2.819518776461392
8005,80060.00023869134,2.599193628106853,1.9816303662036676,0.4611889832092313,0.6363636363636364,2.8375429789453936
8006,80070.00023872116,2.5695228039244156,2.268932884221321,0.7419332004423522,0.5454545454545454,2.964260510749214
8007,80080.00023875097,2.689881418537777,2.215567063980048,0.8470500029269453,0.6818181818181818,2.8051436942434758
8008,80090.00023878078,2.713620869735523,2.0714429826722247,0.8169931877941737,0.6363636363636364,2.892696055424701
8009,80100.0002388106,2.7462006635020506,2.340537182878741,0.9451562384243702,0.6363636363636364,3.448749934750638
8010,80110.00023884041,2.667056398032749,2.2079880590290153,0.594423443437462,0.6363636363636364,3.129142314496756
8011,80120.00023887023,2.676485541987658,2.2136251437464525,0.8189809463450812,0.6818181818181818,2.7849286294187263
8012,80130.00023890004,2.782324825536949,2.266824692343772,1.1904451704317471,0.5909090909090909,3.071043363247809
8013,80140.00023892985,2.699602186671765,2.070009704139748,0.5360603340772908,0.5454545454545454,2.998276278412273
8014,80150.00023895966,2.7314296814881907,2.308816887560515,0.9020200404076096,0.6363636363636364,3.1249591856594994
8015,80160.00023898948,2.729412619101356,2.437511330554147,1.427192810999075,0.7272727272727273,3.0577180057332294
8016,80170.0002390193,2.793244800854367,2.334739076708414,1.0400151990774695,0.5454545454545454,2.9221251325664865
8017,80180.00023904911,2.8042472339561995,2.2411843104644285,0.6564996643774103,0.6818181818181818,3.1146227606155374
8018,80190.00023907892,2.7264888621815535,2.2193735575310187,1.1642987260472344,0.6363636363636364,3.0841076658709476
8019,80200.00023910873,2.8209542698859056,2.348838133659208,1.1299642677215738,0.6818181818181818,2.975966343290357
8020,80210.00023913855,2.7717219530927775,2.2440878436604823,0.7944425079271804,0.5454545454545454,3.183955641205092
8021,80220.00023916837,2.824402083124873,2.3023221779440672,1.0412132390815618,0.5909090909090909,3.4454540905654016
8022,80230.00023919818,2.830824909640718,2.1289395870783343,0.574223818386236,0.5454545454545454,3.0399705252410656
8023,80240.000239228,2.856223165668741,2.238545553673893,1.2212336959245507,0.6818181818181818,3.1160107501018577
8024,80250.0002392578,2.903440488806142,2.309538890527281,0.7135226588433743,0.6363636363636364,3.016126551530109
8025,80260.00023928762,2.8924436511975307,2.4785070469631227,1.0384912854722155,0.6363636363636364,2.9791392750722063
8026,80270.00023931744,2.852914754092,2.528566945905501,1.0308283258065998,0.5909090909090909,2.9154137835896057
8027,80280.00023934725,2.833486248720957,2.32929838722496,0.5753776256244747,0.6363636363636364,2.842290022635155
8028,80290.00023937707,2.887228528303781,2.492231157942425,1.1790863067075037,0.6363636363636364,2.9262424734802304
8029,80300.00023940687,2.9356576968718695,2.4971509551197326,1.3629244884016332,0.7272727272727273,2.7890420758630365
8030,80310.00023943669,2.912043112321382,2.684125148560009,1.6673474098154195,0.5909090909090909,3.393019734881313
8031,80320.0002394665,2.8733732009389037,2.1643657413946666,1.2048576958758277,0.6818181818181818,3.1538477157055023
8032,80330.00023949632,2.8522531804764566,2.3162991771243293,1.0935098988140348,0.6363636363636364,3.049170203706239
8033,80340.00023952614,2.7332046001967525,2.1786379937159106,0.9417113461914072,0.6363636363636364,3.017936791428774
8034,80350.00023955594,2.7573817453733795,2.4727573791237165,1.245631419802268,0.5909090909090909,2.7726318743107505
8035,80360.00023958576,2.840539166336088,2.2941672490818448,0.6532981840797322,0.6363636363636364,3.1101801910355356
8036,80370.00023961558,2.914076391713363,2.305255004569829,1.1313882874349046,0.6818181818181818,3.1231364425005
8037,80380.0002396454,3.0056610935542163,2.1810424333025025,0.5347775497613203,0.6818181818181818,2.973482584718679
8038,80390.00023967521,2.8269828947257265,2.06637130686814,1.051168584133298,0.6818181818181818,3.1274678097973903
8039,80400.00023970501,2.8105564199158217,2.1720156849921506,0.9292162376727812,0.7272727272727273,3.040488413259223
8040,80410.00023973483,2.941004832485127,2.296052019732798,0.7553006792381678,0.5454545454545454,3.0586316968516503
8041,80420.00023976465,2.8648634846632035,2.169227224720995,0.7102416378447072,0.5909090909090909,2.707504227509192
8042,80430.00023979446,3.0464068923558165,2.2496245001271986,0.8619023484176914,0.5454545454545454,2.9523831436259305
8043,80440.00023982428,3.026977724996339,2.2321707856039543,0.6222511580208904,0.6363636363636364,3.112409090760998
8044,80450.00023985408,3.084957462307216,2.359536437363391,0.9191733931388958,0.5909090909090909,3.088099009948489
8045,80460.0002398839,2.8647229228332662,2.2662881537949158,0.6021472453104605,0.6363636363636364,3.2253704409487165
8046,80470.00023991372,2.836256608429233,2.651532031794107,1.560842787048348,0.5909090909090909,3.2247944137271904
8047,80480.00023994353,2.853911747425154,2.3426403919064045,0.7589656893206138,0.6363636363636364,3.1428413329227296
8048,80490.00023997335,2.8500198762435804,2.212357620439413,0.833745047048817,0.6363636363636364,2.8822906818600176
8049,80500.00024000315,2.8664795163231047,2.3808496395037313,1.2599693739880293,0.5909090909090909,2.781956461667613
8050,80510.00024003297,2.909092164263958,2.33594272509965,0.9395350158791094,0.6363636363636364,2.8608317161083376
8051,80520.00024006279,2.967041097593832,2.284909749137929,0.6009440673654981,0.6363636363636364,2.844287842946319
8052,80530.0002400926,2.842981179590054,2.2344061556937636,0.7856257049153221,0.5454545454545454,3.109256276316759
8053,80540.00024012242,2.8554390799737766,2.198804430189441,1.0582497705539171,0.5909090909090909,3.2630614558467403
8054,80550.00024015224,2.8739500238956324,2.3362971632204723,1.2636236779884669,0.6363636363636364,3.1189782290860393
8055,80560.00024018204,3.031929328420652,2.3087464032462037,1.0992563706674447,0.6363636363636364,3.0436883968062887
8056,80570.00024021186,2.787685674552102,2.053521099694677,0.8131341462419087,0.6363636363636364,3.4162439494495516
8057,80580.00024024167,2.6945976264692266,2.3438085667856194,1.0814934032662562,0.5909090909090909,2.872761533853205
8058,80590.00024027149,2.760657705964115,2.244991549930466,1.0053864334174638,0.7272727272727273,3.015162518955956
8059,80600.0002403013,2.903557157718655,2.295127134529607,1.0964251171657886,0.6818181818181818,2.8451716680722354
8060,80610.00024033111,2.755860006326396,2.3856659958949655,1.0919894144794355,0.6363636363636364,3.311563486318907
8061,80620.00024036093,2.9068465538746695,2.211563071109731,0.9649841313535485,0.5909090909090909,3.2587048094387234
8062,80630.00024039074,2.9002232491838473,2.221376832986175,0.3279611135769905,0.5909090909090909,2.8200723189581294
8063,80640.00024042056,2.8687962917975187,2.2855465671447575,1.226300222156651,0.5909090909090909,2.861083694915285
8064,80650.00024045038,3.0014505096578077,2.0519801484039464,0.9433130630620276,0.5909090909090909,3.190925514483187
8065,80660.00024048018,2.8200587826950843,2.2776526589153083,1.0746409161750565,0.5909090909090909,3.100861570236385
8066,80670.00024051,2.9054853192805457,2.2489020734238627,1.2140541327710137,0.6363636363636364,3.04304863521434
8067,80680.00024053981,2.7630502142216025,2.2911646459601704,1.0516103652298174,0.5454545454545454,3.131740754418501
8068,80690.00024056963,2.8221370575217746,2.347689684824245,1.0586993445677488,0.6363636363636364,3.1033651798144573
8069,80700.00024059945,2.7711235462959034,2.1939823499321442,0.743822142369113,0.6818181818181818,3.327855627512398
8070,80710.00024062925,2.934473711037546,2.460164733660244,0.8704431532099497,0.6363636363636364,3.1403996868111714
8071,80720.00024065906,2.898221987203357,2.2556647103292797,0.8718322596429633,0.6363636363636364,3.1139695107055427
8072,80730.00024068888,2.8429210452365528,2.3578812790698707,0.8913377978294248,0.5909090909090909,2.8796333835138257
8073,80740.0002407187,2.791039439154147,2.449893831063944,1.2682807421722988,0.6363636363636364,3.332230332113588
8074,80750.00024074852,2.8053076981497127,2.45242359468644,1.1177031336065364,0.5909090909090909,3.1333893676589826
8075,80760.00024077832,2.73718817714878,2.7039449033391607,1.402985842890633,0.5909090909090909,3.3619793662333968
8076,80770.00024080813,2.7855210022089674,2.427385404340543,0.7462700828350881,0.6363636363636364,2.8183303908273754
8077,80780.00024083795,2.6977465897925095,2.481095002690169,1.0837372496607043,0.5454545454545454,2.87494458105131
8078,80790.00024086777,2.6273396252902868,2.5486649987725176,0.9917138594499466,0.6363636363636364,3.2576553021636094
8079,80800.00024089759,2.721563045150436,2.62199421659479,1.0021538797399419,0.5909090909090909,2.9711534130696085
8080,80810.00024092739,2.708183372093882,2.4684601925176213,1.3269597544434835,0.5909090909090909,3.0115195450609367
8081,80820.0002409572,2.663098870246748,2.2993415620738484,1.1656170423915604,0.6818181818181818,3.1555414652715674
8082,80830.00024098702,2.7431918262760093,2.373077499090784,1.0606419015660054,0.6363636363636364,3.026380598318312
8083,80840.00024101684,2.710237075492788,2.374299961171906,0.9852452712877261,0.6818181818181818,2.94157139672789
8084,80850.00024104665,2.761872328437856,2.106672572124994,0.6294064887947841,0.6363636363636364,3.108745973250146
8085,80860.00024107647,2.688628246917912,2.2737579557929557,0.8864314156751902,0.6363636363636364,2.935240288928406
8086,80870.00024110627,2.7888555392404313,2.2714526029526567,0.8537050983633543,0.5909090909090909,3.017689099514603
8087,80880.00024113609,2.8079986048789176,2.3388950456252897,1.0457126797666214,0.5454545454545454,2.8698705358702408
8088,80890.00024116591,2.844419252652182,2.454561477944234,1.286025762556012,0.5454545454545454,2.867868494209238
8089,80900.00024119572,2.8913244179415876,2.3078451543047778,1.0492948276066811,0.45454545454545453,3.1222481599744913
8090,80910.00024122554,2.776842312259215,3.389717529383146,2.0472960063236605,0.5454545454545454,3.24061087438404
8091,80920.00024125534,2.7531377095893164,2.9252272143918963,1.4660761562065248,0.6363636363636364,3.3222307020781288
8092,80930.00024128516,2.719141090413497,3.264435097330004,2.031423502122895,0.6818181818181818,3.306564071726861
8093,80940.00024131498,2.6882317313194903,3.1706464981003832,1.8585326637432074,0.6363636363636364,3.3040541020197014
8094,80950.0002413448,2.744042248556137,2.999449396985296,1.612119116635418,0.5909090909090909,3.5403706495719174
8095,80960.00024137461,2.713633316022821,3.3204449895148014,1.9998047913824426,0.5454545454545454,3.0413234196210825
8096,80970.00024140441,2.863633226188214,2.9318048713468405,1.7486555818377438,0.5909090909090909,3.191660825515916
8097,80980.00024143423,2.7756930215485176,2.91792786787645,1.707801683938249,0.5454545454545454,3.391579191098465
